market_code,code,所属概念,股票代码,所属概念数量
33,300381,NMN概念;维生素;可降解塑料;合成生物;横琴新区;粤港澳大湾区,300381.SZ,6
17,600114,人形机器人;减速器;特斯拉概念;苹果概念;3D打印;消费电子概念;小米概念;柔性屏(折叠屏);新能源汽车;AI眼镜;机器人概念;液冷服务器;低空经济;华为概念;数据中心(AIDC);燃料电池;东数西算(算力);光伏概念;智能医疗;两轮车;沪股通;共封装光学(CPO);融资融券,600114.SH,23
33,000552,煤炭概念;煤化工概念;化肥;天然气;页岩气;超超临界发电;国企改革;西部大开发;深股通;融资融券,000552.SZ,10
33,001332,可控核聚变;光伏概念;核电;固态电池;光热发电;海工装备;氢能源;天然气;深股通,001332.SZ,9
17,688247,仿制药一致性评价;流感;创新药;维生素;CRO概念;上海国企改革;国企改革;沪股通;融资融券,688247.SH,9
33,002421,液冷服务器;数字孪生;云计算;抖音概念(字节概念);东数西算(算力);人脸识别;信创;华为鲲鹏;小米概念;数据中心(AIDC);物联网;宁德时代概念;华为概念;腾讯概念;AI智能体;机器人概念;工业互联网;AI应用;鸿蒙概念;智慧城市;人工智能;粤港澳大湾区;数字经济;DeepSeek概念;建筑节能;碳中和;雄安新区;智能医疗;PPP概念;养老概念;深股通;融资融券,002421.SZ,32
17,600801,水泥概念;雅下水电概念;一带一路;沪股通;融资融券;2026一季报预增,600801.SH,6
17,688202,CRO概念;减肥药;创新药;合成生物;智能医疗;AI应用;人工智能;回购增持再贷款概念;沪股通;融资融券,688202.SH,10
17,600651,芯片概念;小米概念;上海国企改革;比亚迪概念;汽车电子;网络安全;新能源汽车;医疗器械概念;特斯拉概念;小米汽车;工业互联网;水利;核电;国企改革;融资融券;沪股通,600651.SH,16
33,002989,芯片概念;粤港澳大湾区;人工智能;新型城镇化;国企改革;深股通,002989.SZ,6
33,300584,猴痘概念;幽门螺杆菌概念;肝炎概念;辅助生殖;仿制药一致性评价;创新药;固态电池;锂电池概念;深股通,300584.SZ,9
17,601919,俄乌冲突概念;航运概念;中字头股票;高股息精选;同花顺中特估100;证金持股;沪股通;融资融券;同花顺漂亮100;国企改革;央企国企改革;回购增持再贷款概念;一带一路;人民币贬值受益,601919.SH,14
17,601033,生物质能发电;绿色电力;医疗废物处理;PPP概念;垃圾分类;固废处理;国企改革;储能;粤港澳大湾区;沪股通;融资融券,601033.SH,11
17,603879,海峡两岸;农机;机器人概念;无人机;低空经济,603879.SH,5
33,002556,化肥;供销社;粮食概念;土地流转;玉米;农村电商;磷化工;农业种植;染料;煤化工概念;乡村振兴;毛发医疗;维生素;民爆概念;建筑节能;医美概念;统一大市场;装配式建筑;数字乡村;创投;互联网金融;生物质能发电;光伏概念;融资融券;深股通,002556.SZ,25
17,600405,雄安新区;充电桩;腾讯概念;换电概念;百度概念;阿里巴巴概念;京津冀一体化;储能;东数西算(算力);高压快充;数据中心(AIDC);华为概念;中俄贸易概念;光伏概念;氢能源;燃料电池;5G;新能源汽车;融资融券,600405.SH,19
33,002166,禽流感;合成生物;啤酒概念;工业大麻;代糖概念;参股银行;农业种植;乡村振兴;人民币贬值受益;西部大开发;回购增持再贷款概念;专精特新;新型烟草(电子烟);股权转让(并购重组);深股通;融资融券,002166.SZ,16
17,688248,虚拟电厂;柔性直流输电;智能电网;风电;储能;DeepSeek概念;华为概念;人工智能;低空经济;无人机;央企国企改革;氢能源;机器人概念;国企改革;人形机器人;沪股通;融资融券,688248.SH,17
17,600962,中芯国际概念;芯片概念;人民币贬值受益;房屋检测;工业互联网;智慧城市;国企改革;央企国企改革;沪股通;股权转让(并购重组),600962.SH,10
17,603896,维生素;农业种植;医药电商;工业大麻;养老概念;乡村振兴;旅游概念;数字经济;工业互联网;沪股通,603896.SH,10
33,301086,富士康概念;液冷服务器;苹果概念;消费电子概念;专精特新;工业母机;华为概念;2026一季报预增;锂电池概念;新能源汽车;新型工业化;华为数字能源;虚拟现实;储能;机器人概念;汽车热管理;回购增持再贷款概念;深股通;融资融券,301086.SZ,19
33,002252,创新药;重组蛋白;合成生物;回购增持再贷款概念;深股通;融资融券,002252.SZ,6
17,601100,中国AI 50;高端装备;同花顺漂亮100;沪股通;无人驾驶;融资融券,601100.SH,6
17,600613,医药电商;流感,600613.SH,2
33,002715,创投;新能源汽车;比亚迪概念;黄金概念,002715.SZ,4
22,600370,ST板块,600370.SH,1
33,000888,冰雪产业;旅游概念;体育产业;啤酒概念;NFT概念;IP经济(谷子经济);国企改革;西部大开发;智慧政务;低空经济;融资融券;深股通,000888.SZ,12
17,601825,高股息精选;跨境支付(CIPS);融资融券;沪股通,601825.SH,4
17,603039,华为盘古;云办公;财税数字化;中国AI 50;AI应用;智慧政务;AI智能体;腾讯概念;鸿蒙概念;信创;DeepSeek概念;人工智能;数字经济;华为概念;融资融券;沪股通,603039.SH,16
17,688816,注册制次新股;科创次新股;机器视觉;高端装备;新股与次新股;融资融券,688816.SH,6
17,600874,绿色电力;PPP概念;固废处理;污水处理;地下管网;国企改革;证金持股;雄安新区;京津冀一体化;储能;机器人概念;沪股通;融资融券,600874.SH,13
17,688059,PCB概念;工业母机;专精特新;2025年报预增;机器人概念;2026一季报预增;沪股通;融资融券,688059.SH,8
17,600605,芯片概念;租售同权;物业管理;沪股通,600605.SH,4
33,001298,存储芯片;芯片概念;消费电子概念;华为海思概念股;MCU芯片;AI眼镜;小米概念;智能穿戴;物联网;无线耳机;星闪概念;2025年报预增;传感器;汽车电子;智能家居;人民币贬值受益;海峡两岸;新能源汽车;机器人概念;人形机器人;深股通,001298.SZ,21
17,600975,猪肉;冷链物流;乡村振兴;国企改革;沪股通;华为概念;融资融券,600975.SH,7
33,002546,电力物联网;虚拟电厂;智能电网;充电桩;数据要素;物联网;2025年报预增;深股通,002546.SZ,8
17,688709,MCU芯片;汽车芯片;量子科技;芯片概念;东数西算(算力);存储芯片;商业航天;军工;无人驾驶;脑机接口;人工智能;机器人概念;人形机器人;央企国企改革;西部大开发;国企改革;沪股通;融资融券,688709.SH,18
17,600359,粮食概念;农业种植;土地流转;农村电商;乳业;乡村振兴;新疆振兴;特色小镇;西部大开发;国企改革;股权转让(并购重组);融资融券,600359.SH,12
33,002242,净水概念;家用电器;证金持股;绿色电力;智能家居;机器人概念;深股通;融资融券,002242.SZ,8
17,600791,国企改革;京津冀一体化,600791.SH,2
151,920018,柔性直流输电;水利;数字经济;特高压;新能源汽车;新股与次新股;融资融券,920018.BJ,7
33,002851,第三代半导体;中国AI 50;数据中心(AIDC);芯片概念;英伟达概念;高压快充;智能电网;超级电容;小米概念;高端装备;光伏概念;充电桩;新能源汽车;高铁;储能;新型工业化;机器人概念;车联网(车路协同);风电;家用电器;智能家居;长安汽车概念;一带一路;医疗器械概念;融资融券;深股通,002851.SZ,26
33,002932,猴痘概念;流感;肝炎概念;辅助生殖;基因测序;医疗器械概念;食品安全;智能医疗;创投;专精特新;ST板块;DeepSeek概念;股权转让(并购重组),002932.SZ,13
33,002626,NMN概念;维生素;医美概念;合成生物;医药电商;跨境电商;人民币贬值受益;海峡两岸;福建自贸区;深股通;融资融券,002626.SZ,11
22,600053,ST板块;PPP概念;跨境电商;创投;人形机器人,600053.SH,5
17,601636,硅能源;建筑节能;沪股通;融资融券;芯片概念;光伏概念,601636.SH,6
33,000526,职业教育;在线教育;体育产业;人工智能;DeepSeek概念;福建自贸区;低空经济;海峡两岸;民营医院;回购增持再贷款概念;深股通,000526.SZ,11
33,002091,参股保险;国企改革;回购增持再贷款概念;固态电池;一带一路;跨境电商;人民币贬值受益;宁德时代概念;锂电池概念;高股息精选;新能源汽车;有机硅概念;超级电容;深股通;融资融券,002091.SZ,15
33,300329,托育服务;职业教育;文化传媒概念;在线教育;三胎概念;股权转让(并购重组),300329.SZ,6
33,000705,仿制药一致性评价;医药电商;流感;肝炎概念;民营医院;阿尔茨海默概念;合成生物;创新药;幽门螺杆菌概念;三胎概念;冷链物流;医疗器械概念;参股银行;共同富裕示范区;国企改革;数字经济,000705.SZ,16
17,688203,可降解塑料;专精特新;国企改革;3D打印;融资融券,688203.SH,5
33,002792,6G概念;卫星导航;F5G概念;铜缆高速连接;共封装光学(CPO);商业航天;WiFi 6;5G;毫米波雷达;汽车电子;低空经济;消费电子概念;华为概念;无人驾驶;数字乡村;人工智能;换电概念;华为汽车;粤港澳大湾区;储能;一带一路;虚拟电厂;中俄贸易概念;乡村振兴;深股通;融资融券,002792.SZ,26
17,600845,算力租赁;云计算;东数西算(算力);数据中心(AIDC);中国AI 50;AI智能体;ERP概念;车联网(车路协同);AI应用;液冷服务器;DeepSeek概念;华为概念;工业互联网;机器人概念;新型工业化;人形机器人;央企国企改革;上海自贸区;国企改革;融资融券;沪股通,600845.SH,21
33,300187,生物质能发电;医疗废物处理;PM2.5;固废处理;土壤修复;碳中和;PPP概念;风电;光伏建筑一体化;污水处理;新型城镇化;雄安新区;智能电网;充电桩;储能;AI智能体;金属回收;比亚迪概念;小金属概念,300187.SZ,19
33,001216,牙科医疗;人民币贬值受益;跨境电商;华为概念;NFT概念;特高压;消费电子概念;智能穿戴;参股银行;柔性直流输电;股权转让(并购重组),001216.SZ,11
33,000828,高股息精选;期货概念;参股券商;PPP概念;国企改革;深股通;融资融券;粤港澳大湾区;动力电池回收;充电桩;新能源汽车,000828.SZ,11
17,605116,减肥药;创新药;仿制药一致性评价;CRO概念;肝炎概念;医药电商;辅助生殖;合成生物;人民币贬值受益;量子科技;沪股通,605116.SH,11
33,001308,智能家居;MiniLED;智能医疗;虚拟现实;人民币贬值受益;小米概念;汽车电子;跨境电商;智能穿戴;空间计算;人工智能;AI眼镜;消费电子概念;专精特新;鸿蒙概念;在线教育;AI应用;OLED;抖音概念(字节概念);一带一路;同花顺出海50;深股通,001308.SZ,22
33,002120,冷链物流;统一大市场;跨境电商;智能物流;回购增持再贷款概念;乡村振兴;一带一路;AI智能体;阿里巴巴概念;抖音概念(字节概念);低空经济;无人驾驶;深股通;融资融券,002120.SZ,14
33,301170,专精特新;一带一路;新能源汽车;参股银行;燃料电池;储能;减速器;氢能源;融资融券,301170.SZ,9
17,600160,PVDF概念;氟化工概念;消毒剂;锂电池概念;煤化工概念;2025年报预增;中芯国际概念;液冷服务器;国企改革;融资融券;风电;数据中心(AIDC);碳交易;绿色电力;沪股通,600160.SH,15
17,600992,商业航天;军工;国企改革;西部大开发;国产航母;海工装备,600992.SH,6
33,001255,水利;长三角一体化;高铁;共同富裕示范区;专精特新;核电;家用电器;军工;新能源汽车;有机硅概念;比亚迪概念;光伏概念;风电;超导概念,001255.SZ,14
33,002234,养鸡;预制菜;生态农业;生物质能发电;融资融券,002234.SZ,5
33,002910,乳业;网红经济;乡村振兴;生态农业;宠物经济;西部大开发;国企改革,002910.SZ,7
33,301005,航空发动机;卫星导航;大飞机;商业航天;军工;无人机;低空经济;飞行汽车(eVTOL);专精特新;PEEK材料;机器人概念;小米概念;汽车热管理;换电概念;人形机器人;比亚迪概念;特斯拉概念;新能源汽车;小米汽车;创投;家用电器;华为汽车;智能物流;氢能源;深股通;融资融券,301005.SZ,26
33,002672,医疗废物处理;广东自贸区;固废处理;土壤修复;垃圾分类;生物质能发电;碳中和;污水处理;PPP概念;汽车拆解概念;国企改革;金属回收;磷化工;DeepSeek概念;粤港澳大湾区;金属铜;黄金概念;金属锌;氟化工概念;深股通;融资融券,002672.SZ,21
17,603499,存储芯片;芯片概念;烟草;工业互联网;2025年报预增;上海自贸区;创投;沪股通,603499.SH,8
33,300664,固废处理;垃圾分类;医疗废物处理;水利;污水处理;PPP概念;净水概念;装配式建筑;生物疫苗,300664.SZ,9
17,600403,煤炭概念;国企改革;沪股通;融资融券,600403.SH,4
17,600050,国资云;中字头股票;同花顺中特估100;央企国企改革;移动支付;国企改革;数据安全;数据要素;区块链;DeepSeek概念;云计算;阿里巴巴概念;物联网;人工智能;量子科技;一带一路;智能家居;低空经济;算力租赁;卫星导航;商业航天;数据中心(AIDC);5G;6G概念;中国AI 50;同花顺新质50;沪股通;融资融券,600050.SH,28
17,600137,西部大开发,600137.SH,1
33,301508,京津冀一体化;人工智能;国企改革;车联网(车路协同);机器人概念;小米汽车;无人驾驶;低空经济;百度概念;新能源汽车;碳中和;无人机;央企国企改革;军工;网络安全;比亚迪概念;数据安全;小米概念;氢能源;充电桩;汽车电子;深股通;融资融券;中字头股票,301508.SZ,24
17,601998,高股息精选;同花顺中特估100;证金持股;沪股通;融资融券;国企改革;中字头股票,601998.SH,7
151,920892,储能;高股息精选;AI应用;DeepSeek概念;AIGC概念;商业航天;碳交易;融资融券;数字经济;新型城镇化;粤港澳大湾区;房屋检测;一带一路;乡村振兴;低空经济;国企改革,920892.BJ,16
33,000503,DRG/DIP;家庭医生;养老概念;数据确权;AI应用;数字经济;数据要素;智能医疗;AI智能体;人工智能;国企改革;回购增持再贷款概念;央企国企改革;华为概念;深股通;融资融券,000503.SZ,16
151,920230,合成生物;维生素;专精特新;西部大开发;融资融券,920230.BJ,5
17,603209,航运概念;自由贸易港;统一大市场;一带一路;海峡两岸;数字经济;DeepSeek概念;数据要素;人工智能;AI智能体;智谱AI;沪股通,603209.SH,12
17,688629,铜缆高速连接;共封装光学(CPO);5G;数据中心(AIDC);卫星导航;高压快充;商业航天;华为概念;阿里巴巴概念;腾讯概念;无人机;军工;低空经济;比亚迪概念;核电;机器人概念;新能源汽车;高铁;西部大开发;国企改革;沪股通;融资融券,688629.SH,22
