股票代码,所属概念数量,code,所属概念,market_code
601011.SH,12,601011,煤炭概念;煤化工概念;石墨电极;碳中和;黑龙江自贸区;氢能源;石墨烯;锂电池概念;消费电子概念;AI眼镜;沪股通;融资融券,17
002090.SZ,23,002090,电力物联网;虚拟电厂;智能电网;换电概念;智慧城市;信创;光伏建筑一体化;智慧政务;安防;储能;人工智能;数字经济;垃圾分类;核电;风电;建筑节能;数据中心(AIDC);碳中和;华为概念;机器人概念;氢能源;5G;股权转让(并购重组),33
301170.SZ,9,301170,一带一路;专精特新;燃料电池;氢能源;新能源汽车;参股银行;储能;减速器;融资融券,33
300960.SZ,8,300960,高铁;电力物联网;充电桩;储能;绿色电力;芯片概念;超级电容;融资融券,33
688596.SH,17,688596,中芯国际概念;第三代半导体;存储芯片;芯片概念;光纤概念;氟化工概念;光伏概念;专精特新;锂电池概念;储能;高端装备;氢能源;磷化工;医疗器械概念;合成生物;沪股通;融资融券,17
002085.SZ,21,002085,两轮车;共同富裕示范区;独角兽概念;飞行汽车(eVTOL);航空发动机;低空经济;碳纤维;同花顺新质50;一体化压铸;华为汽车;无人机;碳中和;海工装备;特斯拉概念;新能源汽车;风电;比亚迪概念;锂电池概念;融资融券;深股通;5G,33
688275.SH,14,688275,钠离子电池;磷化工;固态电池;锂电池概念;宁德时代概念;储能;碳中和;充电桩;污水处理;比亚迪概念;新能源汽车;专精特新;沪股通;融资融券,17
600022.SH,9,600022,特钢概念;国企改革;人工智能;工业互联网;机器人概念;融资融券;核电;风电;沪股通,17
600817.SH,9,600817,高股息精选;垃圾分类;氢能源;燃料电池;换电概念;汽车热管理;无人驾驶;新能源汽车;沪股通,17
603322.SH,24,603322,算力租赁;东数西算(算力);智慧灯杆;多模态AI;快手概念;数据中心(AIDC);数据要素;智慧城市;AI视频;物联网;AIGC概念;移动支付;华为概念;AI应用;5G;DeepSeek概念;人工智能;低空经济;充电桩;粤港澳大湾区;芯片概念;智能物流;一带一路;沪股通,17
688129.SH,1,688129,融资融券,17
000686.SZ,5,000686,期货概念;证金持股;深股通;融资融券;2026中报预增,33
301130.SZ,11,301130,流感;猴痘概念;维生素;肝炎概念;细胞免疫治疗;仿制药一致性评价;三胎概念;阿尔茨海默概念;创新药;养老概念;融资融券,33
605318.SH,4,605318,长三角一体化;智能家居;装配式建筑;沪股通,17
600814.SH,7,600814,IP经济(谷子经济);体育产业;国企改革;共同富裕示范区;元宇宙;MR(混合现实);沪股通,17
002673.SZ,5,002673,期货概念;国企改革;西部大开发;深股通;融资融券,33
600322.SH,6,600322,物业管理;天津自贸区;国企改革;京津冀一体化;股权转让(并购重组);融资融券,17
002500.SZ,6,002500,证金持股;国企改革;互联网金融;创投;深股通;融资融券,33
300500.SZ,24,300500,新型城镇化;装配式建筑;建筑节能;房屋检测;雄安新区;乡村振兴;虚拟数字人;智慧城市;AIGC概念;碳中和;人工智能;数字孪生;DeepSeek概念;光伏建筑一体化;车联网(车路协同);华为昇腾;虚拟现实;华为概念;风电;储能;绿色电力;东数西算(算力);光伏概念;数据中心(AIDC),33
688648.SH,16,688648,阿里巴巴概念;抖音概念(字节概念);无人驾驶;人工智能;华为概念;无人机;拼多多概念;机器人概念;机器视觉;专精特新;智能物流;国企改革;统一大市场;沪股通;中字头股票;融资融券,17
600283.SH,20,600283,地下管网;PPP概念;新疆振兴;生物质能发电;新型城镇化;绿色电力;水利;固废处理;污水处理;净水概念;数据确权;创投;DeepSeek概念;数字经济;数字孪生;数据要素;AI智能体;人工智能;智慧城市;沪股通,17
600375.SH,7,600375,互联网金融;垃圾分类;氢能源;燃料电池;换电概念;新能源汽车;沪股通,17
688350.SH,5,688350,专精特新;盐湖提锂;氢能源;污水处理;融资融券,17
002708.SZ,20,002708,减速器;人形机器人;股权转让(并购重组);智能座舱;汽车电子;智能穿戴;消费电子概念;比亚迪概念;AI眼镜;机器人概念;新能源汽车;长安汽车概念;无人驾驶;飞行汽车(eVTOL);军工;低空经济;PCB概念;风电;国企改革;深股通,33
920039.BJ,9,920039,军工;碳交易;碳中和;区块链;人工智能;数据要素;国企改革;新型城镇化;融资融券,151
600221.SH,6,600221,自由贸易港;海南自贸区;雄安新区;融资融券;股权转让(并购重组);沪股通,17
002927.SZ,19,002927,智能电网;虚拟电厂;高压快充;腾讯概念;核电;充电桩;数据中心(AIDC);商业航天;储能;5G;军工;工业互联网;数字经济;专精特新;光伏概念;比亚迪概念;西部大开发;高铁;PCB概念,33
002160.SZ,13,002160,金属回收;国企改革;锂电池概念;宁德时代概念;固态电池;医疗器械概念;比亚迪概念;汽车热管理;新能源汽车;特斯拉概念;工业母机;深股通;融资融券,33
688028.SH,10,688028,培育钻石;OLED;芯片概念;工业母机;新能源汽车;人形机器人;核电;玻璃基板;沪股通;融资融券,17
603375.SH,11,603375,存储芯片;汽车芯片;芯片概念;PVDF概念;传感器;专精特新;比亚迪概念;低空经济;机器人概念;民爆概念;融资融券,17
601555.SH,5,601555,期货概念;国企改革;创投;沪股通;融资融券,17
600249.SH,8,600249,流感;医药电商;三胎概念;参股银行;西部大开发;国企改革;参股券商;股权转让(并购重组),17
600059.SH,7,600059,白酒概念;超级品牌;乡村振兴;跨境电商;国企改革;融资融券;沪股通,17
600741.SH,24,600741,高股息精选;证金持股;上海国企改革;参股券商;国企改革;汽车热管理;氢能源;燃料电池;小米汽车;沪股通;融资融券;无人驾驶;大飞机;新能源汽车;特斯拉概念;机器视觉;比亚迪概念;小米概念;毫米波雷达;智能座舱;储能;固态电池;汽车电子;数据中心(AIDC),17
600030.SH,7,600030,期货概念;证金持股;同花顺中特估100;同花顺漂亮100;沪股通;融资融券;2026中报预增,17
603199.SH,2,603199,旅游概念;国企改革,17
603203.SH,28,603203,先进封装;中芯国际概念;第三代半导体;OLED;存储芯片;共封装光学(CPO);PCB概念;富士康概念;苹果概念;芯片概念;消费电子概念;AI眼镜;汽车电子;液冷服务器;无线耳机;智能穿戴;机器视觉;专精特新;新型工业化;比亚迪概念;新能源汽车;机器人概念;华为概念;高端装备;宁德时代概念;工业互联网;人工智能;沪股通,17
301608.SZ,22,301608,智能家居;专精特新;智能穿戴;卫星导航;物联网;无人驾驶;消费电子概念;车联网(车路协同);汽车电子;人工智能;换电概念;蚂蚁集团概念;DeepSeek概念;移动支付;腾讯概念;智能物流;共享单车;百度概念;网约车;两轮车;深股通;融资融券,33
600906.SH,8,600906,期货概念;京津冀一体化;国企改革;雄安新区;百度概念;2026中报预增;融资融券;沪股通,17
301090.SZ,6,301090,国企改革;3D打印;风电;央企国企改革;融资融券;深股通,33
301037.SZ,2,301037,丙烯酸;融资融券,33
601311.SH,18,601311,钠离子电池;动力电池回收;氢能源;固态电池;锂电池概念;燃料电池;一带一路;创投;储能;飞行汽车(eVTOL);长安汽车概念;小米汽车;华为汽车;高股息精选;新能源汽车;比亚迪概念;沪股通;融资融券,17
603949.SH,6,603949,汽车热管理;农机;创投;专精特新;新能源汽车;军工,17
603005.SH,15,603005,先进封装;光刻机;第三代半导体;汽车芯片;芯片概念;汽车电子;消费电子概念;传感器;新能源汽车;虚拟现实;华为概念;人民币贬值受益;玻璃基板;沪股通;融资融券,17
002501.SZ,5,002501,ST板块;军工;光伏概念;新能源汽车;股权转让(并购重组),33
000936.SZ,6,000936,创投;国企改革;参股银行;参股券商;深股通;融资融券,33
300168.SZ,35,300168,DRG/DIP;家庭医生;财税数字化;在线教育;虚拟数字人;智慧政务;AI应用;互联网保险;数据要素;数字乡村;MLOps概念;华为鲲鹏;养老概念;鸿蒙概念;数字经济;华为盘古;信创;电子身份证;区块链;AI智能体;DeepSeek概念;移动支付;人工智能;智慧城市;网络安全;时空大数据;安防;乡村振兴;智能医疗;算力租赁;机器人概念;华为概念;数据中心(AIDC);深股通;融资融券,33
000919.SZ,9,000919,高压氧舱;仿制药一致性评价;民营医院;创新药;养老概念;医美概念;医疗器械概念;国企改革;创投,33
300846.SZ,34,300846,算力租赁;华为昇腾;云计算;智谱AI;东数西算(算力);数据安全;快手概念;云游戏;网络安全;信创;智慧政务;国产操作系统;数据中心(AIDC);小红书概念;百度概念;数据要素;AIGC概念;AI智能体;虚拟数字人;数字乡村;车联网(车路协同);华为概念;在线教育;DeepSeek概念;人工智能;商业航天;无人驾驶;专精特新;芯片概念;京津冀一体化;创投;一带一路;融资融券;深股通,33
600327.SH,6,600327,预制菜;三胎概念;IP经济(谷子经济);民营医院;信托概念;参股银行,17
000543.SZ,16,000543,超超临界发电;抽水蓄能;绿色电力;碳交易;风电;参股券商;天然气;新疆振兴;国企改革;参股银行;高股息精选;核电;充电桩;储能;深股通;融资融券,33
300193.SZ,3,300193,人民币贬值受益;机器人概念;高股息精选,33
603568.SH,12,603568,PPP概念;垃圾分类;固废处理;污水处理;一带一路;碳交易;生物质能发电;机器人概念;锂电池概念;金属镍;沪股通;融资融券,17
600770.SH,18,600770,数据安全;汽车芯片;芯片概念;语音技术;创投;手机游戏;人工智能;网络游戏;绿色电力;碳纤维;跨境电商;融资融券;2026中报预增;消费电子概念;汽车电子;第三代半导体;股权转让(并购重组);沪股通,17
600720.SH,29,600720,同花顺中特估100;乡村振兴;PPP概念;国企改革;新疆振兴;地下管网;新型城镇化;西部大开发;污水处理;央企国企改革;水利;一带一路;数字经济;碳中和;DeepSeek概念;数据要素;人工智能;智慧城市;智慧政务;车联网(车路协同);低空经济;机器人概念;储能;3D打印;数据中心(AIDC);沪股通;融资融券;股权转让(并购重组);中字头股票,17
002968.SZ,8,002968,物业管理;养老概念;西部大开发;智慧城市;低空经济;抖音概念(字节概念);无人机;股权转让(并购重组),33
300949.SZ,25,300949,NFT概念;虚拟数字人;IP经济(谷子经济);AIGC概念;职业教育;数据要素;体育产业;新型城镇化;元宇宙;腾讯概念;旅游概念;露营经济;人工智能;智慧城市;三胎概念;冰雪产业;时空大数据;乡村振兴;粤港澳大湾区;虚拟现实;算力租赁;低空经济;东数西算(算力);AI智能体;融资融券,33
603316.SH,14,603316,数据中心(AIDC);存储芯片;房屋检测;消费电子概念;芯片概念;水利;地下管网;新型城镇化;先进封装;碳中和;PPP概念;污水处理;共同富裕示范区;特色小镇,17
601868.SH,44,601868,虚拟电厂;风电;超超临界发电;碳交易;生物质能发电;绿色电力;柔性直流输电;光热发电;算力租赁;特高压;水泥概念;雅下水电概念;阿里巴巴概念;水利;储能;东数西算(算力);海工装备;土壤修复;核电;氢能源;AI智能体;数据中心(AIDC);民爆概念;央企国企改革;新型城镇化;一带一路;燃料电池;低空经济;高端装备;人工智能;军工;华为概念;机器人概念;国企改革;可控核聚变;参股保险;海峡两岸;同花顺中特估100;光纤概念;宁德时代概念;证金持股;中字头股票;融资融券;沪股通,17
002484.SZ,13,002484,超级电容;5G;可控核聚变;东数西算(算力);华为概念;储能;新能源汽车;人形机器人;军工;机器人概念;深股通;国企改革;融资融券,33
002722.SZ,11,002722,创投;独角兽概念;国企改革;人工智能;AIGC概念;氢能源;燃料电池;高端装备;特钢概念;语音技术;ChatGPT概念,33
002344.SZ,15,002344,网红经济;民营医院;养老概念;参股银行;跨境电商;国企改革;特色小镇;创投;长三角一体化;互联网金融;光伏建筑一体化;小红书概念;深股通;融资融券;股权转让(并购重组),33
600757.SH,10,600757,高股息精选;证金持股;IP经济(谷子经济);文化传媒概念;国企改革;托育服务;知识产权保护;在线教育;沪股通;融资融券,17
000012.SZ,13,000012,特斯拉概念;建筑节能;汽车电子;硅能源;消费电子概念;军工;光伏概念;一带一路;OLED;光伏建筑一体化;雄安新区;深股通;融资融券,33
688265.SH,2,688265,辅助生殖;融资融券,17
688330.SH,6,688330,电力物联网;智能电网;量子科技;专精特新;沪股通;融资融券,17
600229.SH,13,600229,IP经济(谷子经济);文化传媒概念;在线教育;短剧游戏;AIGC概念;数据要素;多模态AI;人工智能;国企改革;独角兽概念;虚拟现实;融资融券;沪股通,17
920183.BJ,5,920183,专精特新;消费电子概念;新股与次新股;融资融券;人民币贬值受益,151
600328.SH,12,600328,水泥概念;国企改革;西部大开发;央企国企改革;小金属概念;锂电池概念;DeepSeek概念;核电;股权转让(并购重组);中字头股票;沪股通;融资融券,17
300143.SZ,17,300143,高压氧舱;民营医院;医美概念;养老概念;医疗器械概念;脑机接口;智能医疗;创投;AI应用;人工智能;DeepSeek概念;AI智能体;物联网;机器人概念;华为概念;融资融券;深股通,33
603558.SH,7,603558,冰雪产业;足球概念;高股息精选;体育产业;光伏建筑一体化;绿色电力;人民币贬值受益,17
603329.SH,9,603329,统一大市场;自由贸易港;一带一路;国企改革;新疆振兴;上海自贸区;长三角一体化;2026中报预增;融资融券,17
002581.SZ,6,002581,ST板块;生物疫苗;肝炎概念;创新药;重组蛋白;CRO概念,33
920895.BJ,3,920895,专精特新;农机;融资融券,151
002690.SZ,13,002690,农机;医疗器械概念;智能医疗;人工智能;高股息精选;鸿蒙概念;食品安全;工业互联网;牙科医疗;机器人概念;机器视觉;深股通;融资融券,33
300525.SZ,26,300525,财税数字化;智慧政务;云计算;信创;AI应用;数据要素;AI智能体;移动支付;腾讯概念;数字货币;网络安全;数字乡村;互联网金融;数字经济;DeepSeek概念;智慧城市;人工智能;中国AI 50;华为概念;智能医疗;机器人概念;海峡两岸;福建自贸区;乡村振兴;融资融券;深股通,33
000016.SZ,26,000016,网约车;ST板块;PPP概念;智能家居;星闪概念;创投;海峡两岸;MicroLED概念;污水处理;家用电器;鸿蒙概念;工业互联网;人工智能;DeepSeek概念;智能穿戴;国企改革;MiniLED;腾讯概念;无线耳机;消费电子概念;央企国企改革;5G;PCB概念;芯片概念;存储芯片;股权转让(并购重组),33
