股票代码,所属概念,所属概念数量,code,market_code
603895.SH,华为概念;数字孪生;工业互联网;新型工业化;专精特新;机器人概念;人形机器人;长安汽车概念;新能源汽车;特斯拉概念;储能;锂电池概念;固态电池,13,603895,17
920130.BJ,AI应用;PCB概念;融资融券;网约车;专精特新;智慧城市;充电桩;安防;阿里巴巴概念;多模态AI;人工智能;AI智能体,12,920130,151
920261.BJ,融资融券;环氧丙烷;体育产业,3,920261,151
002439.SZ,数据安全;华为昇腾;华为欧拉;网络安全;华为鲲鹏;智慧政务;云计算;信创;多模态AI;东数西算(算力);电子身份证;鸿蒙概念;AI智能体;腾讯概念;数据要素;量子科技;智慧城市;DeepSeek概念;车联网(车路协同);数字货币;数字经济;跨境支付(CIPS);人工智能;智慧灯杆;物联网;军工信息化;华为概念;低空经济;6G概念;数据中心;商业航天;军民融合;工业互联网;无人机;5G;京津冀一体化;小米概念;机器人概念;AI应用;烟草;2026一季报预增;国企改革;融资融券;深股通,44,002439,33
920006.BJ,军民融合;航空发动机;专精特新;融资融券;军工;无人机;减速器,7,920006,151
920685.BJ,合成生物;基因测序;融资融券;专精特新,4,920685,151
920007.BJ,新股与次新股;融资融券;一带一路;光伏概念;人民币贬值受益,5,920007,151
920663.BJ,新能源汽车;减速器;专精特新;PEEK材料;融资融券,5,920663,151
002745.SZ,MicroLED概念;MiniLED;小米概念;智能家居;机器人概念;人工智能;粤港澳大湾区;光伏概念;人民币贬值受益;DeepSeek概念;PCB概念;储能;深股通;融资融券,14,002745,33
920837.BJ,氢能源;燃料电池;融资融券;专精特新;西部大开发;国企改革;农机,7,920837,151
688432.SH,中芯国际概念;存储芯片;芯片概念;硅能源;绿色电力;沪股通;融资融券,7,688432,17
920770.BJ,融资融券;光伏概念;绿色电力,3,920770,151
300959.SZ,拼多多概念;腾讯概念;抖音概念(字节概念);阿里巴巴概念;华为概念;快手概念;小红书概念;短剧游戏;文化传媒概念;深股通;股权转让(并购重组);融资融券,12,300959,33
920809.BJ,锂电池概念;专精特新;磷化工;宁德时代概念;储能;融资融券;西部大开发;比亚迪概念,8,920809,151
688231.SH,航空发动机;3D打印;军工;军民融合;高铁;融资融券,6,688231,17
920221.BJ,减速器;高压快充;融资融券;新能源汽车;专精特新,5,920221,151
002973.SZ,乡村振兴;垃圾分类;人工智能;DeepSeek概念;智慧城市;数字乡村;PPP概念;污水处理;碳中和;机器人概念;低空经济;医疗废物处理;绿色电力;固废处理;人形机器人;无人驾驶;深股通,17,002973,33
688567.SH,钠离子电池;动力电池回收;固态电池;两轮车;锂电池概念;人形机器人;储能;高压快充;飞行汽车(eVTOL);新能源汽车;机器人概念;低空经济;数据中心;无人机;人民币贬值受益;国企改革;沪股通;融资融券,18,688567,17
688061.SH,MCU芯片;先进封装;芯片概念;消费电子概念;小米概念;传感器;无人机;新能源汽车;机器人概念;融资融券,10,688061,17
301580.SZ,牙科医疗;3D打印;专精特新;人民币贬值受益;阿里巴巴概念;医疗器械概念;智能医疗;深股通;融资融券,9,301580,33
920184.BJ,2025年报预增;人工智能;AI智能体;鸿蒙概念;空间计算;乡村振兴;时空大数据;互联网金融;卫星导航;融资融券;数字经济;数据确权;数据要素;数字乡村;互联网保险;DeepSeek概念,16,920184,151
920174.BJ,一带一路;中俄贸易概念;股权转让(并购重组);专精特新;融资融券;雅下水电概念;水利,7,920174,151
300301.SZ,ST板块;PPP概念;跨境电商;储能;人民币贬值受益,5,300301,33
601218.SH,绿色电力;风电;海工装备;2025年报预增;金属回收;融资融券,6,601218,17
300251.SZ,短剧游戏;Sora概念(文生视频);文化传媒概念;网络游戏;虚拟数字人;IP经济(谷子经济);抖音概念(字节概念);AIGC概念;虚拟现实;DeepSeek概念;AI应用;英伟达概念;2025年报预增;深股通;融资融券,15,300251,33
300134.SZ,柔性屏(折叠屏);小米概念;智能穿戴;5G;华为手机;新型烟草(电子烟);消费电子概念;虚拟现实;新型工业化;华为概念;机器人概念;苹果概念;粤港澳大湾区;芯片概念;职业教育;6G概念;3D打印;军工;新能源汽车;创投;特斯拉概念;人工智能;空间计算;元宇宙;工业母机;在线教育;锂电池概念;云游戏;AIGC概念;氢能源;文化传媒概念;国企改革;深股通;股权转让(并购重组);融资融券,35,300134,33
301601.SZ,环氧丙烷;可降解塑料;高端装备;融资融券,4,301601,33
920527.BJ,体育产业;融资融券;专精特新,3,920527,151
920455.BJ,专精特新;融资融券,2,920455,151
300811.SZ,存储芯片;芯片概念;英伟达概念;数据中心;新能源汽车;比亚迪概念;专精特新;光伏概念;华为概念;充电桩;东数西算(算力);储能;融资融券;深股通,14,300811,33
000766.SZ,DeepSeek概念;工业大麻;民营医院;阿尔茨海默概念;参股银行;流感;肝炎概念;创新药;深股通;融资融券,10,000766,33
920808.BJ,数据中心;碳中和;抖音概念(字节概念);腾讯概念;东数西算(算力);融资融券;专精特新;液冷服务器;股权转让(并购重组),9,920808,151
300656.SZ,汽车芯片;芯片概念;第三代半导体;电子身份证;华为概念;传感器;机器视觉;人工智能;无人机;比亚迪概念;粤港澳大湾区;海峡两岸;光伏概念;储能;特高压,15,300656,33
920670.BJ,AI应用;数字孪生;AIGC概念;融资融券;专精特新;智能医疗;虚拟现实;人工智能;3D打印;AI智能体;数字经济,11,920670,151
920925.BJ,2025年报预增;融资融券;医疗器械概念;智能医疗;跨境电商;芯片概念;专精特新;人民币贬值受益,8,920925,151
920304.BJ,融资融券;光热发电;化肥;储能,4,920304,151
920163.BJ,融资融券;可降解塑料;人民币贬值受益;工业互联网;京津冀一体化,5,920163,151
920351.BJ,融资融券;一带一路;中韩自贸区;跨境电商;航运概念;统一大市场,6,920351,151
920871.BJ,消费电子概念;无人机;数据中心;3D打印;锂电池概念;融资融券;军工;风电;固态电池;海工装备,10,920871,151
920504.BJ,食品安全;医疗器械概念;融资融券,3,920504,151
920020.BJ,无人驾驶;专精特新;新股与次新股;融资融券;人民币贬值受益,5,920020,151
920033.BJ,锂电池概念;金属铜;金属镍;西部大开发;动力电池回收;融资融券;金属回收;小金属概念,8,920033,151
000782.SZ,军工,1,000782,33
920570.BJ,量子科技;高端装备;融资融券;风电;芯片概念;军工;机器人概念;光伏概念;专精特新;硅能源;核电;第三代半导体;海工装备;新型工业化;工业母机,15,920570,151
002557.SZ,乳业;农业种植;回购增持再贷款概念;深股通;融资融券,5,002557,33
300885.SZ,商业航天;卫星导航;减速器;低空经济;人形机器人;机器人概念;海峡两岸;新能源汽车;专精特新;消费电子概念;充电桩;人民币贬值受益;一带一路;深股通;融资融券,15,300885,33
603025.SH,新型工业化;芯片概念;5G;量子科技;国产操作系统;华为概念;机器人概念;工业互联网;网络安全;东数西算(算力);人工智能;华为鲲鹏;DeepSeek概念;数字经济;京津冀一体化;回购增持再贷款概念;国企改革;沪股通;融资融券,19,603025,17
301568.SZ,PCB概念;富士康概念;光刻机;5G;汽车电子;消费电子概念;芯片概念;MicroLED概念;AI眼镜;光刻胶;专精特新;机器视觉;新型工业化;比亚迪概念;高端装备;商业航天;海峡两岸;锂电池概念;福建自贸区;人工智能;多模态AI;融资融券,22,301568,33
301168.SZ,光伏概念;固态电池;绿色电力;锂电池概念;比亚迪概念;专精特新;融资融券,7,301168,33
301163.SZ,医疗器械概念;人民币贬值受益;2025年报预增;机器人概念;储能;高端装备;工业母机;风电;海工装备;融资融券,10,301163,33
603969.SH,核电;高铁;高端装备;水利;风电;一带一路;创投;京津冀一体化;储能;光伏概念;雄安新区;地下管网;新疆振兴;水泥概念;沪股通;融资融券,16,603969,17
920061.BJ,机器人概念;融资融券;宁德时代概念;专精特新;固态电池;稀土永磁;锂电池概念,7,920061,151
603516.SH,同花顺新质50;军工信息化;MR(混合现实);液冷服务器;星闪概念;芯片概念;华为概念;虚拟现实;安防;人工智能;智慧城市;2025年报预增;融资融券;沪股通,14,603516,17
300902.SZ,低空经济;长安汽车概念;飞行汽车(eVTOL);机器人概念;物联网;军工;无人机;军民融合;专精特新;海峡两岸;安防;比亚迪概念;新能源汽车;福建自贸区;一带一路;储能;数据要素;特高压;宁德时代概念;融资融券,20,300902,33
000833.SZ,化肥;磷化工;土地流转;农业种植;锂电池概念;西部大开发;国企改革;乡村振兴;广东自贸区;TOPCON电池;光伏概念;2025年报预增;2026一季报预增;粤港澳大湾区;深股通,15,000833,33
600791.SH,国企改革;京津冀一体化,2,600791,17
920019.BJ,民爆概念;人民币贬值受益;一带一路;融资融券;国企改革,5,920019,151
003043.SZ,光刻机;芯片概念;专精特新;高铁;高端装备;固态电池;智能电网;储能;智能物流;数字经济;医疗器械概念;深股通;股权转让(并购重组),13,003043,33
301079.SZ,商业航天;军工;海工装备;核电;高铁;水利;机器人概念;专精特新;比亚迪概念;抽水蓄能;风电;一带一路;锂电池概念;股权转让(并购重组);融资融券,15,301079,33
920208.BJ,高股息精选;AI应用;小米概念;雅下水电概念;乡村振兴;水利;一带一路;人工智能;军工;化债概念(AMC概念);融资融券;DeepSeek概念;新型城镇化;雄安新区;AI智能体,15,920208,151
688273.SH,脑机接口;AI智能体;DeepSeek概念;人工智能;智能医疗;机器人概念;专精特新;医美概念;医疗器械概念;三胎概念;辅助生殖;融资融券,12,688273,17
920245.BJ,中俄贸易概念;专精特新;融资融券,3,920245,151
920735.BJ,流感;融资融券;仿制药一致性评价;减肥药;创新药,5,920735,151
000060.SZ,金属锌;金属铅;金属铜;黄金概念;小金属概念;金属钴;金属镍;金属回收;国企改革;期货概念;DeepSeek概念;深股通;融资融券,13,000060,33
920270.BJ,特斯拉概念;人民币贬值受益;军工;机器人概念;专精特新;融资融券,6,920270,151
920076.BJ,锂电池概念;钠离子电池;专精特新;新股与次新股;融资融券,5,920076,151
920021.BJ,京津冀一体化;先进封装;AI应用;6G概念;卫星导航;冰雪产业;体育产业;商业航天;虚拟数字人;Sora概念(文生视频);毫米波雷达;知识产权保护;足球概念;智能穿戴;芯片概念;短剧游戏;腾讯概念;文化传媒概念;融资融券;人工智能;低空经济;AIGC概念;军工;5G;军民融合;DeepSeek概念;AI智能体,27,920021,151
605007.SH,共同富裕示范区;海峡两岸;沪股通,3,605007,17
002497.SZ,固态电池;锂电池概念;宁德时代概念;民爆概念;特斯拉概念;比亚迪概念;2025年报预增;西部大开发;雅下水电概念;工业互联网;机器人概念;军工;深股通;军民融合;融资融券,15,002497,33
603308.SH,航空发动机;可控核聚变;3D打印;核电;高端装备;海工装备;大飞机;无人机;军工;工业互联网;商业航天;风电;核污染防治;一带一路;参股银行;沪股通;融资融券,17,603308,17
300432.SZ,盐湖提锂;锂电池概念;宁德时代概念;储能;长安汽车概念;比亚迪概念;磷化工;人形机器人;减速器;新能源汽车;小米概念;机器人概念;汽车热管理;华为概念;华为汽车;军工;低空经济;小米汽车;西部大开发;深股通;股权转让(并购重组);融资融券,22,300432,33
002314.SZ,物业管理;国企改革;统一大市场;跨境电商;冷链物流;绿色电力;粤港澳大湾区;智能物流;一带一路;车联网(车路协同);天然气;专精特新;储能;国产航母;海工装备;深股通,16,002314,33
300346.SZ,光刻胶;中芯国际概念;国家大基金持股;存储芯片;OLED;芯片概念;氟化工概念;光伏概念;专精特新;华为概念;长三角一体化;磷化工;融资融券;深股通,14,300346,33
301629.SZ,存储芯片;芯片概念;专精特新;比亚迪概念;机器视觉;华为概念;深股通;融资融券,8,301629,33
300522.SZ,染料;光刻胶;PCB概念;石墨烯;固态电池;5G;储能;股权转让(并购重组),8,300522,33
300706.SZ,OLED;第三代半导体;存储芯片;PET铜箔;芯片概念;消费电子概念;钙钛矿电池;小金属概念;超导概念;HJT电池;专精特新;光伏概念;海峡两岸;福建自贸区;钒电池;深股通,16,300706,33
600392.SH,稀土永磁;小金属概念;苹果概念;2025年报预增;西部大开发;国企改革;参股保险;沪股通;融资融券,9,600392,17
920790.BJ,AI应用;数据要素;人民币贬值受益;水利;电力物联网;手机游戏;智慧城市;互联网金融;数字乡村;车联网(车路协同);云办公;融资融券;储能;DeepSeek概念;乡村振兴,15,920790,151
920199.BJ,家用电器;医疗器械概念;IP经济(谷子经济);体育产业;智能医疗;机器人概念;西部大开发;脑机接口;融资融券;人民币贬值受益;鸿蒙概念;人工智能;高压氧舱,13,920199,151
600595.SH,煤炭概念;超导概念;风电;2025年报预增;融资融券;沪股通,6,600595,17
688385.SH,英伟达概念;汽车芯片;MCU芯片;东数西算(算力);芯片概念;无线充电;存储芯片;人工智能;融资融券;沪股通,10,688385,17
920832.BJ,环氧丙烷;氢能源;融资融券;煤化工概念,4,920832,151
600191.SH,粮食概念;代糖概念;2025年报预增;西部大开发;参股银行;参股券商;股权转让(并购重组),7,600191,17
920160.BJ,专精特新;高端装备;新股与次新股;融资融券;国企改革;央企国企改革,6,920160,151
300424.SZ,成飞概念;军民融合;大飞机;航空发动机;军工;无人机;低空经济;传感器;虚拟现实;人民币贬值受益;股权转让(并购重组),11,300424,33
300890.SZ,钠离子电池;固态电池;石墨电极;锂电池概念;宁德时代概念;石墨烯;硅能源;比亚迪概念;特斯拉概念;储能;新能源汽车;融资融券,12,300890,33
688536.SH,汽车芯片;MCU芯片;共封装光学(CPO);芯片概念;智能座舱;传感器;5G;人形机器人;专精特新;机器人概念;安防;无人机;储能;股权转让(并购重组);沪股通;融资融券,16,688536,17
300395.SZ,PCB概念;OLED;5G;芯片概念;光伏概念;同花顺新质50;融资融券;深股通,8,300395,33
002424.SZ,ST板块;西部大开发;仿制药一致性评价;乡村振兴;民营医院;参股银行;流感;创新药;肝炎概念;医疗器械概念;智能医疗;腾讯概念,12,002424,33
