股票代码,code,所属概念数量,所属概念,market_code
300409.SZ,300409,29,钠离子电池;金属钴;动力电池回收;金属镍;石墨电极;固态电池;宁德时代概念;小金属概念;金属铜;锂电池概念;脑机接口;石墨烯;燃料电池;2025年报预增;比亚迪概念;人民币贬值受益;人形机器人;氢能源;人工智能;机器人概念;新能源汽车;粤港澳大湾区;数据中心(AIDC);东数西算(算力);硅能源;消费电子概念;芯片概念;深股通;融资融券,33
300739.SZ,300739,18,PCB概念;共封装光学(CPO);MiniLED;先进封装;6G概念;5G;芯片概念;数据中心(AIDC);无人机;新能源汽车;东数西算(算力);储能;2025年报预增;机器人概念;粤港澳大湾区;人民币贬值受益;深股通;融资融券,33
002805.SZ,002805,10,磷化工;钠离子电池;固态电池;锂电池概念;宁德时代概念;储能;比亚迪概念;专精特新;深股通;融资融券,33
002916.SZ,002916,18,PCB概念;先进封装;存储芯片;富士康概念;国家大基金持股;苹果概念;汽车电子;5G;芯片概念;数据中心(AIDC);新能源汽车;华为概念;2025年报预增;深股通;粤港澳大湾区;央企国企改革;国企改革;融资融券,33
688759.SH,688759,7,细胞免疫治疗;减肥药;创新药;注册制次新股;科创次新股;新股与次新股;融资融券,17
002605.SZ,002605,17,IP经济(谷子经济);网络游戏;手机游戏;文化传媒概念;短剧游戏;网红经济;体育产业;AIGC概念;AI应用;小红书概念;独角兽概念;细胞免疫治疗;腾讯概念;创投;抖音概念(字节概念);长三角一体化;深股通,33
603588.SH,603588,16,金属铅;黄金概念;金属镍;金属铜;金属回收;小金属概念;2025年报预增;固废处理;土壤修复;一带一路;污水处理;垃圾分类;生物质能发电;PPP概念;沪股通;融资融券,17
000901.SZ,000901,28,军民融合;军工;卫星导航;商业航天;无人机;数字孪生;车联网(车路协同);智慧城市;工业互联网;京津冀一体化;中俄贸易概念;物联网;一带一路;无人驾驶;智能物流;新能源汽车;智能电网;黑龙江自贸区;传感器;2025年报预增;人民币贬值受益;央企国企改革;国企改革;智能座舱;汽车电子;俄乌冲突概念;深股通;融资融券,33
000733.SZ,000733,23,超级电容;共封装光学(CPO);第三代半导体;芯片概念;数据中心(AIDC);卫星导航;商业航天;华为概念;比亚迪概念;新能源汽车;储能;军工;低空经济;大飞机;军民融合;锂电池概念;飞行汽车(eVTOL);深股通;央企国企改革;国企改革;西部大开发;参股券商;融资融券,33
688699.SH,688699,6,先进封装;芯片概念;MiniLED;专精特新;沪股通;融资融券,17
000933.SZ,000933,9,俄乌冲突概念;煤炭概念;国企改革;2026一季报预增;锂电池概念;宁德时代概念;深股通;风电;融资融券,33
300975.SZ,300975,31,存储芯片;MCU芯片;汽车芯片;消费电子概念;AI眼镜;汽车电子;液冷服务器;毫米波雷达;芯片概念;东数西算(算力);数据中心(AIDC);物联网;抖音概念(字节概念);比亚迪概念;宁德时代概念;百度概念;新能源汽车;无人机;海峡两岸;机器人概念;低空经济;飞行汽车(eVTOL);2025年报预增;智能物流;创投;一带一路;跨境电商;统一大市场;超级电容;深股通;融资融券,33
688185.SH,688185,9,猴痘概念;生物疫苗;CRO概念;流感;合成生物;三胎概念;京津冀一体化;沪股通;融资融券,17
300057.SZ,300057,20,PET铜箔;钠离子电池;固态电池;锂电池概念;宁德时代概念;建筑节能;柔性屏(折叠屏);AI智能体;超级电容;比亚迪概念;华为概念;DeepSeek概念;小米概念;虚拟数字人;储能;新能源汽车;光伏概念;OLED;深股通;融资融券,33
605168.SH,605168,21,算力租赁;小红书概念;Web3.0;抖音概念(字节概念);多模态AI;AIGC概念;东数西算(算力);文化传媒概念;腾讯概念;AI智能体;ChatGPT概念;数据要素;体育产业;AI应用;人工智能;低空经济;无人机;西部大开发;参股券商;融资融券;沪股通,17
002870.SZ,002870,21,芯片概念;智能座舱;特斯拉概念;汽车电子;人形机器人;比亚迪概念;华为汽车;新能源汽车;机器人概念;飞行汽车(eVTOL);低空经济;长安汽车概念;人民币贬值受益;信创;人工智能;高压快充;充电桩;数字经济;跨境电商;三胎概念;深股通,33
002294.SZ,002294,7,减肥药;创新药;仿制药一致性评价;医疗器械概念;参股保险;深股通;融资融券,33
603345.SH,603345,5,预制菜;福建自贸区;海峡两岸;沪股通;融资融券,17
002317.SZ,002317,20,禽流感;猴痘概念;减肥药;幽门螺杆菌概念;肝炎概念;流感;辅助生殖;仿制药一致性评价;创新药;医药电商;眼科医疗;维生素;NMN概念;智能医疗;医疗器械概念;养老概念;数字经济;粤港澳大湾区;深股通;融资融券,33
300780.SZ,300780,21,工业母机;减速器;机器视觉;新型工业化;云计算;专精特新;机器人概念;AIGC概念;物联网;商业航天;军民融合;军工;低空经济;工业互联网;比亚迪概念;中俄贸易概念;农机;3D打印;新能源汽车;跨境电商;西部大开发,33
600115.SH,600115,9,跨境电商;大飞机;央企国企改革;国企改革;同花顺中特估100;3D打印;沪股通;融资融券;中字头股票,17
002393.SZ,002393,15,阿尔茨海默概念;仿制药一致性评价;创新药;肝炎概念;维生素;流感;合成生物;京津冀一体化;国企改革;短剧游戏;2025年报预增;专精特新;核污染防治;融资融券;深股通,33
002815.SZ,002815,31,PCB概念;共封装光学(CPO);先进封装;华为手机;AI PC;汽车电子;5G;毫米波雷达;消费电子概念;芯片概念;6G概念;柔性屏(折叠屏);传感器;数据中心(AIDC);商业航天;东数西算(算力);华为概念;比亚迪概念;无人驾驶;无人机;特斯拉概念;人形机器人;军工;机器人概念;粤港澳大湾区;抖音概念(字节概念);阿里巴巴概念;腾讯概念;百度概念;一带一路;深股通,33
002237.SZ,002237,11,金属铅;金属锌;金属铜;黄金概念;小金属概念;金属回收;磷化工;化肥;国企改革;深股通;融资融券,33
688035.SH,688035,32,存储芯片;国家大基金持股;先进封装;芯片概念;PCB概念;柔性屏(折叠屏);苹果概念;消费电子概念;有机硅概念;液冷服务器;HJT电池;智能穿戴;无线耳机;MR(混合现实);TOPCON电池;小米概念;光伏概念;数据中心(AIDC);专精特新;华为概念;石墨烯;固态电池;锂电池概念;宁德时代概念;新能源汽车;高端装备;储能;机器人概念;人形机器人;高铁;沪股通;融资融券,17
600358.SH,600358,15,露营经济;网红经济;网络游戏;快手概念;文化传媒概念;体育产业;小红书概念;跨境电商;国企改革;旅游概念;电子竞技;虚拟现实;腾讯概念;股权转让(并购重组);摘帽,17
003033.SZ,003033,8,人形机器人;长安汽车概念;比亚迪概念;机器人概念;农机;数字经济;专精特新;深股通,33
300337.SZ,300337,24,航空发动机;商业航天;大飞机;国产航母;军工;核污染防治;3D打印;高铁;海工装备;专精特新;比亚迪概念;小米概念;消费电子概念;华为概念;宁德时代概念;新能源汽车;特斯拉概念;华为手机;富士康概念;汽车热管理;牙科医疗;医疗器械概念;深股通;融资融券,33
688509.SH,688509,22,华为欧拉;信创;时空大数据;数据要素;智慧城市;物联网;军工信息化;华为概念;无人机;数字经济;数字乡村;人工智能;低空经济;卫星导航;DeepSeek概念;空间计算;地下管网;PPP概念;国企改革;央企国企改革;碳交易;融资融券,17
603162.SH,603162,6,航运概念;统一大市场;福建自贸区;海峡两岸;人民币贬值受益;沪股通,17
300983.SZ,300983,3,新型城镇化;深股通;融资融券,33
000977.SZ,000977,24,中国AI 50;算力租赁;东数西算(算力);数据中心(AIDC);液冷服务器;云计算;国产操作系统;英伟达概念;国资云;信创;抖音概念(字节概念);百度概念;腾讯概念;智慧城市;车联网(车路协同);元宇宙;AIGC概念;DeepSeek概念;人工智能;无人驾驶;水利;国企改革;深股通;融资融券,33
300656.SZ,300656,15,汽车芯片;第三代半导体;芯片概念;传感器;光伏概念;华为概念;比亚迪概念;机器视觉;特高压;无人机;电子身份证;粤港澳大湾区;海峡两岸;储能;人工智能,33
300672.SZ,300672,21,国家大基金持股;存储芯片;汽车芯片;WiFi 6;芯片概念;智能座舱;星闪概念;卫星导航;东数西算(算力);机器视觉;虚拟现实;专精特新;物联网;无人驾驶;机器人概念;车联网(车路协同);人工智能;鸿蒙概念;深股通;股权转让(并购重组);融资融券,33
688316.SH,688316,19,算力租赁;云计算;智谱AI;华为欧拉;东数西算(算力);华为鲲鹏;网络安全;信创;智慧政务;数据中心(AIDC);英伟达概念;物联网;华为概念;数字经济;DeepSeek概念;互联网金融;低空经济;无人驾驶;融资融券,17
688017.SH,688017,10,减速器;人形机器人;新型工业化;同花顺新质50;机器人概念;专精特新;中国AI 50;2025年报预增;沪股通;融资融券,17
603132.SH,603132,7,金属锌;金属铅;黄金概念;小金属概念;西部大开发;专精特新;沪股通,17
300562.SZ,300562,16,三胎概念;养老概念;无人零售;体育产业;医疗器械概念;智能医疗;血氧仪;AI应用;人工智能;区块链;人民币贬值受益;华为概念;传感器;智能穿戴;无线耳机;芯片概念,33
600378.SH,600378,29,氟化工概念;PVDF概念;中芯国际概念;磷化工;PCB概念;俄乌冲突概念;芯片概念;煤化工概念;2026一季报预增;固态电池;锂电池概念;页岩气;钠离子电池;液冷服务器;燃料电池;氢能源;新能源汽车;西部大开发;国企改革;商业航天;军工;碳中和;国产航母;央企国企改革;大飞机;碳交易;股权转让(并购重组);沪股通;融资融券,17
000547.SZ,000547,33,军工信息化;军民融合;卫星导航;商业航天;军工;无人机;低空经济;海工装备;网络安全;安防;华为鲲鹏;信创;数据安全;智慧政务;华为欧拉;人工智能;数字经济;多模态AI;福建自贸区;DeepSeek概念;元宇宙;海峡两岸;华为概念;乡村振兴;虚拟现实;央企国企改革;国企改革;5G;风电;MR(混合现实);芯片概念;深股通;融资融券,33
002079.SZ,002079,27,BC电池;HJT电池;TOPCON电池;钙钛矿电池;汽车芯片;第三代半导体;先进封装;芯片概念;光伏概念;消费电子概念;无线耳机;智能穿戴;苹果概念;汽车电子;小米概念;5G;比亚迪概念;传感器;储能;虚拟现实;华为概念;人形机器人;物联网;机器人概念;深股通;融资融券;股权转让(并购重组),33
603610.SH,603610,10,传感器;智能家居;人民币贬值受益;脑机接口;三胎概念;养老概念;人工智能;鸿蒙概念;AI智能体;沪股通,17
301171.SZ,301171,33,快手概念;小红书概念;AI视频;智谱AI;拼多多概念;华为盘古;短剧游戏;多模态AI;ChatGPT概念;抖音概念(字节概念);AIGC概念;虚拟数字人;云计算;百度概念;阿里巴巴概念;腾讯概念;AI应用;数据要素;文化传媒概念;AI智能体;移动支付;独角兽概念;DeepSeek概念;人工智能;跨境支付(CIPS);华为概念;跨境电商;小米概念;创投;人民币贬值受益;西部大开发;深股通;融资融券,33
002993.SZ,002993,22,第三代半导体;苹果概念;无线充电;消费电子概念;AI眼镜;汽车电子;AI PC;数据中心(AIDC);小米概念;光伏概念;专精特新;新能源汽车;华为概念;储能;充电桩;机器人概念;广东自贸区;一带一路;露营经济;跨境电商;网红经济;深股通,33
688205.SH,688205,10,共封装光学(CPO);光纤概念;F5G概念;芯片概念;5G;数据中心(AIDC);东数西算(算力);专精特新;沪股通;融资融券,17
688582.SH,688582,10,商业航天;芯片概念;传感器;无人驾驶;专精特新;低空经济;机器人概念;股权转让(并购重组);沪股通;融资融券,17
600595.SH,600595,6,煤炭概念;2025年报预增;超导概念;风电;融资融券;沪股通,17
688777.SH,688777,33,新型工业化;华为鲲鹏;人形机器人;数字孪生;信创;AIGC概念;AI智能体;大飞机;数据安全;AI应用;数据要素;网络安全;航空发动机;鸿蒙概念;传感器;机器人概念;国产操作系统;工业互联网;智慧城市;华为概念;人工智能;智能物流;DeepSeek概念;宁德时代概念;海工装备;创投;核电;共同富裕示范区;一带一路;碳中和;碳交易;沪股通;融资融券,17
002179.SZ,002179,39,铜缆高速连接;芯片概念;光纤概念;共封装光学(CPO);6G概念;液冷服务器;5G;光伏概念;可控核聚变;卫星导航;高压快充;商业航天;比亚迪概念;数据中心(AIDC);专精特新;新能源汽车;储能;量子科技;充电桩;成飞概念;东数西算(算力);无人机;华为概念;特斯拉概念;大飞机;军工;换电概念;无人驾驶;国产航母;低空经济;军民融合;智能电网;核电;机器人概念;车联网(车路协同);国企改革;深股通;融资融券;中字头股票,33
002149.SZ,002149,21,航空发动机;卫星导航;商业航天;可控核聚变;超导概念;军工;柔性屏(折叠屏);核电;海工装备;5G;专精特新;燃料电池;小金属概念;氢能源;医疗器械概念;俄乌冲突概念;西部大开发;国企改革;锂电池概念;深股通;融资融券,33
002865.SZ,002865,8,钙钛矿电池;TOPCON电池;BC电池;商业航天;光伏概念;海南自贸区;融资融券;深股通,33
001368.SZ,001368,17,露营经济;冰雪产业;三胎概念;体育产业;足球概念;中俄贸易概念;宠物经济;一带一路;医疗器械概念;福建自贸区;人工智能;人民币贬值受益;海峡两岸;高股息精选;多模态AI;3D打印;新型烟草(电子烟),33
000301.SZ,000301,10,环氧丙烷;POE胶膜;煤化工概念;碳纤维;同花顺漂亮100;锂电池概念;工业互联网;光伏概念;深股通;融资融券,33
300677.SZ,300677,8,养老概念;医疗器械概念;跨境电商;创投;智能医疗;人民币贬值受益;融资融券;深股通,33
688269.SH,688269,8,金属回收;燃料电池;专精特新;氢能源;西部大开发;国企改革;沪股通;融资融券,17
300184.SZ,300184,38,华为海思概念股;存储芯片;PCB概念;汽车芯片;第三代半导体;MCU芯片;OLED;6G概念;5G;液冷服务器;芯片概念;消费电子概念;汽车电子;无线耳机;智能穿戴;数据中心(AIDC);传感器;小米概念;星闪概念;华为概念;光伏概念;物联网;比亚迪概念;智能电网;ETC;电力物联网;车联网(车路协同);腾讯概念;储能;特斯拉概念;机器人概念;2025年报预增;智能家居;人工智能;独角兽概念;跨境电商;融资融券;深股通,33
688458.SH,688458,15,汽车芯片;MCU芯片;芯片概念;消费电子概念;AI眼镜;无线充电;传感器;AI手机;专精特新;汽车电子;小米概念;机器人概念;人形机器人;特斯拉概念;融资融券,17
