所属概念,market_code,code,所属概念数量,股票代码
绿色电力;风电;国企改革;充电桩;西部大开发;央企国企改革;光伏概念;沪股通;融资融券,17,600505,9,600505.SH
参股券商;上海国企改革;国企改革;IP经济(谷子经济);创投;沪股通;融资融券;阿里巴巴概念;华为概念;AI眼镜,17,600827,10,600827.SH
芯片概念;中芯国际概念;人民币贬值受益;工业互联网;房屋检测;国企改革;智慧城市;央企国企改革;沪股通;股权转让(并购重组),17,600962,10,600962.SH
草甘膦;磷化工;乡村振兴;2025年报预增;融资融券;沪股通,17,600389,6,600389.SH
新型城镇化;乡村振兴;雄安新区;PPP概念;水利;京津冀一体化,17,603176,6,603176.SH
碳中和;三胎概念;碳交易;土地流转;乡村振兴;2025年报预增;国企改革;白酒概念;沪股通,17,600189,9,600189.SH
军工信息化;军民融合;卫星导航;商业航天;军工;大飞机;无人机;6G概念;高铁;DeepSeek概念;京津冀一体化;一带一路;国企改革;回购增持再贷款概念;融资融券;沪股通,17,603712,16,603712.SH
新型烟草(电子烟);汽车电子;比亚迪概念;消费电子概念;无线耳机;新能源汽车;机器人概念;储能;智能家居;家用电器;粤港澳大湾区;充电桩;物联网;露营经济;净水概念;医疗器械概念;深股通;融资融券,33,300916,18,300916.SZ
文化传媒概念;NFT概念;高股息精选;IP经济(谷子经济);知识产权保护;体育产业;AI应用;虚拟数字人;职业教育;AIGC概念;数据确权;元宇宙;区块链;DeepSeek概念;国企改革;数字经济;百度概念;人工智能;西部大开发;独角兽概念;华为概念;沪股通,17,601811,22,601811.SH
中船系;军民融合;国企改革;央企国企改革;ST板块;核污染防治;军工;海工装备;机器人概念;核电;新型工业化;人工智能;2025年报预增,33,300527,13,300527.SZ
MCU芯片;存储芯片;中芯国际概念;汽车芯片;智能座舱;芯片概念;小米概念;AI眼镜;智能穿戴;汽车电子;EDR概念;机器视觉;无人驾驶;车联网(车路协同);华为概念;机器人概念;物联网;长安汽车概念;虚拟现实;东数西算(算力);智能家居;百度概念;腾讯概念;2025年报预增;阿里巴巴概念;人工智能;家用电器;DeepSeek概念;创投;横琴新区;2026一季报预增;深股通;融资融券,33,300458,33,300458.SZ
AIGC概念;知识产权保护;AI智能体;人工智能;多模态AI;跨境电商;DeepSeek概念;创投;粤港澳大湾区;智能物流;人民币贬值受益;2025年报预增;深股通;融资融券,33,301558,14,301558.SZ
超级品牌;证金持股;同花顺漂亮100;肝炎概念;创新药;沪股通;融资融券;国企改革;海峡两岸;专精特新,17,600436,10,600436.SH
航空发动机;商业航天;卫星导航;可控核聚变;军工;超导概念;核电;海工装备;5G;柔性屏(折叠屏);专精特新;小金属概念;西部大开发;燃料电池;医疗器械概念;氢能源;国企改革;俄乌冲突概念;深股通;融资融券,33,002149,20,002149.SZ
磷化工;石墨电极;金属回收;钠离子电池;锂电池概念;固态电池;动力电池回收;光刻胶;宁德时代概念;储能;新能源汽车;深股通;融资融券,33,002455,13,002455.SZ
ST板块;海南自贸区;参股券商;农业种植;化债概念(AMC概念);乡村振兴;创投;网红经济;旅游概念;网络游戏;区块链;数字经济;人工智能;手机游戏;文化传媒概念;信创;抖音概念(字节概念),33,000793,17,000793.SZ
专精特新;一带一路;沪股通,17,605183,3,605183.SH
化肥;光刻胶;消毒剂;净水概念;光伏概念;污水处理;西部大开发;专精特新;芯片概念;深股通;融资融券,33,301256,11,301256.SZ
PPP概念;绿色电力;参股银行;污水处理;国企改革;水利;智慧城市;沪股通;融资融券,17,601199,9,601199.SH
仿制药一致性评价;医药电商;创新药;肝炎概念;重组蛋白;生物疫苗;工业大麻;智能医疗;国企改革;央企国企改革;沪股通;融资融券;股权转让(并购重组),17,600535,13,600535.SH
OLED;光刻胶;人民币贬值受益;钙钛矿电池;国企改革;西部大开发;乡村振兴;减肥药;创新药;股权转让(并购重组);沪股通;融资融券,17,688550,12,688550.SH
医疗器械概念;专精特新;沪股通;融资融券,17,688016,4,688016.SH
国家大基金持股;MCU芯片;存储芯片;科创次新股;芯片概念;注册制次新股;西部大开发;新股与次新股;融资融券,17,688783,9,688783.SH
养老概念;跨境电商;脑机接口;鸿蒙概念;智能医疗;人工智能;DeepSeek概念;Web3.0;阿里巴巴概念;虚拟现实;机器人概念;人民币贬值受益;专精特新;小米概念;长三角一体化;沪股通,17,603579,16,603579.SH
煤炭概念;超超临界发电;高股息精选;国企改革;西部大开发;回购增持再贷款概念;充电桩;换电概念;深股通;融资融券,33,001286,10,001286.SZ
Sora概念(文生视频);短剧游戏;AI语料;快手概念;文化传媒概念;虚拟数字人;AIGC概念;ChatGPT概念;NFT概念;抖音概念(字节概念);多模态AI;华为盘古;在线教育;腾讯概念;华为昇腾;百度概念;阿里巴巴概念;AI智能体;元宇宙;数据要素;IP经济(谷子经济);AI应用;虚拟现实;DeepSeek概念;数字经济;人工智能;华为概念;军工信息化;小米概念;深股通;融资融券,33,300182,31,300182.SZ
煤炭概念;超超临界发电;绿色电力;风电;国企改革;西部大开发;回购增持再贷款概念;参股券商;沪股通;融资融券;2025年报预增,17,600395,11,600395.SH
股权转让(并购重组);生态农业;医疗废物处理;绿色电力;汽车拆解概念;土壤修复;京津冀一体化;PPP概念;乡村振兴;雄安新区;固废处理;风电;污水处理;储能;国企改革;新型城镇化;水利;金属回收;深股通;摘帽,33,002310,20,002310.SZ
ST板块;医疗器械概念;三胎概念;机器人概念;光伏概念;TOPCON电池;区块链;硅能源;人工智能;IP经济(谷子经济),22,603398,10,603398.SH
中俄贸易概念;创投;一带一路;黑龙江自贸区;国企改革;回购增持再贷款概念;核电;超超临界发电,17,600202,8,600202.SH
特钢概念;煤化工概念;国企改革;央企国企改革;绿色电力;深股通;融资融券,33,000761,7,000761.SZ
高股息精选;共同富裕示范区;融资融券;沪股通,17,601916,4,601916.SH
碳交易;超超临界发电;生物质能发电;虚拟电厂;绿色电力;水泥概念;光热发电;风电;柔性直流输电;土壤修复;氢能源;特高压;储能;新型城镇化;同花顺中特估100;雅下水电概念;水利;央企国企改革;燃料电池;国企改革;参股保险;核电;证金持股;一带一路;民爆概念;数据中心;算力租赁;宁德时代概念;东数西算(算力);可控核聚变;海工装备;华为概念;机器人概念;高端装备;光纤概念;阿里巴巴概念;低空经济;人工智能;AI智能体;军工;中字头股票;融资融券;沪股通,17,601868,43,601868.SH
同花顺中特估100;证金持股;同花顺漂亮100;沪股通;融资融券;绿色电力;参股银行;央企国企改革;国企改革;水利;创投;核电;储能,17,600900,13,600900.SH
深股通,33,002991,1,002991.SZ
物业管理;民营医院;养老概念;智能物流;储能;光伏概念;HJT电池;融资融券,17,600620,8,600620.SH
物业管理;粤港澳大湾区;深股通;融资融券,33,000042,4,000042.SZ
页岩气;天然气;中俄贸易概念;氢能源;海工装备;燃料电池;商业航天;储能;芯片概念,33,300228,9,300228.SZ
国产航母;大飞机;军民融合;军工;无人机;商业航天;低空经济;央企国企改革;国企改革;西部大开发;证金持股;深股通;融资融券;中字头股票,33,000768,14,000768.SZ
跨境电商;鸿蒙概念;智能家居;DeepSeek概念;人工智能;物联网;华为概念;深股通,33,001323,8,001323.SZ
高股息精选;绿色电力;医疗废物处理;煤化工概念;PPP概念;国企改革;固废处理;地下管网;土壤修复;乡村振兴;污水处理;净水概念;垃圾分类;雄安新区;新型城镇化;京津冀一体化;沪股通;融资融券;DeepSeek概念;智慧城市;人工智能;机器人概念,17,600008,22,600008.SH
创新药;人民币贬值受益,33,300575,2,300575.SZ
小米概念;融资融券;家用电器;华为概念;粤港澳大湾区,151,920768,5,920768.BJ
冷链物流;氢能源;高端装备;统一大市场;人民币贬值受益;智能物流;新能源汽车;无人驾驶;华为概念;融资融券;深股通,33,301039,11,301039.SZ
化肥;供销社;粮食概念;玉米;磷化工;土地流转;农村电商;农业种植;煤化工概念;染料;民爆概念;乡村振兴;维生素;建筑节能;装配式建筑;统一大市场;毛发医疗;生物质能发电;医美概念;创投;数字乡村;互联网金融;光伏概念;融资融券;深股通,33,002556,25,002556.SZ
算力租赁;云计算;东数西算(算力);信创;智慧政务;AI智能体;阿里巴巴概念;数据要素;鸿蒙概念;星闪概念;车联网(车路协同);数据中心;存储芯片;华为概念;智慧城市;物联网;5G;人工智能;电力物联网;专精特新;机器人概念;低空经济;粤港澳大湾区;无人机;比亚迪概念;水利;智能电网;沪股通;融资融券,17,688159,29,688159.SH
锂电池概念,17,603937,1,603937.SH
光热发电;光伏概念;风电;高端装备;核电;氢能源;一带一路;军工;碳中和;海工装备;上海国企改革;军民融合;国企改革;煤化工概念;深股通,33,002564,15,002564.SZ
PCB概念;毫米波雷达;5G;芯片概念;消费电子概念;专精特新;卫星导航;无人驾驶;华为概念;储能;融资融券,33,300936,11,300936.SZ
沪股通,17,605377,1,605377.SH
储能;农机;长安汽车概念;新能源汽车;汽车电子;智能座舱;乡村振兴;国企改革,17,603701,8,603701.SH
物业管理;绿色电力;风电;回购增持再贷款概念;储能;证金持股;深股通;融资融券,33,000631,8,000631.SZ
装配式建筑;长安汽车概念;新能源汽车;比亚迪概念;专精特新;机器人概念;创投,17,603725,7,603725.SH
WiFi 6;虚拟现实;机器视觉;芯片概念;华为概念;苹果概念;新型工业化;数字孪生;军工;工业互联网;股权转让(并购重组);融资融券,17,688115,12,688115.SH
养鸡;高股息精选;超级品牌;猪肉;预制菜;证金持股;人造肉;统一大市场;深股通;融资融券,33,000895,10,000895.SZ
手机游戏;网络游戏;IP经济(谷子经济);福建自贸区;海峡两岸;2025年报预增;沪股通;2026一季报预增;融资融券,17,603444,9,603444.SH
参股银行;地下管网;冰雪产业;国企改革;乡村振兴;黑龙江自贸区;旅游概念;污水处理;绿色电力;水利;DeepSeek概念;风电;石墨烯;石墨电极;宁德时代概念,17,601188,15,601188.SH
天然气;新疆振兴;西部大开发,33,002700,3,002700.SZ
磷化工;钛白粉概念;水泥概念;煤炭概念;锂电池概念;固态电池;氢能源;西部大开发;绿色电力;国企改革;回购增持再贷款概念;宁德时代概念;储能;融资融券;深股通,33,002386,15,002386.SZ
代糖概念;维生素;高股息精选;合成生物;参股银行;西部大开发;生物疫苗;融资融券;沪股通,17,600873,9,600873.SH
无线充电;人形机器人;机器视觉;新型工业化;专精特新;低空经济;高端装备;机器人概念;新能源汽车;特斯拉概念;储能;人工智能;创投;DeepSeek概念;宁德时代概念;融资融券,17,688218,16,688218.SH
房屋检测;网约车;DeepSeek概念;AI智能体;空间计算;智慧城市;新型城镇化;数字孪生;京津冀一体化;创投;雄安新区;车联网(车路协同);水利;乡村振兴;食品安全;PPP概念;低空经济;粤港澳大湾区;一带一路;雅下水电概念;国企改革;无人机;碳中和;储能;深股通;俄乌冲突概念;融资融券,33,300284,27,300284.SZ
同花顺中特估100;PPP概念;国企改革;碳交易;西部大开发;雅下水电概念;一带一路;碳中和;沪股通;融资融券;锂电池概念;金属铜,17,600039,12,600039.SH
上海国企改革;装配式建筑;新型城镇化;体育产业;地下管网;房屋检测;PPP概念;建筑节能;自由贸易港;雄安新区;水利;化债概念(AMC概念);国企改革;一带一路;碳中和;数字经济;智慧城市;人工智能;数字孪生;DeepSeek概念;文化传媒概念;阿里巴巴概念;虚拟电厂;无人机;数据中心;核电;沪股通,17,603153,27,603153.SH
注册制次新股;风电;碳纤维;光伏概念;比亚迪概念;新能源汽车;新股与次新股;融资融券,17,601112,8,601112.SH
参股券商;高股息精选;期货概念;PPP概念;国企改革;动力电池回收;深股通;融资融券;粤港澳大湾区;充电桩;新能源汽车,33,000828,11,000828.SZ
草甘膦;乡村振兴;央企国企改革;国企改革;同花顺出海50;人民币贬值受益;沪股通;融资融券,17,600486,8,600486.SH
沪股通;融资融券,17,600966,2,600966.SH
超级品牌;长三角一体化;深股通;融资融券,33,002568,4,002568.SZ
煤化工概念;参股保险;天然气;新疆振兴;国企改革;装配式建筑;PPP概念;乡村振兴;西部大开发;一带一路;雅下水电概念;水利;风电;DeepSeek概念;智慧城市;储能;融资融券;沪股通,17,600248,18,600248.SH
医药电商;仿制药一致性评价;流感;肝炎概念;创新药;合成生物;民营医院;眼科医疗;三胎概念;工业大麻;养老概念,17,603998,11,603998.SH
超超临界发电;绿色电力;证金持股;风电;碳中和;央企国企改革;国企改革;沪股通;融资融券;雄安新区;核电,17,600011,11,600011.SH
高股息精选;同花顺中特估100;证金持股;沪股通;融资融券;跨境支付(CIPS),17,601328,6,601328.SH
无人零售;冰雪产业;净水概念;家用电器;物业管理;跨境电商;空气能热泵;冷链物流;医疗器械概念;智能家居;创投;一带一路;物联网;国企改革;DeepSeek概念;超级品牌;融资融券;沪股通,17,600336,18,600336.SH
粮食概念;农业种植;土地流转;农村电商;乳业;新疆振兴;乡村振兴;西部大开发;国企改革;特色小镇;股权转让(并购重组);融资融券,17,600359,12,600359.SH
钠离子电池;两轮车;固态电池;虚拟电厂;锂电池概念;储能;石墨烯;新型烟草(电子烟);深股通;充电桩;燃料电池;粤港澳大湾区;无线耳机;长安汽车概念;低空经济;新能源汽车;独角兽概念;无人机;机器人概念;军工;小米概念;消费电子概念;融资融券,33,300438,23,300438.SZ
预制菜;冷链物流;乡村振兴;智能物流;2025年报预增;融资融券;沪股通,17,603708,7,603708.SH
注册制次新股;生物质能发电;化肥;专精特新;融资融券;新股与次新股,17,603334,6,603334.SH
