所属概念,股票代码,market_code,code,所属概念数量
物联网;网络安全;信创;专精特新;新型工业化;芯片概念;车联网(车路协同);工业互联网;智能电网;充电桩;虚拟电厂;融资融券,688060.SH,17,688060,12
IP经济(谷子经济);跨境电商;ChatGPT概念;AI智能体;AIGC概念;在线教育;文化传媒概念;养老概念;三胎概念;DeepSeek概念;人工智能;抖音概念(字节概念);百度概念;毛发医疗;智能穿戴;2025年报预增;AI应用;融资融券;深股通,301078.SZ,33,301078,19
专精特新;有机硅概念;融资融券,301059.SZ,33,301059,3
页岩气;可燃冰;俄乌冲突概念;天然气;央企国企改革;氢能源;地下管网;国企改革;海工装备;一带一路;雄安新区;燃料电池;高端装备;数字经济;储能;工业互联网;专精特新;深股通;融资融券,000852.SZ,33,000852,19
2025年报预增;专精特新;融资融券;风电;碳纤维;国企改革,920077.BJ,151,920077,6
生物质能发电;超超临界发电;固废处理;土壤修复;污水处理;净水概念;PPP概念;PM2.5;核污染防治;核电;一带一路;新型城镇化;盐湖提锂;高端装备;专精特新;物联网,300172.SZ,33,300172,16
光刻胶;OLED;芯片概念;有机硅概念;专精特新;比亚迪概念;军工;光伏概念;新能源汽车;核电;高铁,300200.SZ,33,300200,11
流感;肝炎概念;医药电商;创新药;仿制药一致性评价;维生素;基因测序;三胎概念;医疗器械概念;智能医疗;养老概念,300254.SZ,33,300254,11
航空发动机;大飞机;特钢概念;核电;军工;军民融合;专精特新;融资融券;深股通,300855.SZ,33,300855,9
减速器;人形机器人;新能源汽车;比亚迪概念;飞行汽车(eVTOL);机器人概念;专精特新;燃料电池;碳纤维;低空经济;商业航天;氢能源;风电;沪股通;融资融券,603270.SH,17,603270,15
生物质能发电;医疗废物处理;绿色电力;垃圾分类;PPP概念;污水处理;固废处理;DeepSeek概念;氢能源;海峡两岸;医美概念;燃料电池;短剧游戏;AI应用;深股通;融资融券,300867.SZ,33,300867,16
智能家居;专精特新;融资融券;横琴新区,920110.BJ,151,920110,4
芯片概念;军工;东数西算(算力);华为概念;华为欧拉;信创;云计算;算力租赁;人工智能;智慧政务;AI智能体;数据要素;DeepSeek概念;区块链;数字经济;互联网金融;融资融券,688227.SH,17,688227,17
医疗器械概念;ST板块;专精特新,300326.SZ,33,300326,3
机器人概念;物联网;新型工业化;智慧城市;智能物流;充电桩;储能;区块链;军民融合;股权转让(并购重组),300420.SZ,33,300420,10
玉米;乡村振兴;粮食概念;融资融券;数字经济;农业种植,920866.BJ,151,920866,6
稀土永磁;小金属概念;雅下水电概念;石墨烯;锂电池概念;核电;一带一路;燃料电池;氢能源;央企国企改革;固态电池;海工装备;中俄贸易概念;新能源汽车;国企改革;比亚迪概念;军工;专精特新;机器人概念;无人机;消费电子概念;人形机器人;房屋检测;新疆振兴;化债概念(AMC概念);中字头股票;融资融券;深股通,002057.SZ,33,002057,28
证金持股;沪股通;融资融券,601010.SH,17,601010,3
物业管理;基因测序;医疗器械概念;猴痘概念;生态农业;国企改革,600807.SH,17,600807,6
装配式建筑;一带一路;人工智能;IP经济(谷子经济);数字经济;DeepSeek概念;AIGC概念;云计算,002811.SZ,33,002811,8
成飞概念;新型工业化;军工;机器人概念;智能物流;中船系;专精特新;比亚迪概念;烟草;数字孪生;华为概念;人工智能;储能;西部大开发;国企改革;央企国企改革;深股通;融资融券,301311.SZ,33,301311,18
商业航天;数据中心;融资融券;阿里巴巴概念;特高压;智能电网,920299.BJ,151,920299,6
PVDF概念;锂电池概念;固态电池;碳中和;回购增持再贷款概念;国企改革;深股通;融资融券,002068.SZ,33,002068,8
免税店;福建自贸区;物业管理;旅游概念;海峡两岸;IP经济(谷子经济);跨境电商;冷链物流;数字经济;统一大市场;阿里巴巴概念;沪股通,600693.SH,17,600693,12
商业航天;无人驾驶;工业互联网;机器人概念;人形机器人;区块链;DeepSeek概念;新能源汽车;西部大开发;国企改革;氢能源;充电桩,600678.SH,17,600678,12
注册制次新股;专精特新;高端装备;人民币贬值受益;一带一路;海峡两岸;中俄贸易概念;俄乌冲突概念;深股通;新股与次新股;融资融券,001233.SZ,33,001233,11
长安汽车概念;新能源汽车;人形机器人;传感器;消费电子概念;西部大开发;沪股通;融资融券,603758.SH,17,603758,8
锂电池概念;深股通;融资融券,300641.SZ,33,300641,3
光刻机;俄乌冲突概念;氢能源;芯片概念;眼科医疗;碳中和;专精特新;啤酒概念;冷链物流;融资融券;深股通,002549.SZ,33,002549,11
足球概念;体育产业;跨境电商;人民币贬值受益;回购增持再贷款概念,001300.SZ,33,001300,5
IP经济(谷子经济);智能家居,603898.SH,17,603898,2
电力物联网;智能医疗;人工智能;数据要素;智能电网;AI应用;机器视觉;医疗器械概念;AI语料;机器人概念;特高压;海峡两岸;福建自贸区;3D打印;芯片概念;国企改革;证金持股;深股通,300341.SZ,33,300341,18
预制菜;统一大市场;冷链物流;乡村振兴;跨境电商;智能物流;回购增持再贷款概念;腾讯概念;抖音概念(字节概念);华为概念,601366.SH,17,601366,10
卫星导航;商业航天;时空大数据;军工信息化;网络安全;信创;车联网(车路协同);军工;无人机;财税数字化;智慧城市;数据要素;智慧政务;华为概念;华为鲲鹏;东数西算(算力);云游戏;军民融合;独角兽概念;芯片概念;物联网;数字孪生;人工智能;DeepSeek概念;区块链;大飞机;数字经济;腾讯概念;算力租赁;数据中心;京津冀一体化;光伏概念;智能医疗;光伏建筑一体化;AI应用;深股通;融资融券,300324.SZ,33,300324,37
汽车热管理;新能源汽车;专精特新,603192.SH,17,603192,3
高铁;军民融合;飞行汽车(eVTOL);军工;低空经济;农机;无人机;航空发动机;高端装备;机器人概念;核污染防治;雅下水电概念;工业互联网;传感器;数字经济;人工智能;一带一路;国企改革;人民币贬值受益;5G;消费电子概念;锂电池概念;深股通;页岩气;融资融券,002097.SZ,33,002097,25
无人零售;柔性屏(折叠屏);高端装备;创投,300512.SZ,33,300512,4
地下管网;新型城镇化;水利;风电;乡村振兴;参股银行;西部大开发;新疆振兴;京津冀一体化,002457.SZ,33,002457,9
可控核聚变;军工;核电;海工装备;水利;央企国企改革;专精特新;中俄贸易概念;比亚迪概念;新能源汽车;国企改革;深股通;融资融券,301137.SZ,33,301137,13
短剧游戏;AIGC概念;虚拟数字人;文化传媒概念;智慧政务;百度概念;国资云;DeepSeek概念;人工智能;西部大开发;国企改革;融资融券,300987.SZ,33,300987,12
NMN概念;基因测序;京津冀一体化;可降解塑料;环氧丙烷;融资融券;合成生物,920471.BJ,151,920471,7
智能家居;家用电器;汽车电子;消费电子概念;电力物联网;新能源汽车;比亚迪概念;智能座舱;星闪概念;5G;智能电网;PCB概念;新型烟草(电子烟);两轮车;股权转让(并购重组);融资融券,301106.SZ,33,301106,16
文化传媒概念;职业教育;虚拟现实;粤港澳大湾区,002905.SZ,33,002905,4
中俄贸易概念;国企改革;人民币贬值受益;新能源汽车;燃料电池;回购增持再贷款概念;无人驾驶;车联网(车路协同);氢能源;汽车电子;人工智能;深股通;融资融券,000957.SZ,33,000957,13
生物质能发电;绿色电力;医疗废物处理;固废处理;垃圾分类;国企改革;沪股通,601330.SH,17,601330,7
氟化工概念;PVDF概念;消毒剂;锂电池概念;中芯国际概念;煤化工概念;液冷服务器;风电;2025年报预增;碳交易;绿色电力;国企改革;数据中心;融资融券;沪股通,600160.SH,17,600160,15
碳中和;融资融券,688121.SH,17,688121,2
机器人概念;融资融券;宁德时代概念;专精特新;固态电池;稀土永磁;锂电池概念,920061.BJ,151,920061,7
农业种植;冷链物流;一带一路;乡村振兴;国企改革;股权转让(并购重组),603336.SH,17,603336,6
共封装光学(CPO);PCB概念;5G;汽车电子;智能穿戴;专精特新;智能座舱;新能源汽车;粤港澳大湾区;机器人概念;医疗器械概念;绿色电力;股权转让(并购重组);融资融券,688655.SH,17,688655,14
化肥;磷化工;大豆;生态农业;农村电商;氟化工概念;乡村振兴;锂电池概念;数字乡村;深股通;融资融券,000902.SZ,33,000902,11
高股息精选;装配式建筑;建筑节能;房屋检测;同花顺中特估100;物业管理;新型城镇化;水利;乡村振兴;PPP概念;土壤修复;国企改革;雅下水电概念;污水处理;雄安新区;新疆振兴;一带一路;回购增持再贷款概念;数字经济;低空经济;光伏建筑一体化;绿色电力;抽水蓄能;智能电网;沪股通;融资融券,600502.SH,17,600502,26
ST板块;航空发动机;大飞机;西部大开发;军工;国企改革;无人机;人民币贬值受益,000697.SZ,33,000697,8
军民融合;军工;海工装备;专精特新;无人驾驶;粤港澳大湾区;燃料电池;一带一路;绿色电力;深股通;融资融券,300589.SZ,33,300589,11
中船系;国产航母;军工;海工装备;风电;央企国企改革;数据中心;工业互联网;2025年报预增;国企改革;同花顺中特估100;沪股通;商业航天;中字头股票;融资融券,600685.SH,17,600685,15
芯片概念;机器人概念;农机;海工装备;2025年报预增;股权转让(并购重组);融资融券,301161.SZ,33,301161,7
减肥药;创新药;生物疫苗;维生素;回购增持再贷款概念;融资融券;深股通,300765.SZ,33,300765,7
PEEK材料;固态电池;钠离子电池;氟化工概念;专精特新;光伏概念;深股通;融资融券,002915.SZ,33,002915,8
共享单车;两轮车;三胎概念;物业管理;网红经济;风电;知识产权保护;融资融券,600818.SH,17,600818,8
新型城镇化;地下管网;污水处理;水利;雄安新区;海峡两岸;一带一路;专精特新;乡村振兴;碳中和;核电;液冷服务器;抽水蓄能;超超临界发电;融资融券,301151.SZ,33,301151,15
盐湖提锂;动力电池回收;固态电池;锂电池概念;化肥;特斯拉概念;西部大开发;新能源汽车;同花顺漂亮100;证金持股;深股通;融资融券,002466.SZ,33,002466,12
天津自贸区;物业管理;参股券商;国企改革;养老概念;京津冀一体化;大飞机;融资融券,000965.SZ,33,000965,8
仿制药一致性评价;创新药;维生素;肝炎概念;流感;医药电商;毛发医疗;医美概念;乡村振兴;农业种植;土地流转;融资融券;深股通,300158.SZ,33,300158,13
特色小镇;物业管理;福建自贸区;旅游概念;海峡两岸;露营经济;跨境电商;国企改革;创投,000632.SZ,33,000632,9
预制菜;人造肉;宠物经济;国企改革;跨境电商;合成生物;网红经济;一带一路;回购增持再贷款概念;化肥;绿色电力;深股通;融资融券,002481.SZ,33,002481,13
数字货币;移动支付;蚂蚁集团概念;Web3.0;跨境支付(CIPS);区块链;ChatGPT概念;数据要素;AI智能体;信创;数据安全;腾讯概念;抖音概念(字节概念);DeepSeek概念;人工智能;文化传媒概念;物联网;东数西算(算力);华为概念;化债概念(AMC概念);数据中心;比亚迪概念;芯片概念;深股通,300465.SZ,33,300465,24
MiniLED;共封装光学(CPO);PCB概念;AI PC;MicroLED概念;先进封装;柔性屏(折叠屏);5G;消费电子概念;汽车电子;AI手机;AI眼镜;毫米波雷达;WiFi 6;OLED;新型烟草(电子烟);6G概念;芯片概念;智能穿戴;存储芯片;数据中心;无线耳机;小米概念;比亚迪概念;无人驾驶;商业航天;智能音箱;无人机;新能源汽车;人形机器人;军工;卫星导航;机器人概念;物联网;粤港澳大湾区;工业互联网;低空经济;海峡两岸;军民融合;储能;医疗器械概念;创投;数字经济;养老概念;广东自贸区;融资融券;深股通,002579.SZ,33,002579,47
粤港澳大湾区;中俄贸易概念;新能源汽车;融资融券,301105.SZ,33,301105,4
家庭医生;医药电商;智能医疗;养老概念;医美概念;阿里巴巴概念;宠物经济;时空大数据;跨境电商;冷链物流;海峡两岸;深股通;融资融券,301017.SZ,33,301017,13
虚拟数字人;多模态AI;在线教育;AI智能体;信创;阿里巴巴概念;腾讯概念;DeepSeek概念;职业教育;人工智能;AI应用;华为概念;体育产业;西部大开发;深股通,300559.SZ,33,300559,15
新型城镇化;安防;水利;智慧城市;低空经济;数字孪生;人工智能;污水处理;数据要素;土壤修复;华为鲲鹏;AI智能体;乡村振兴;数据中心;东数西算(算力);国企改革;风电;股权转让(并购重组),300635.SZ,33,300635,18
可控核聚变;核电;光热发电;高压快充;储能;专精特新;页岩气;融资融券,301082.SZ,33,301082,8
拼多多概念;网红经济;DeepSeek概念;跨境电商;三胎概念;毛发医疗;合成生物;医美概念;回购增持再贷款概念;深股通;融资融券,300740.SZ,33,300740,11
无人零售;军工;核电;汽车热管理;海工装备;空气能热泵;比亚迪概念;独角兽概念;数据中心;数字经济;体育产业;液冷服务器;储能;冰雪产业;中俄贸易概念;碳中和;冷链物流;氢能源;统一大市场;融资融券,000530.SZ,33,000530,20
比亚迪概念;新能源汽车;飞行汽车(eVTOL);专精特新;低空经济;商业航天;融资融券,301539.SZ,33,301539,7
空气能热泵;家用电器;智能家居;汽车电子;人形机器人;汽车热管理;新能源汽车;机器人概念;机器视觉;储能;智能电网;光伏概念;共封装光学(CPO),003028.SZ,33,003028,13
云计算;算力租赁;智能医疗;DeepSeek概念;专精特新;2025年报预增;氢能源;燃料电池,300816.SZ,33,300816,8
新型城镇化;地下管网;PPP概念;水利;物业管理;污水处理;乡村振兴;物联网;数字孪生;粤港澳大湾区;深圳国企改革;DeepSeek概念;华为概念;光伏概念;智慧政务;国企改革;雅下水电概念;抽水蓄能;深股通;融资融券,301038.SZ,33,301038,20
无人零售;福建自贸区;海峡两岸;IP经济(谷子经济);智慧城市;互联网金融;创投;数字经济;智能物流;车联网(车路协同);军工信息化;低空经济;物联网;无人机;华为汽车;Web3.0;小米汽车;专精特新;AIGC概念;一带一路;统一大市场;国企改革;小米概念;石墨烯;MiniLED;金属镍;小金属概念;金属铜,000701.SZ,33,000701,28
智能医疗;医药电商;人工智能;DeepSeek概念;西部大开发;融资融券,300937.SZ,33,300937,6
