code,所属概念数量,所属概念,market_code,股票代码
002587,37,MicroLED概念;MiniLED;智慧灯杆;柔性屏(折叠屏);足球概念;虚拟现实;人脸识别;MR(混合现实);物联网;智慧城市;体育产业;华为概念;消费电子概念;语音技术;机器人概念;元宇宙;粤港澳大湾区;5G;在线教育;人工智能;数字经济;区块链;智慧政务;专精特新;腾讯概念;信创;抖音概念(字节概念);苹果概念;互联网金融;虚拟数字人;华为鲲鹏;AIGC概念;旅游概念;ChatGPT概念;英伟达概念;广东自贸区;AI应用,33,002587.SZ
600114,18,苹果概念;特斯拉概念;新能源汽车;3D打印;人形机器人;消费电子概念;柔性屏(折叠屏);小米概念;燃料电池;机器人概念;数据中心;两轮车;低空经济;华为概念;东数西算(算力);智能医疗;沪股通;融资融券,17,600114.SH
600353,26,可控核聚变;5G;航空发动机;第三代半导体;军工;核电;东数西算(算力);军民融合;芯片概念;先进封装;无人机;特高压;光刻机;华为概念;智能电网;2025年报预增;风电;柔性直流输电;无人驾驶;信创;智慧城市;虚拟电厂;DeepSeek概念;西部大开发;沪股通;融资融券,17,600353.SH
002026,20,新型工业化;工业母机;家用电器;小米概念;机器人概念;新能源汽车;智能物流;换电概念;高端装备;充电桩;储能;创投;大飞机;一带一路;锂电池概念;军工;固态电池;深股通;股权转让(并购重组);融资融券,33,002026.SZ
603758,8,长安汽车概念;新能源汽车;人形机器人;传感器;消费电子概念;西部大开发;沪股通;融资融券,17,603758.SH
600481,16,硅能源;光热发电;光伏概念;数据中心;核电;工业互联网;储能;DeepSeek概念;高端装备;超超临界发电;液冷服务器;氢能源;碳中和;专精特新;融资融券;沪股通,17,600481.SH
002801,14,人形机器人;新能源汽车;机器人概念;储能;无线充电;人民币贬值受益;锂电池概念;数据中心;无人机;低空经济;2025年报预增;军工;冷链物流;深股通,33,002801.SZ
603400,12,注册制次新股;充电桩;汽车电子;储能;新能源汽车;消费电子概念;人民币贬值受益;机器人概念;锂电池概念;智能家居;新股与次新股;融资融券,17,603400.SH
603131,13,卫星导航;商业航天;军工;海工装备;高端装备;新型工业化;工业母机;机器人概念;专精特新;新能源汽车;长三角一体化;人民币贬值受益;沪股通,17,603131.SH
301503,12,粤港澳大湾区;人民币贬值受益;智能物流;机器人概念;人工智能;数据中心;电子竞技;中俄贸易概念;消费电子概念;一带一路;芯片概念;融资融券,33,301503.SZ
688296,14,人工智能;数据要素;数字孪生;DeepSeek概念;物联网;水利;地下管网;净水概念;华为概念;数据中心;污水处理;专精特新;回购增持再贷款概念;融资融券,17,688296.SH
300137,12,核污染防治;PM2.5;机器人概念;水利;污水处理;碳交易;碳中和;京津冀一体化;区块链;雄安新区;乡村振兴;摘帽,33,300137.SZ
920821,11,融资融券;虚拟现实;消费电子概念;汽车电子;新能源汽车;共封装光学(CPO);传感器;人民币贬值受益;专精特新;PCB概念;AI眼镜,151,920821.BJ
300644,23,PEEK材料;汽车热管理;碳纤维;人形机器人;新能源汽车;特斯拉概念;比亚迪概念;3D打印;机器人概念;家用电器;小米概念;专精特新;高铁;毫米波雷达;低空经济;无人机;充电桩;储能;5G;可降解塑料;特高压;回购增持再贷款概念;2025年报预增,33,300644.SZ
603073,4,中俄贸易概念;共同富裕示范区;一带一路;人民币贬值受益,17,603073.SH
002847,2,融资融券;深股通,33,002847.SZ
301318,13,人脸识别;物联网;腾讯概念;在线教育;人工智能;信创;粤港澳大湾区;跨境电商;云办公;消费电子概念;一带一路;AI应用;融资融券,33,301318.SZ
002767,11,新型工业化;传感器;机器人概念;物联网;水利;芯片概念;华为概念;毫米波雷达;智慧城市;量子科技;DeepSeek概念,33,002767.SZ
002480,13,光热发电;绿色电力;高铁;燃料电池;一带一路;机器人概念;西部大开发;国企改革;数据中心;钒电池;超级电容;股权转让(并购重组);深股通,33,002480.SZ
688779,14,钠离子电池;动力电池回收;锂电池概念;固态电池;宁德时代概念;高压快充;储能;央企国企改革;国企改革;无人机;飞行汽车(eVTOL);低空经济;融资融券;沪股通,17,688779.SH
300726,12,超级电容;芯片概念;华为海思概念股;5G;传感器;军工;大飞机;海工装备;商业航天;华为概念;深股通;融资融券,33,300726.SZ
000863,17,租售同权;旅游概念;物业管理;IP经济(谷子经济);文化传媒概念;长三角一体化;光伏建筑一体化;创投;智能家居;Web3.0;元宇宙;数字经济;人工智能;一带一路;虚拟现实;深股通;融资融券,33,000863.SZ
301629,10,存储芯片;芯片概念;注册制次新股;专精特新;机器视觉;比亚迪概念;华为概念;深股通;新股与次新股;融资融券,33,301629.SZ
920086,7,华为汽车;新能源汽车;比亚迪概念;华为概念;专精特新;新股与次新股;融资融券,151,920086.BJ
600302,5,机器人概念;西部大开发;国企改革;物联网;人脸识别,17,600302.SH
002831,5,可降解塑料;宠物经济;机器人概念;深股通;融资融券,33,002831.SZ
688367,6,专精特新;无人驾驶;工业互联网;华为概念;DeepSeek概念;融资融券,17,688367.SH
600031,14,同花顺出海50;雅下水电概念;高端装备;人民币贬值受益;农机;同花顺漂亮100;一带一路;工业互联网;无人驾驶;机器人概念;证金持股;新疆振兴;沪股通;融资融券,17,600031.SH
002955,15,华为概念;创投;人工智能;体育产业;在线教育;鸿蒙概念;腾讯概念;DeepSeek概念;人民币贬值受益;云办公;多模态AI;托育服务;AI应用;股权转让(并购重组);深股通,33,002955.SZ
301552,13,医疗器械概念;小米汽车;新能源汽车;专精特新;比亚迪概念;血氧仪;小米概念;特斯拉概念;低空经济;华为概念;军工;军民融合;融资融券,33,301552.SZ
301687,15,锂电池概念;PCB概念;POE胶膜;光伏概念;比亚迪概念;新能源汽车;苹果概念;消费电子概念;注册制次新股;专精特新;长三角一体化;海峡两岸;深股通;新股与次新股;融资融券,33,301687.SZ
688611,16,存储芯片;芯片概念;传感器;电力物联网;智能电网;钙钛矿电池;光伏概念;人形机器人;物联网;特高压;机器人概念;虚拟电厂;储能;区块链;沪股通;融资融券,17,688611.SH
688629,22,共封装光学(CPO);铜缆高速连接;5G;数据中心;高压快充;比亚迪概念;无人机;华为概念;卫星导航;军工;商业航天;阿里巴巴概念;低空经济;新能源汽车;腾讯概念;机器人概念;高铁;核电;西部大开发;国企改革;沪股通;融资融券,17,688629.SH
301081,5,共同富裕示范区;污水处理;专精特新;回购增持再贷款概念;融资融券,33,301081.SZ
301199,13,新型工业化;长安汽车概念;机器人概念;工业互联网;新能源汽车;智能物流;比亚迪概念;物联网;高端装备;人工智能;建筑节能;军工;融资融券,33,301199.SZ
688466,8,专精特新;净水概念;DeepSeek概念;京津冀一体化;污水处理;AI智能体;碳中和;融资融券,17,688466.SH
600293,5,硅能源;回购增持再贷款概念;参股银行;国企改革;融资融券,17,600293.SH
688443,4,创新药;西部大开发;沪股通;融资融券,17,688443.SH
600416,17,军民融合;商业航天;军工;无人机;核电;低空经济;高端装备;高铁;风电;水利;工业互联网;无人驾驶;储能;抽水蓄能;国企改革;沪股通;融资融券,17,600416.SH
300517,4,装配式建筑;PPP概念;一带一路;5G,33,300517.SZ
688208,21,毫米波雷达;传感器;人形机器人;汽车电子;无人驾驶;无人机;机器人概念;专精特新;华为概念;新能源汽车;高压快充;人工智能;人民币贬值受益;AI智能体;充电桩;DeepSeek概念;储能;跨境电商;AI应用;沪股通;融资融券,17,688208.SH
301338,25,共封装光学(CPO);MiniLED;先进封装;富士康概念;PCB概念;第三代半导体;苹果概念;工业母机;华为手机;汽车芯片;芯片概念;高端装备;消费电子概念;锂电池概念;军工;比亚迪概念;小米概念;2025年报预增;专精特新;新型工业化;机器视觉;工业互联网;华为概念;深股通;融资融券,33,301338.SZ
300928,15,车联网(车路协同);长安汽车概念;无人驾驶;低空经济;飞行汽车(eVTOL);华为汽车;智能座舱;比亚迪概念;卫星导航;新能源汽车;汽车电子;锂电池概念;固态电池;OLED;融资融券,33,300928.SZ
688393,5,腾讯概念;人工智能;肝炎概念;华为概念;融资融券,17,688393.SH
002824,15,华为手机;汽车热管理;新能源汽车;宁德时代概念;储能;比亚迪概念;消费电子概念;柔性屏(折叠屏);小米概念;2025年报预增;智能家居;华为概念;三胎概念;深股通;融资融券,33,002824.SZ
688163,2,创新药;融资融券,17,688163.SH
603321,3,共同富裕示范区;专精特新;5G,17,603321.SH
688392,11,先进封装;芯片概念;液冷服务器;PET铜箔;宁德时代概念;比亚迪概念;固态电池;军工;专精特新;沪股通;融资融券,17,688392.SH
300921,26,算力租赁;云办公;抖音概念(字节概念);云计算;腾讯概念;智慧政务;数据安全;阿里巴巴概念;信创;百度概念;网络安全;AI智能体;区块链;智能医疗;东数西算(算力);DeepSeek概念;数字经济;互联网金融;人工智能;智慧城市;华为概念;数据中心;工业互联网;粤港澳大湾区;一带一路;融资融券,33,300921.SZ
688085,7,智能医疗;医疗器械概念;2025年报预增;机器人概念;专精特新;沪股通;融资融券,17,688085.SH
600605,4,租售同权;物业管理;芯片概念;沪股通,17,600605.SH
301023,9,减速器;人形机器人;机器人概念;专精特新;储能;光伏概念;特高压;股权转让(并购重组);融资融券,33,301023.SZ
300966,4,辅助生殖;合成生物;回购增持再贷款概念;融资融券,33,300966.SZ
688387,20,卫星导航;商业航天;6G概念;网络安全;低空经济;车联网(车路协同);人工智能;DeepSeek概念;东数西算(算力);机器视觉;物联网;工业互联网;5G;专精特新;芯片概念;AI应用;央企国企改革;国企改革;沪股通;融资融券,17,688387.SH
301456,4,工业母机;风电;海工装备;融资融券,33,301456.SZ
688396,24,国家大基金持股;存储芯片;先进封装;汽车芯片;第三代半导体;MCU芯片;芯片概念;消费电子概念;汽车电子;小米概念;传感器;宁德时代概念;比亚迪概念;新能源汽车;机器人概念;储能;数据中心;充电桩;工业互联网;智能电网;央企国企改革;国企改革;沪股通;融资融券,17,688396.SH
301578,11,智能家居;家用电器;物联网;新型工业化;小米概念;人脸识别;华为概念;消费电子概念;星闪概念;鸿蒙概念;融资融券,33,301578.SZ
300667,25,商业航天;量子科技;军工;低空经济;可控核聚变;传感器;物联网;安防;新型工业化;智能电网;第三代半导体;芯片概念;虚拟现实;专精特新;工业互联网;海工装备;水利;数据中心;消费电子概念;数字经济;钙钛矿电池;光伏概念;光纤概念;食品安全;医美概念,33,300667.SZ
301393,5,CRO概念;创新药;减肥药;深股通;融资融券,33,301393.SZ
603989,16,充电桩;新能源汽车;高压快充;储能;5G;比亚迪概念;液冷服务器;机器人概念;军工;数据中心;固态电池;低空经济;华为概念;新疆振兴;沪股通;融资融券,17,603989.SH
605001,11,高压氧舱;医美概念;一带一路;高铁;新能源汽车;养老概念;储能;机器人概念;碳纤维;比亚迪概念;芯片概念,17,605001.SH
688381,24,汽车芯片;芯片概念;小米概念;AI眼镜;汽车电子;AI手机;消费电子概念;智能座舱;传感器;5G;人形机器人;小米汽车;比亚迪概念;专精特新;机器人概念;共封装光学(CPO);虚拟现实;数据中心;安防;人民币贬值受益;海峡两岸;回购增持再贷款概念;沪股通;融资融券,17,688381.SH
301233,25,碳纤维;专精特新;低空经济;新能源汽车;PEEK材料;无人机;减速器;比亚迪概念;成飞概念;大飞机;军工;军民融合;航空发动机;储能;核污染防治;智能电网;光伏概念;风电;商业航天;核电;西部大开发;有机硅概念;氢能源;股权转让(并购重组);融资融券,33,301233.SZ
688102,16,商业航天;航空发动机;可控核聚变;核电;3D打印;特高压;芯片概念;独角兽概念;DeepSeek概念;充电桩;共封装光学(CPO);新能源汽车;西部大开发;医疗器械概念;沪股通;融资融券,17,688102.SH
301360,20,钙钛矿电池;固态电池;宁德时代概念;机器视觉;锂电池概念;专精特新;MR(混合现实);苹果概念;富士康概念;无线充电;华为手机;华为概念;芯片概念;消费电子概念;人工智能;智能穿戴;东数西算(算力);腾讯概念;AI眼镜;融资融券,33,301360.SZ
300537,17,光刻胶;OLED;芯片概念;PCB概念;华为手机;消费电子概念;石墨烯;富士康概念;智能穿戴;比亚迪概念;5G;新能源汽车;光伏概念;海工装备;BC电池;华为概念;深股通,33,300537.SZ
688680,6,BC电池;钙钛矿电池;POE胶膜;光伏概念;新能源汽车;融资融券,17,688680.SH
603179,6,特斯拉概念;机器人概念;新能源汽车;比亚迪概念;沪股通;融资融券,17,603179.SH
603677,7,家用电器;空气能热泵;机器人概念;传感器;新能源汽车;无人机;国企改革,17,603677.SH
688533,8,特斯拉概念;汽车电子;比亚迪概念;芯片概念;新能源汽车;华为概念;沪股通;融资融券,17,688533.SH
002678,12,特色小镇;旅游概念;三胎概念;IP经济(谷子经济);文化传媒概念;职业教育;在线教育;数字经济;人工智能;粤港澳大湾区;国企改革;深股通,33,002678.SZ
300326,3,ST板块;医疗器械概念;专精特新,33,300326.SZ
300711,26,军工信息化;多模态AI;AI智能体;华为鲲鹏;数据要素;6G概念;卫星导航;信创;AI应用;军民融合;人工智能;人脸识别;语音技术;军工;低空经济;5G;工业互联网;核电;高铁;水利;智能电网;粤港澳大湾区;抽水蓄能;储能;国企改革;深股通,33,300711.SZ
300807,26,卫星导航;EDR概念;人脸识别;ERP概念;车联网(车路协同);数据要素;人工智能;物联网;网约车;移动支付;东数西算(算力);AI智能体;华为概念;百度概念;无人驾驶;智能座舱;智能穿戴;比亚迪概念;充电桩;数据中心;新能源汽车;智能物流;高压快充;冷链物流;雄安新区;乡村振兴,33,300807.SZ
688793,24,脑机接口;医疗器械概念;语音技术;养老概念;电子竞技;人工智能;跨境电商;智能家居;IP经济(谷子经济);腾讯概念;虚拟数字人;DeepSeek概念;家用电器;粤港澳大湾区;传感器;智能穿戴;专精特新;海峡两岸;中俄贸易概念;新能源汽车;回购增持再贷款概念;一带一路;新疆振兴;融资融券,17,688793.SH
