code,所属概念,股票代码,所属概念数量,market_code
002324,脑机接口;商业航天;卫星导航;碳纤维;军工;低空经济;毫米波雷达;6G概念;PEEK材料;光刻胶;消费电子概念;专精特新;机器人概念;固态电池;新能源汽车;锂电池概念;储能;2025三季报预增;钠离子电池;长三角一体化;2025年报预增;深股通;融资融券,002324.SZ,23,33
002334,光伏概念;燃料电池;光伏建筑一体化;风电;氢能源;储能;充电桩;换电概念;海工装备;新能源汽车;核电;工业母机;新型工业化;比亚迪概念;机器人概念;人形机器人;液冷服务器;数据中心;工业互联网;低空经济;锂电池概念;粤港澳大湾区;物联网;芯片概念;百度概念;稀土永磁;深股通;融资融券,002334.SZ,28,33
688739,流感;重组蛋白;生物疫苗;融资融券;沪股通,688739.SH,5,17
605138,农业种植;乡村振兴;一带一路;回购增持再贷款概念;人民币贬值受益,605138.SH,5,17
600307,特钢概念;金属铜;商业航天;西部大开发;回购增持再贷款概念;国企改革;氢能源;超导概念;雅下水电概念;可控核聚变;核电;华为概念;新能源汽车;融资融券;沪股通,600307.SH,15,17
000783,期货概念;深股通;融资融券;2025年报预增,000783.SZ,4,33
002319,石墨烯;柔性屏(折叠屏);HJT电池;横琴新区;光伏概念;文化传媒概念,002319.SZ,6,33
002307,新型城镇化;新疆振兴;PPP概念;水利;乡村振兴;雅下水电概念;国企改革;西部大开发;一带一路;DeepSeek概念;3D打印;医疗器械概念;深股通;融资融券,002307.SZ,14,33
000333,超级品牌;证金持股;同花顺漂亮100;深股通;融资融券;空气能热泵;同花顺出海50;智能家居;家用电器;AI智能体;一带一路;汽车热管理;工业互联网;智能电网;物联网;回购增持再贷款概念;机器人概念;人形机器人;华为概念;数据中心;MCU芯片;芯片概念;液冷服务器,000333.SZ,23,33
688185,猴痘概念;生物疫苗;流感;CRO概念;合成生物;三胎概念;京津冀一体化;沪股通;融资融券,688185.SH,9,17
000026,央企国企改革;国企改革;机器人概念;减速器;智能穿戴;深股通,000026.SZ,6,33
300740,拼多多概念;网红经济;DeepSeek概念;跨境电商;毛发医疗;三胎概念;合成生物;医美概念;回购增持再贷款概念;深股通;融资融券,300740.SZ,11,33
000593,青蒿素;信托概念;天然气;股权转让(并购重组);碳中和;西部大开发;地下管网;储能;氢能源;融资融券,000593.SZ,10,33
600491,房屋检测;装配式建筑;光伏建筑一体化;新型城镇化;PPP概念;水利;长三角一体化;沪股通;融资融券,600491.SH,9,17
601098,文化传媒概念;在线教育;AI智能体;人工智能;国企改革;华为概念;沪股通;融资融券,601098.SH,8,17
003007,AI应用;云办公;华为昇腾;AI智能体;云计算;华为鲲鹏;智慧政务;数据要素;在线教育;算力租赁;DeepSeek概念;6G概念;人工智能;卫星导航;数字经济;数字孪生;东数西算(算力);商业航天;车联网(车路协同);华为概念;物联网;京津冀一体化;数据中心;5G,003007.SZ,24,33
301228,食品安全;土壤修复;融资融券,301228.SZ,3,33
688244,军工信息化;数据安全;网络安全;财税数字化;华为鲲鹏;智谱AI;信创;商业航天;云计算;数据要素;军工;职业教育;抖音概念(字节概念);人工智能;华为概念;DeepSeek概念;专精特新;AI应用;融资融券,688244.SH,19,17
603338,高端装备;人民币贬值受益;机器人概念;一带一路;军民融合;沪股通;融资融券,603338.SH,7,17
603203,富士康概念;PCB概念;液冷服务器;先进封装;苹果概念;共封装光学(CPO);中芯国际概念;存储芯片;宁德时代概念;OLED;汽车电子;第三代半导体;比亚迪概念;芯片概念;新能源汽车;无线耳机;新型工业化;AI眼镜;专精特新;智能穿戴;高端装备;机器视觉;机器人概念;华为概念;工业互联网;人工智能;沪股通,603203.SH,27,17
300360,智能电网;高压快充;虚拟电厂;电力物联网;充电桩;一带一路;物联网;共同富裕示范区;创投;深股通;融资融券,300360.SZ,11,33
603277,人民币贬值受益;机器人概念;沪股通,603277.SH,3,17
603803,F5G概念;WiFi 6;共封装光学(CPO);6G概念;5G;量子科技;东数西算(算力);数据中心;物联网;无人驾驶;芯片概念;智慧城市;车联网(车路协同);网络安全;数据安全;新型工业化;新型城镇化;工业互联网;智能电网;融资融券,603803.SH,20,17
301141,稀土永磁;5G;消费电子概念;专精特新;智能音箱;一带一路;机器人概念;新能源汽车;2025年报预增;深股通;融资融券,301141.SZ,11,33
688090,新型工业化;人工智能;传感器;机器视觉;数字孪生;专精特新;芯片概念;机器人概念;比亚迪概念;新能源汽车;AI应用;融资融券,688090.SH,12,17
002386,钛白粉概念;磷化工;水泥概念;煤炭概念;锂电池概念;固态电池;绿色电力;氢能源;西部大开发;回购增持再贷款概念;宁德时代概念;国企改革;储能;融资融券;深股通,002386.SZ,15,33
605016,代糖概念;参股银行;人民币贬值受益;专精特新;海峡两岸;沪股通,605016.SH,6,17
603515,超级品牌;智能家居;沪股通;智慧城市;智慧灯杆;鸿蒙概念;华为概念;融资融券,603515.SH,8,17
600338,金属铅;金属锌;金属铜;小金属概念;盐湖提锂;锂电池概念;2025年报预增;西部大开发;一带一路;人民币贬值受益;免税店;沪股通;融资融券,600338.SH,13,17
600518,医药电商;维生素;民营医院;医疗器械概念;智能医疗;粤港澳大湾区;融资融券;沪股通,600518.SH,8,17
920971,存储芯片;先进封装;商业航天;芯片概念;专精特新;光伏概念;融资融券;锂电池概念,920971.BJ,8,151
301283,2025年报预增;人民币贬值受益;专精特新;粤港澳大湾区;三胎概念;融资融券,301283.SZ,6,33
301122,医疗器械概念;辅助生殖;人民币贬值受益;融资融券,301122.SZ,4,33
603075,医疗器械概念;家用电器;人民币贬值受益;新能源汽车;汽车热管理;智能家居;机器人概念;芯片概念;沪股通;融资融券,603075.SH,10,17
601003,国企改革;西部大开发;养老概念;沪股通;融资融券,601003.SH,5,17
600261,氢能源;证金持股;人民币贬值受益;智能家居;融资融券,600261.SH,5,17
000541,参股银行;国企改革;跨境电商;回购增持再贷款概念;医疗器械概念;养老概念;智能家居;智慧灯杆;长安汽车概念;医美概念;证金持股;海工装备;新能源汽车;华为汽车;小米汽车;军民融合;华为概念;DeepSeek概念;小米概念;芯片概念;AI智能体;第三代半导体;深股通;融资融券,000541.SZ,24,33
688796,AI智能体;科创次新股;CRO概念;基因测序;人民币贬值受益;2025年报预增;注册制次新股;沪股通;新股与次新股;融资融券,688796.SH,10,17
605009,三胎概念;宠物经济;养老概念;共同富裕示范区;沪股通,605009.SH,5,17
600360,充电桩;第三代半导体;新能源汽车;ST板块;先进封装;芯片概念;汽车电子;小米概念;军工;汽车芯片;华为概念;国企改革;股权转让(并购重组),600360.SH,13,22
001325,注册制次新股;参股银行;农机;冰雪产业;新股与次新股;融资融券,001325.SZ,6,33
603580,ST板块;人民币贬值受益;海峡两岸;消费电子概念,603580.SH,4,22
600845,云计算;算力租赁;AI智能体;ERP概念;东数西算(算力);DeepSeek概念;车联网(车路协同);中国AI 50;华为概念;数据中心;工业互联网;新型工业化;上海自贸区;机器人概念;央企国企改革;液冷服务器;国企改革;人形机器人;AI应用;融资融券;沪股通,600845.SH,21,17
002032,家用电器;深股通;融资融券;一带一路,002032.SZ,4,33
688277,智能医疗;医疗器械概念;专精特新;机器人概念;沪股通;融资融券,688277.SH,6,17
601881,证金持股;同花顺中特估100;沪股通;融资融券;国企改革;中字头股票,601881.SH,6,17
600512,参股银行;PPP概念;一带一路;创投;数字孪生;融资融券,600512.SH,6,17
301081,共同富裕示范区;污水处理;回购增持再贷款概念;专精特新;融资融券,301081.SZ,5,33
002933,军民融合;军工;无人机;高端装备;机器人概念;海工装备;人形机器人;专精特新;京津冀一体化;国企改革;2025年报预增,002933.SZ,11,33
000586,光纤概念;智能电网;特高压;5G;专精特新;西部大开发,000586.SZ,6,33
002173,高压氧舱;脑机接口;华为昇腾;人工智能;智能医疗;DeepSeek概念;养老概念;医疗器械概念;民营医院;医美概念;眼科医疗;三胎概念;共同富裕示范区;深股通;融资融券,002173.SZ,15,33
600006,冷链物流;国企改革;智能物流;碳中和;央企国企改革;一体化压铸;燃料电池;氢能源;车联网(车路协同);新能源汽车;无人驾驶;DeepSeek概念;沪股通;融资融券,600006.SH,14,17
002460,盐湖提锂;金属钴;小金属概念;动力电池回收;化肥;固态电池;锂电池概念;光伏概念;储能;特斯拉概念;同花顺漂亮100;燃料电池;消费电子概念;新能源汽车;充电桩;无线耳机;长安汽车概念;深股通;融资融券;无人机;人形机器人;低空经济,002460.SZ,22,33
002124,猪肉;预制菜;绿色电力;深股通;机器人概念;元宇宙;摘帽,002124.SZ,7,33
603210,注册制次新股;新能源汽车;小米汽车;特斯拉概念;锂电池概念;宁德时代概念;小米概念;新股与次新股;融资融券,603210.SH,9,17
600004,同花顺中特估100;免税店;国企改革;粤港澳大湾区;沪股通;融资融券,600004.SH,6,17
301310,新能源汽车;比亚迪概念;飞行汽车(eVTOL);充电桩;专精特新;高压快充;机器人概念;人形机器人;军工;核电;储能;可控核聚变;光伏概念;宁德时代概念;创投;深股通;融资融券,301310.SZ,17,33
920080,家用电器;新型工业化;数据中心;军工;机器人概念;锂电池概念;工业互联网;风电;新股与次新股;融资融券,920080.BJ,10,151
300767,装配式建筑;西部大开发;核电;雄安新区;深股通;股权转让(并购重组);融资融券,300767.SZ,7,33
603018,光伏建筑一体化;新型城镇化;乡村振兴;PPP概念;智慧灯杆;水利;车联网(车路协同);空间计算;智慧城市;碳中和;无人驾驶;低空经济;数字孪生;高铁;毫米波雷达;物联网;数字经济;机器视觉;DeepSeek概念;人工智能;华为概念;雅下水电概念;数字乡村;虚拟现实;ChatGPT概念;腾讯概念;数据中心;虚拟数字人;AIGC概念;沪股通;融资融券,603018.SH,31,17
600858,国企改革;养老概念;充电桩;家用电器;抖音概念(字节概念),600858.SH,5,17
000837,减速器;人形机器人;工业母机;新型工业化;机器人概念;新能源汽车;高端装备;传感器;比亚迪概念;工业互联网;军工;航空发动机;西部大开发;国企改革;深股通;融资融券,000837.SZ,16,33
000688,金属铅;金属锌;金属铜;小金属概念;钛白粉概念;黄金概念;锂电池概念;2025年报预增;西部大开发;深股通;股权转让(并购重组);融资融券,000688.SZ,12,33
002023,航空发动机;大飞机;商业航天;军民融合;卫星导航;军工;低空经济;无人机;飞行汽车(eVTOL);太赫兹;毫米波雷达;无人驾驶;充电桩;职业教育;5G;芯片概念;西部大开发;第三代半导体;汽车芯片;深股通;融资融券,002023.SZ,21,33
920735,流感;融资融券;仿制药一致性评价;减肥药;创新药,920735.BJ,5,151
603500,家用电器;专精特新;高端装备;超级电容;高铁;回购增持再贷款概念;2025年报预增;互联网金融,603500.SH,8,17
000708,特钢概念;同花顺中特估100;国企改革;氢能源;绿色电力;航空发动机;新能源汽车;机器人概念;融资融券;中字头股票;深股通,000708.SZ,11,33
688401,先进封装;OLED;第三代半导体;PCB概念;芯片概念;消费电子概念;MiniLED;专精特新;沪股通;融资融券,688401.SH,10,17
001389,共封装光学(CPO);PCB概念;富士康概念;AI PC;消费电子概念;5G;汽车电子;数据中心;商业航天;人民币贬值受益;粤港澳大湾区;华为概念;机器人概念;卫星导航;一带一路;安防;人工智能;融资融券;深股通,001389.SZ,19,33
600231,特钢概念;天然气;国企改革;回购增持再贷款概念;央企国企改革;沪股通;股权转让(并购重组);融资融券,600231.SH,8,17
600587,脑机接口;医疗器械概念;智能医疗;民营医院;合成生物;人工智能;DeepSeek概念;AI应用;华为概念;消毒剂;医疗废物处理;机器人概念;智能物流;回购增持再贷款概念;国企改革;人形机器人;光刻胶;沪股通;融资融券,600587.SH,19,17
688239,航空发动机;大飞机;商业航天;低空经济;海工装备;核电;高端装备;专精特新;DeepSeek概念;风电;西部大开发;锂电池概念;沪股通;融资融券,688239.SH,14,17
002762,托育服务;三胎概念;毛发医疗;ST板块;消毒剂;IP经济(谷子经济);家用电器;网红经济;医美概念;股权转让(并购重组),002762.SZ,10,33
002724,军工;无人机;核电;智慧灯杆;智慧城市;证金持股;粤港澳大湾区;物联网;深股通,002724.SZ,9,33
600198,卫星导航;商业航天;移动支付;量子科技;低空经济;车联网(车路协同);无人机;网络安全;芯片概念;智慧城市;5G;智慧政务;数据安全;智能穿戴;核电;MCU芯片;汽车芯片;创投;央企国企改革;一带一路;国企改革;股权转让(并购重组);沪股通,600198.SH,23,17
002081,光伏建筑一体化;PPP概念;装配式建筑;新型城镇化;一带一路;人工智能;智能家居;长三角一体化;第三代半导体;深股通;融资融券;芯片概念,002081.SZ,12,33
603006,新能源汽车;冷链物流;特斯拉概念,603006.SH,3,17
002563,网红经济;三胎概念;体育产业;IP经济(谷子经济);足球概念;跨境电商;共同富裕示范区;数字经济;深股通;融资融券,002563.SZ,10,33
600351,医药电商;维生素;仿制药一致性评价;流感;幽门螺杆菌概念;创新药;农业种植;三胎概念;重组蛋白;沪股通;融资融券,600351.SH,11,17
000625,网约车;兵装重组概念;证金持股;智能物流;车联网(车路协同);长安汽车概念;无人驾驶;低空经济;华为汽车;国企改革;飞行汽车(eVTOL);换电概念;央企国企改革;DeepSeek概念;智能座舱;机器人概念;西部大开发;一带一路;新能源汽车;腾讯概念;燃料电池;华为概念;人形机器人;动力电池回收;深股通;融资融券;锂电池概念;宁德时代概念;固态电池;俄乌冲突概念;股权转让(并购重组),000625.SZ,31,33
