code,所属概念数量,market_code,所属概念,股票代码
603535,14,17,自由贸易港;统一大市场;智能物流;跨境电商;无人驾驶;粤港澳大湾区;数字经济;物联网;低空经济;拼多多概念;航运概念;阿里巴巴概念;抖音概念(字节概念);沪股通,603535.SH
002889,21,33,冷链物流;统一大市场;跨境电商;智能物流;自由贸易港;粤港澳大湾区;冰雪产业;广东自贸区;机器人概念;互联网金融;一带一路;生物疫苗;数字经济;特斯拉概念;华为概念;区块链;人工智能;DeepSeek概念;航运概念;光刻机;深股通,002889.SZ
300878,6,33,创新药;肝炎概念;民营医院;医药电商;流感;融资融券,300878.SZ
600733,24,17,网约车;车联网(车路协同);无人驾驶;星闪概念;智能座舱;华为汽车;小米汽车;汽车芯片;京津冀一体化;华为概念;百度概念;DeepSeek概念;一体化压铸;换电概念;新能源汽车;充电桩;燃料电池;国企改革;储能;固态电池;高压快充;动力电池回收;沪股通;融资融券,600733.SH
301528,10,33,新能源汽车;专精特新;比亚迪概念;芯片概念;成飞概念;商业航天;卫星导航;粤港澳大湾区;核电;融资融券,301528.SZ
603668,9,17,养鸡;预制菜;C2M概念;福建自贸区;乡村振兴;海峡两岸;回购增持再贷款概念;沪股通;融资融券,603668.SH
002644,9,33,流感;三胎概念;肝炎概念;医药电商;医疗器械概念;农业种植;西部大开发;国企改革;消毒剂,002644.SZ
600582,10,17,煤炭概念;国企改革;央企国企改革;中俄贸易概念;人工智能;机器人概念;华为概念;F5G概念;沪股通;融资融券,600582.SH
000898,12,33,特钢概念;煤化工概念;金属回收;央企国企改革;国企改革;证金持股;回购增持再贷款概念;海工装备;比亚迪概念;深股通;融资融券;数据中心,000898.SZ
600169,12,22,国企改革;一带一路;高铁;回购增持再贷款概念;海工装备;核电;中俄贸易概念;商业航天;高端装备;ST板块;储能;减速器,600169.SH
600768,3,17,共同富裕示范区;2025年报预增;股权转让(并购重组),600768.SH
000929,5,33,ST板块;污水处理;西部大开发;啤酒概念;股权转让(并购重组),000929.SZ
688646,19,22,宁德时代概念;动力电池回收;固态电池;新能源汽车;锂电池概念;芯片概念;比亚迪概念;专精特新;储能;钠离子电池;长安汽车概念;机器人概念;新型工业化;人形机器人;机器视觉;智能物流;装配式建筑;ST板块;钙钛矿电池,688646.SH
300920,5,33,人形机器人;机器人概念;新能源汽车;三胎概念;融资融券,300920.SZ
601777,12,17,智能座舱;无人驾驶;车联网(车路协同);换电概念;新能源汽车;两轮车;独角兽概念;参股银行;西部大开发;百度概念;融资融券;沪股通,601777.SH
300475,12,33,存储芯片;芯片概念;数据中心;2025年报预增;腾讯概念;抖音概念(字节概念);阿里巴巴概念;人民币贬值受益;粤港澳大湾区;家用电器;深股通;融资融券,300475.SZ
603829,3,17,智能电网;光伏概念;储能,603829.SH
002686,12,33,水利;长安汽车概念;专精特新;高压快充;新能源汽车;数据中心;汽车电子;海工装备;军工;化债概念(AMC概念);国企改革;阿里巴巴概念,002686.SZ
600980,7,17,稀土永磁;金属钴;小金属概念;3D打印;央企国企改革;国企改革;机器人概念,600980.SH
000709,13,33,特钢概念;钒电池;国企改革;回购增持再贷款概念;雄安新区;核电;可控核聚变;钠离子电池;京津冀一体化;储能;比亚迪概念;深股通;融资融券,000709.SZ
002041,10,33,转基因;玉米;粮食概念;农业种植;生态农业;俄乌冲突概念;乡村振兴;2025年报预增;深股通;融资融券,002041.SZ
601607,11,17,证金持股;医药电商;生物疫苗;仿制药一致性评价;创新药;上海国企改革;国企改革;医疗器械概念;沪股通;融资融券;上海自贸区,601607.SH
002867,5,33,黄金概念;IP经济(谷子经济);创投;深股通;融资融券,002867.SZ
301201,7,33,专精特新;细胞免疫治疗;肝炎概念;CRO概念;创新药;合成生物;融资融券,301201.SZ
601033,11,17,生物质能发电;医疗废物处理;绿色电力;固废处理;PPP概念;垃圾分类;国企改革;储能;粤港澳大湾区;沪股通;融资融券,601033.SH
600202,8,17,中俄贸易概念;黑龙江自贸区;一带一路;创投;国企改革;回购增持再贷款概念;核电;超超临界发电,600202.SH
300952,12,33,人形机器人;比亚迪概念;机器人概念;商业航天;军工;安防;人民币贬值受益;石墨烯;海工装备;体育产业;深股通;融资融券,300952.SZ
603698,9,17,军民融合;军工;高端装备;氢能源;碳中和;国企改革;煤化工概念;沪股通;融资融券,603698.SH
601966,13,17,回购增持再贷款概念;农机;一带一路;智能物流;长安汽车概念;体育产业;新能源汽车;机器人概念;比亚迪概念;DeepSeek概念;人工智能;沪股通;融资融券,601966.SH
688146,13,17,氟化工概念;光刻机;中芯国际概念;国家大基金持股;固态电池;芯片概念;锂电池概念;中船系;央企国企改革;国企改革;沪股通;融资融券;中字头股票,688146.SH
605098,6,17,在线教育;职业教育;DeepSeek概念;AI应用;高股息精选;沪股通,605098.SH
688568,30,17,卫星导航;商业航天;时空大数据;多模态AI;AIGC概念;空间计算;AI智能体;数据要素;云计算;同花顺新质50;军工;数字孪生;DeepSeek概念;人工智能;低空经济;无人机;AI应用;数字经济;智慧城市;东数西算(算力);华为概念;海工装备;数据中心;水利;碳交易;碳中和;国企改革;中字头股票;沪股通;融资融券,688568.SH
002933,11,33,军民融合;军工;无人机;机器人概念;高端装备;人形机器人;专精特新;海工装备;京津冀一体化;国企改革;2025年报预增,002933.SZ
600691,16,17,煤化工概念;化肥;磷化工;天然气;消毒剂;国企改革;氢能源;回购增持再贷款概念;一带一路;燃料电池;光伏概念;储能;机器人概念;股权转让(并购重组);沪股通;融资融券,600691.SH
002249,17,33,人形机器人;长安汽车概念;机器人概念;新能源汽车;比亚迪概念;家用电器;燃料电池;充电桩;粤港澳大湾区;储能;数据中心;风电;回购增持再贷款概念;氢能源;AIGC概念;深股通;融资融券,002249.SZ
601985,16,17,中字头股票;同花顺中特估100;绿色电力;风电;央企国企改革;证金持股;可控核聚变;核电;国企改革;储能;钙钛矿电池;沪股通;融资融券;光伏概念;DeepSeek概念;机器人概念,601985.SH
600635,12,17,天然气;互联网金融;绿色电力;创投;独角兽概念;沪股通;融资融券;充电桩;污水处理;高压快充;新能源汽车;2025年报预增,600635.SH
600789,14,17,流感;肝炎概念;仿制药一致性评价;创新药;毛发医疗;阿尔茨海默概念;合成生物;宠物经济;消毒剂;国企改革;DeepSeek概念;工业互联网;融资融券;沪股通,600789.SH
600248,18,17,天然气;新疆振兴;煤化工概念;参股保险;国企改革;PPP概念;装配式建筑;乡村振兴;西部大开发;一带一路;雅下水电概念;水利;风电;DeepSeek概念;智慧城市;储能;融资融券;沪股通,600248.SH
301565,14,33,固态电池;宁德时代概念;锂电池概念;海峡两岸;福建自贸区;消费电子概念;专精特新;可降解塑料;食品安全;无人机;低空经济;合成生物;深股通;融资融券,301565.SZ
002999,12,33,农业种植;供销社;粮食概念;乡村振兴;化肥;农机;智能物流;数字乡村;2025年报预增;数字经济;低空经济;无人机,002999.SZ
920017,9,151,阿尔茨海默概念;辅助生殖;融资融券;流感;创新药;减肥药;仿制药一致性评价;专精特新;CRO概念,920017.BJ
301138,4,33,机器人概念;机器视觉;人工智能;融资融券,301138.SZ
920204,6,151,锂电池概念;融资融券;核污染防治;光伏概念;专精特新;PET铜箔,920204.BJ
001328,8,33,超级品牌;网红经济;三胎概念;医疗器械概念;国企改革;西部大开发;深股通;融资融券,001328.SZ
002392,12,33,特钢概念;芯片概念;人工智能;回购增持再贷款概念;AI智能体;中俄贸易概念;锂电池概念;小金属概念;碳中和;固态电池;参股券商;深股通,002392.SZ
002053,12,33,超超临界发电;绿色电力;天然气;风电;页岩气;国企改革;储能;西部大开发;钠离子电池;证金持股;深股通;融资融券,002053.SZ
002853,6,33,网红经济;C2M概念;智能家居;粤港澳大湾区;物联网;股权转让(并购重组),002853.SZ
300109,9,33,生物疫苗;基因测序;细胞免疫治疗;创新药;消毒剂;智能医疗;固态电池;深股通;融资融券,300109.SZ
002683,15,33,军民融合;军工;低空经济;商业航天;卫星导航;无人机;民爆概念;雅下水电概念;一带一路;国企改革;粤港澳大湾区;新疆振兴;股权转让(并购重组);融资融券;深股通,002683.SZ
688002,16,17,商业航天;军工;无人机;低空经济;毫米波雷达;芯片概念;传感器;机器人概念;无人驾驶;比亚迪概念;消费电子概念;汽车芯片;汽车电子;2025年报预增;沪股通;融资融券,688002.SH
600062,13,17,医药电商;青蒿素;仿制药一致性评价;创新药;NMN概念;合成生物;减肥药;国企改革;智能医疗;DeepSeek概念;沪股通;融资融券;央企国企改革,600062.SH
600391,10,17,国产航母;航空发动机;大飞机;军工;高端装备;央企国企改革;国企改革;西部大开发;沪股通;融资融券,600391.SH
688575,10,17,猴痘概念;辅助生殖;肝炎概念;基因测序;脑机接口;医疗器械概念;智能医疗;DeepSeek概念;沪股通;融资融券,688575.SH
301230,13,33,AI应用;ChatGPT概念;多模态AI;智能医疗;CRO概念;人工智能;创新药;流感;合成生物;医疗器械概念;2025年报预增;人民币贬值受益;融资融券,301230.SZ
603087,8,17,创新药;减肥药;2025年报预增;医疗器械概念;智能医疗;虚拟数字人;沪股通;融资融券,603087.SH
002320,9,33,海南自贸区;自由贸易港;航运概念;旅游概念;股权转让(并购重组);国企改革;央企国企改革;深股通;融资融券,002320.SZ
002700,3,33,天然气;新疆振兴;西部大开发,002700.SZ
002318,9,33,特钢概念;可控核聚变;海工装备;核电;回购增持再贷款概念;同花顺出海50;超超临界发电;融资融券;深股通,002318.SZ
600580,27,17,人形机器人;特斯拉概念;飞行汽车(eVTOL);航空发动机;比亚迪概念;新能源汽车;机器人概念;无人机;小米概念;军工;储能;低空经济;工业互联网;核电;数据中心;海工装备;风电;华为概念;氢能源;家用电器;智能家居;阿里巴巴概念;沪股通;融资融券;DeepSeek概念;一带一路;光伏建筑一体化,600580.SH
600630,10,17,三胎概念;物业管理;跨境电商;参股银行;网红经济;上海国企改革;国企改革;一带一路;上海自贸区;融资融券,600630.SH
603711,4,17,共同富裕示范区;互联网金融;创投;沪股通,603711.SH
601010,3,17,证金持股;沪股通;融资融券,601010.SH
000563,9,33,信托概念;参股保险;参股银行;证金持股;化债概念(AMC概念);国企改革;西部大开发;深股通;融资融券,000563.SZ
002765,18,33,减速器;华为汽车;长安汽车概念;机器人概念;比亚迪概念;新能源汽车;低空经济;智能座舱;汽车电子;军工;虚拟现实;消费电子概念;富士康概念;西部大开发;国企改革;股权转让(并购重组);深股通;融资融券,002765.SZ
301129,14,33,智慧城市;数据要素;AI智能体;人工智能;工业互联网;专精特新;DeepSeek概念;芯片概念;第三代半导体;空气能热泵;碳中和;AI应用;新疆振兴;融资融券,301129.SZ
688722,11,17,大飞机;商业航天;人形机器人;军工;机器人概念;专精特新;海工装备;医疗器械概念;央企国企改革;国企改革;融资融券,688722.SH
600612,7,17,黄金概念;小金属概念;国企改革;IP经济(谷子经济);沪股通;融资融券;AI眼镜,600612.SH
603776,15,17,共享单车;物联网;机器人概念;燃料电池;无人驾驶;旅游概念;养老概念;氢能源;两轮车;芯片概念;蚂蚁集团概念;存储芯片;沪股通;股权转让(并购重组);融资融券,603776.SH
301317,11,33,数据中心;专精特新;2025年报预增;新能源汽车;空气能热泵;人工智能;污水处理;共同富裕示范区;中俄贸易概念;深股通;融资融券,301317.SZ
920675,6,151,页岩气;西部大开发;融资融券;天然气;固废处理;专精特新,920675.BJ
000559,19,33,人形机器人;无人机;低空经济;机器人概念;军工;小米汽车;工业互联网;小米概念;比亚迪概念;新能源汽车;汽车电子;MCU芯片;储能;锂电池概念;固态电池;绿色电力;深股通;融资融券;股权转让(并购重组),000559.SZ
600965,11,17,粮食概念;乳业;农业种植;预制菜;生态农业;玉米;乡村振兴;冷链物流;京津冀一体化;土壤修复;融资融券,600965.SH
301121,17,33,小米概念;AI眼镜;智能穿戴;消费电子概念;无线耳机;专精特新;新型烟草(电子烟);智能音箱;华为概念;锂电池概念;充电桩;储能;固态电池;钠离子电池;阿里巴巴概念;西部大开发;融资融券,301121.SZ
600848,9,17,上海国企改革;自由贸易港;国企改革;上海自贸区;氢能源;创投;独角兽概念;融资融券;沪股通,600848.SH
603172,2,17,染料;融资融券,603172.SH
002921,10,33,农机;光热发电;减速器;燃料电池;新能源汽车;氢能源;机器人概念;光伏概念;人民币贬值受益;乡村振兴,002921.SZ
301339,26,33,ETC;移动支付;车联网(车路协同);智慧城市;数字经济;数据要素;智慧政务;信创;DeepSeek概念;人工智能;数字孪生;腾讯概念;国资云;阿里巴巴概念;长安汽车概念;华为概念;无人驾驶;旅游概念;专精特新;比亚迪概念;5G;国企改革;特斯拉概念;AI应用;深股通;融资融券,301339.SZ
301267,12,33,眼科医疗;民营医院;智能医疗;DeepSeek概念;人工智能;福建自贸区;海峡两岸;智能穿戴;AI眼镜;5G;深股通;融资融券,301267.SZ
601155,5,17,物业管理;装配式建筑;养老概念;沪股通;融资融券,601155.SH
002372,11,33,地下管网;净水概念;污水处理;一带一路;水利;数字经济;海峡两岸;智能家居;石墨烯;深股通;融资融券,002372.SZ
600810,7,17,国企改革;回购增持再贷款概念;光伏建筑一体化;军工;股权转让(并购重组);沪股通;融资融券,600810.SH
300791,5,33,宠物经济;维生素;人民币贬值受益;DeepSeek概念;深股通,300791.SZ
600894,12,17,国企改革;证金持股;粤港澳大湾区;智慧城市;新型工业化;机器人概念;物联网;新能源汽车;人工智能;汽车电子;融资融券;沪股通,600894.SH
600239,6,17,物业管理;特色小镇;养老概念;工业大麻;国企改革;西部大开发,600239.SH
