所属概念数量,code,股票代码,market_code,所属概念
15,688813,688813.SH,17,科创次新股;PET铜箔;PCB概念;共封装光学(CPO);注册制次新股;军工;锂电池概念;比亚迪概念;华为概念;核电;氢能源;西部大开发;国企改革;新股与次新股;融资融券
8,600683,600683.SH,17,特色小镇;土地流转;物业管理;旅游概念;养老概念;国企改革;创投;京津冀一体化
15,600126,600126.SH,17,算力租赁;国资云;东数西算(算力);阿里巴巴概念;数据中心;DeepSeek概念;智慧城市;数字经济;特钢概念;比亚迪概念;汽车拆解概念;绿色电力;国企改革;沪股通;融资融券
34,300846,300846.SZ,33,算力租赁;华为昇腾;智谱AI;云计算;东数西算(算力);云游戏;数据安全;快手概念;信创;网络安全;智慧政务;国产操作系统;数据中心;百度概念;小红书概念;AI智能体;AIGC概念;数据要素;虚拟数字人;车联网(车路协同);数字乡村;华为概念;在线教育;芯片概念;DeepSeek概念;商业航天;人工智能;无人驾驶;专精特新;京津冀一体化;创投;一带一路;融资融券;深股通
11,300393,300393.SZ,33,BC电池;TOPCON电池;钙钛矿电池;光伏建筑一体化;光伏概念;虚拟电厂;国企改革;华为概念;AI智能体;深股通;融资融券
10,688582,688582.SH,17,无人驾驶;商业航天;传感器;芯片概念;低空经济;机器人概念;专精特新;股权转让(并购重组);沪股通;融资融券
9,920982,920982.BJ,151,AI应用;医药电商;医疗器械概念;医美概念;创新药;合成生物;重组蛋白;融资融券;专精特新
17,300788,300788.SZ,33,知识产权保护;文化传媒概念;IP经济(谷子经济);元宇宙;AIGC概念;抖音概念(字节概念);AI应用;百度概念;数据要素;AI智能体;职业教育;人工智能;三胎概念;DeepSeek概念;国企改革;深股通;中字头股票
10,002676,002676.SZ,33,汽车电子;比亚迪概念;新能源汽车;机器人概念;智能家居;工业互联网;光伏概念;国企改革;金属回收;深股通
8,605167,605167.SH,17,海工装备;核电;新型工业化;氢能源;一带一路;固废处理;中俄贸易概念;天然气
15,300201,300201.SZ,33,核污染防治;电力物联网;苹果概念;智能电网;无人机;军工;军民融合;无人驾驶;高端装备;工业互联网;储能;机器人概念;宁德时代概念;锂电池概念;深股通
33,300136,300136.SZ,33,6G概念;卫星导航;商业航天;WiFi 6;富士康概念;同花顺果指数;芯片概念;5G;毫米波雷达;智能音箱;柔性屏(折叠屏);苹果概念;消费电子概念;无人机;智能穿戴;汽车电子;AI眼镜;无线充电;无线耳机;华为概念;低空经济;虚拟现实;车联网(车路协同);物联网;特斯拉概念;机器人概念;海峡两岸;粤港澳大湾区;人民币贬值受益;一带一路;回购增持再贷款概念;深股通;融资融券
4,300779,300779.SZ,33,固废处理;稀土永磁;融资融券;深股通
9,300901,300901.SZ,33,英伟达概念;多模态AI;三胎概念;虚拟数字人;AIGC概念;人民币贬值受益;东数西算(算力);新疆振兴;融资融券
12,002290,002290.SZ,33,芯片概念;家用电器;2025年报预增;东数西算(算力);信创;智能物流;人工智能;云游戏;智能医疗;DeepSeek概念;文化传媒概念;深股通
14,300686,300686.SZ,33,富士康概念;OLED;柔性屏(折叠屏);消费电子概念;智能穿戴;小米概念;虚拟现实;比亚迪概念;华为概念;新能源汽车;机器人概念;固态电池;石墨烯;回购增持再贷款概念
9,002962,002962.SZ,33,汽车电子;消费电子概念;MR(混合现实);小米概念;虚拟现实;专精特新;安防;华为概念;人民币贬值受益
11,300778,300778.SZ,33,智慧城市;新型城镇化;低空经济;粤港澳大湾区;华为概念;垃圾分类;水利;换电概念;地下管网;乡村振兴;绿色电力
17,300537,300537.SZ,33,光刻胶;OLED;PCB概念;芯片概念;华为手机;消费电子概念;5G;富士康概念;智能穿戴;石墨烯;新能源汽车;比亚迪概念;华为概念;海工装备;光伏概念;BC电池;深股通
20,300594,300594.SZ,33,液冷服务器;汽车热管理;空气能热泵;数据中心;农机;新能源汽车;飞行汽车(eVTOL);比亚迪概念;风电;高铁;换电概念;低空经济;专精特新;充电桩;储能;光伏概念;烟草;芯片概念;回购增持再贷款概念;ST板块
11,000420,000420.SZ,33,碳纤维;风电;国企改革;飞行汽车(eVTOL);体育产业;大飞机;冰雪产业;低空经济;无人机;融资融券;深股通
6,603336,603336.SH,17,农业种植;冷链物流;乡村振兴;国企改革;一带一路;股权转让(并购重组)
14,301577,301577.SZ,33,WiFi 6;富士康概念;5G;专精特新;小米概念;无人驾驶;比亚迪概念;海峡两岸;数据中心;新能源汽车;高压快充;充电桩;数字货币;融资融券
12,920978,920978.BJ,151,液冷服务器;融资融券;比亚迪概念;汽车电子;新能源汽车;长安汽车概念;汽车热管理;储能;小米汽车;机器人概念;传感器;专精特新
9,688580,688580.SH,17,脑机接口;智能医疗;专精特新;三胎概念;医疗器械概念;机器人概念;养老概念;医美概念;融资融券
23,002050,002050.SZ,33,人形机器人;同花顺新质50;特斯拉概念;汽车热管理;小米概念;长安汽车概念;机器人概念;比亚迪概念;华为汽车;新能源汽车;家用电器;液冷服务器;数据中心;宁德时代概念;DeepSeek概念;储能;空气能热泵;燃料电池;一带一路;回购增持再贷款概念;同花顺出海50;深股通;融资融券
21,300567,300567.SZ,33,国家大基金持股;中芯国际概念;先进封装;存储芯片;OLED;MiniLED;柔性屏(折叠屏);芯片概念;富士康概念;MR(混合现实);AI眼镜;苹果概念;小米概念;机器视觉;虚拟现实;比亚迪概念;华为概念;宁德时代概念;锂电池概念;深股通;融资融券
20,600206,600206.SH,17,稀土永磁;国家大基金持股;中芯国际概念;先进封装;存储芯片;OLED;芯片概念;光纤概念;5G;军工;2025年报预增;华为概念;牙科医疗;医疗器械概念;京津冀一体化;央企国企改革;国企改革;雄安新区;沪股通;融资融券
40,300602,300602.SZ,33,共封装光学(CPO);富士康概念;液冷服务器;AI PC;苹果概念;华为手机;5G;华为海思概念股;AI眼镜;数据中心;MR(混合现实);小米概念;无人机;比亚迪概念;宁德时代概念;汽车热管理;人形机器人;新能源汽车;特斯拉概念;华为概念;无人驾驶;虚拟现实;光伏概念;2025年报预增;机器人概念;充电桩;华为汽车;储能;工业互联网;石墨烯;锂电池概念;长安汽车概念;一体化压铸;粤港澳大湾区;家用电器;智能物流;一带一路;物业管理;融资融券;深股通
8,002134,002134.SZ,33,PCB概念;专精特新;新能源汽车;军工;大飞机;京津冀一体化;天津自贸区;深股通
34,300322,300322.SZ,33,WiFi 6;先进封装;6G概念;毫米波雷达;液冷服务器;5G;汽车电子;消费电子概念;AI眼镜;芯片概念;智能穿戴;传感器;小米概念;无线充电;卫星导航;华为概念;商业航天;无人驾驶;比亚迪概念;太赫兹;虚拟现实;无人机;特斯拉概念;车联网(车路协同);汽车热管理;物联网;新能源汽车;机器人概念;元宇宙;粤港澳大湾区;海峡两岸;储能;深股通;融资融券
7,688757,688757.SH,17,存储芯片;先进封装;芯片概念;光刻胶;新能源汽车;沪股通;融资融券
10,688283,688283.SH,17,卫星导航;5G;军工信息化;商业航天;专精特新;军工;军民融合;车联网(车路协同);西部大开发;融资融券
9,002328,002328.SZ,33,液冷服务器;数据中心;特斯拉概念;新能源汽车;储能;长三角一体化;创投;一带一路;融资融券
9,603786,603786.SH,17,传感器;无人驾驶;比亚迪概念;汽车电子;车联网(车路协同);专精特新;新能源汽车;融资融券;沪股通
21,000533,000533.SZ,33,智能电网;抽水蓄能;风电;充电桩;超超临界发电;核电;数据中心;光伏概念;东数西算(算力);储能;可控核聚变;海工装备;水利;百度概念;阿里巴巴概念;数字经济;粤港澳大湾区;比亚迪概念;中芯国际概念;深股通;融资融券
19,688531,688531.SH,17,PCB概念;芯片概念;共封装光学(CPO);一体化压铸;液冷服务器;宁德时代概念;商业航天;比亚迪概念;专精特新;锂电池概念;高端装备;特斯拉概念;固态电池;人工智能;储能;食品安全;回购增持再贷款概念;沪股通;融资融券
47,002579,002579.SZ,33,PCB概念;共封装光学(CPO);MiniLED;AI PC;MicroLED概念;先进封装;6G概念;柔性屏(折叠屏);OLED;5G;WiFi 6;AI手机;毫米波雷达;汽车电子;消费电子概念;存储芯片;芯片概念;AI眼镜;智能穿戴;数据中心;无线耳机;比亚迪概念;小米概念;无人驾驶;新能源汽车;人形机器人;智能音箱;商业航天;卫星导航;无人机;新型烟草(电子烟);军工;机器人概念;物联网;储能;海峡两岸;工业互联网;低空经济;粤港澳大湾区;军民融合;医疗器械概念;数字经济;创投;广东自贸区;养老概念;融资融券;深股通
1,600769,600769.SH,17,国企改革
11,600119,600119.SH,22,ST板块;上海国企改革;自由贸易港;物业管理;跨境电商;长三角一体化;统一大市场;租售同权;国企改革;卫星导航;金属铜
10,920425,920425.BJ,151,2025年报预增;MiniLED;消费电子概念;机器人概念;苹果概念;融资融券;AI眼镜;西部大开发;专精特新;机器视觉
32,688418,688418.SH,17,卫星导航;商业航天;6G概念;军工;无人机;智慧政务;低空经济;网络安全;WiFi 6;5G;飞行汽车(eVTOL);量子科技;车联网(车路协同);物联网;机器人概念;智慧城市;华为概念;人工智能;数据中心;AI智能体;智慧灯杆;无人驾驶;工业互联网;DeepSeek概念;华为数字能源;储能;F5G概念;养老概念;光纤概念;一带一路;沪股通;融资融券
4,920111,920111.BJ,151,共同富裕示范区;专精特新;融资融券;新能源汽车
5,603586,603586.SH,17,高铁;新能源汽车;比亚迪概念;人民币贬值受益;2025年报预增
6,603777,603777.SH,17,腾讯概念;人工智能;IP经济(谷子经济);智能物流;白酒概念;融资融券
6,000980,000980.SZ,33,新能源汽车;中俄贸易概念;百度概念;一带一路;深股通;融资融券
25,002272,002272.SZ,33,液冷服务器;数据中心;特高压;智能电网;军工;核电;华为概念;传感器;高端装备;光热发电;抽水蓄能;储能;工业互联网;低空经济;机器人概念;风电;数字经济;水利;氢能源;碳中和;垃圾分类;超超临界发电;西部大开发;深股通;融资融券
6,301468,301468.SZ,33,核电;海工装备;人民币贬值受益;垃圾分类;回购增持再贷款概念;融资融券
17,600388,600388.SH,17,土壤修复;固废处理;污水处理;回购增持再贷款概念;PPP概念;储能;专精特新;机器人概念;绿色电力;风电;氢能源;海峡两岸;国企改革;钠离子电池;华为概念;融资融券;沪股通
6,688607,688607.SH,17,传感器;智能医疗;人工智能;AI应用;宠物经济;融资融券
15,603286,603286.SH,17,人形机器人;新型工业化;传感器;专精特新;智能家居;长安汽车概念;机器人概念;智能座舱;无人驾驶;比亚迪概念;PM2.5;汽车电子;新能源汽车;芯片概念;工业互联网
9,003023,003023.SZ,33,三胎概念;露营经济;医疗器械概念;家用电器;宠物经济;跨境电商;智能家居;消毒剂;西部大开发
8,301595,301595.SZ,33,露营经济;专精特新;智能家居;商业航天;跨境电商;注册制次新股;新股与次新股;融资融券
14,300480,300480.SZ,33,先进封装;第三代半导体;共封装光学(CPO);芯片概念;华为概念;传感器;物联网;工业母机;工业互联网;专精特新;高端装备;机器人概念;一带一路;深股通
7,603815,603815.SH,17,新型城镇化;PPP概念;地下管网;乡村振兴;水利;一带一路;沪股通
29,300088,300088.SZ,33,算力租赁;东数西算(算力);电子纸;MicroLED概念;AI手机;柔性屏(折叠屏);车联网(车路协同);华为概念;元宇宙;虚拟现实;智能座舱;汽车电子;消费电子概念;苹果概念;比亚迪概念;小米概念;智能穿戴;OLED;华为汽车;特斯拉概念;新能源汽车;储能;石墨烯;锂电池概念;固态电池;一带一路;国企改革;深股通;融资融券
21,300085,300085.SZ,33,华为鲲鹏;数据确权;信创;百度概念;互联网金融;数字货币;数据要素;区块链;语音技术;AI应用;人工智能;华为概念;机器人概念;粤港澳大湾区;5G;碳中和;跨境电商;深股通;参股券商;股权转让(并购重组);融资融券
11,300570,300570.SZ,33,共封装光学(CPO);F5G概念;光纤概念;铜缆高速连接;5G;芯片概念;数据中心;传感器;人民币贬值受益;融资融券;深股通
26,301312,301312.SZ,33,共封装光学(CPO);华为海思概念股;新型烟草(电子烟);MicroLED概念;MiniLED;AI PC;苹果概念;MR(混合现实);消费电子概念;芯片概念;AI眼镜;机器视觉;汽车电子;数据中心;新型工业化;专精特新;比亚迪概念;虚拟现实;华为概念;空间计算;机器人概念;高端装备;粤港澳大湾区;元宇宙;深股通;融资融券
16,002789,002789.SZ,33,ST板块;建筑节能;粤港澳大湾区;横琴新区;装配式建筑;养老概念;充电桩;新型城镇化;储能;创投;智慧城市;人工智能;绿色电力;互联网金融;智能电网;国企改革
13,301180,301180.SZ,33,高压快充;储能;比亚迪概念;新能源汽车;华为概念;苹果概念;宁德时代概念;消费电子概念;智能穿戴;AI眼镜;锂电池概念;深股通;融资融券
4,002928,002928.SZ,33,2025年报预增;西部大开发;融资融券;深股通
7,300994,300994.SZ,33,两轮车;中俄贸易概念;跨境电商;体育产业;三胎概念;人民币贬值受益;融资融券
17,688191,688191.SH,17,特高压;智能电网;风电;无人机;专精特新;华为昇腾;水利;华为概念;机器视觉;数字孪生;DeepSeek概念;人工智能;多模态AI;AI智能体;鸿蒙概念;沪股通;融资融券
41,300229,300229.SZ,33,MLOps概念;AI语料;多模态AI;华为昇腾;ChatGPT概念;Sora概念(文生视频);华为鲲鹏;Web3.0;AIGC概念;数据安全;华为盘古;信创;智慧政务;AI智能体;AI应用;虚拟数字人;腾讯概念;网络安全;阿里巴巴概念;数据要素;电子身份证;元宇宙;东数西算(算力);知识产权保护;蚂蚁集团概念;军工信息化;数字货币;DeepSeek概念;人工智能;数字经济;华为概念;互联网金融;数据中心;军工;军民融合;小米概念;机器人概念;专精特新;乡村振兴;深股通;融资融券
13,600360,600360.SH,22,第三代半导体;先进封装;芯片概念;汽车芯片;军工;汽车电子;小米概念;华为概念;新能源汽车;充电桩;国企改革;ST板块;股权转让(并购重组)
11,920821,920821.BJ,151,消费电子概念;新能源汽车;专精特新;传感器;虚拟现实;共封装光学(CPO);汽车电子;融资融券;人民币贬值受益;AI眼镜;PCB概念
