股票代码,所属概念数量,market_code,所属概念,code
600973.SH,17,17,大飞机;超导概念;核电;军工;无人机;高端装备;低空经济;智能电网;铜缆高速连接;充电桩;高铁;飞行汽车(eVTOL);新能源汽车;特斯拉概念;国企改革;沪股通;融资融券,600973
600356.SH,4,17,烟草;黑龙江自贸区;国企改革;2025年报预增,600356
920227.BJ,6,151,阿里巴巴概念;融资融券;拼多多概念;抖音概念(字节概念);小红书概念;ERP概念,920227
688116.SH,12,17,固态电池;钠离子电池;宁德时代概念;锂电池概念;石墨烯;高压快充;比亚迪概念;储能;专精特新;机器人概念;沪股通;融资融券,688116
301071.SZ,6,33,培育钻石;第三代半导体;芯片概念;海峡两岸;深股通;融资融券,301071
600470.SH,7,17,磷化工;化肥;煤化工概念;锂电池概念;污水处理;乡村振兴;融资融券,600470
920576.BJ,9,151,西部大开发;融资融券;海工装备;核电;国企改革;商业航天;可控核聚变;卫星导航;专精特新,920576
002766.SZ,11,33,车联网(车路协同);数据要素;智能座舱;无人驾驶;人工智能;物联网;粤港澳大湾区;5G;消费电子概念;人民币贬值受益;深股通,002766
600685.SH,14,17,中船系;国产航母;军工;海工装备;央企国企改革;2025年报预增;风电;数据中心;工业互联网;国企改革;同花顺中特估100;沪股通;中字头股票;融资融券,600685
002066.SZ,5,33,核电;央企国企改革;碳中和;国企改革;证金持股,002066
603219.SH,13,17,家用电器;人民币贬值受益;机器人概念;智能家居;小米概念;共同富裕示范区;回购增持再贷款概念;智能穿戴;创投;工业互联网;储能;PCB概念;沪股通,603219
300276.SZ,18,33,新型工业化;长安汽车概念;机器人概念;特斯拉概念;无人驾驶;比亚迪概念;工业互联网;高端装备;车联网(车路协同);军工;智能物流;专精特新;芯片概念;人工智能;宁德时代概念;智能电网;融资融券;深股通,300276
688410.SH,6,17,2025年报预增;医疗器械概念;智能医疗;专精特新;西部大开发;融资融券,688410
920077.BJ,6,151,2025年报预增;风电;融资融券;碳纤维;国企改革;专精特新,920077
300353.SZ,42,33,军工信息化;AI智能体;华为欧拉;信创;网络安全;人工智能;DeepSeek概念;卫星导航;国产操作系统;商业航天;军民融合;智慧城市;物联网;华为概念;军工;新型工业化;车联网(车路协同);工业互联网;大飞机;无人机;机器视觉;机器人概念;数据中心;人形机器人;工业母机;5G;核电;智能物流;芯片概念;高铁;雄安新区;智能电网;虚拟电厂;汽车芯片;汽车电子;风电;储能;2025年报预增;绿色电力;深股通;股权转让(并购重组);融资融券,300353
600010.SH,14,17,稀土永磁;特钢概念;西部大开发;国企改革;雅下水电概念;工业互联网;证金持股;一带一路;回购增持再贷款概念;数据中心;风电;沪股通;融资融券;氟化工概念,600010
300109.SZ,9,33,生物疫苗;基因测序;细胞免疫治疗;消毒剂;固态电池;创新药;智能医疗;深股通;融资融券,300109
300735.SZ,36,33,毫米波雷达;智能穿戴;智能座舱;EDR概念;车联网(车路协同);安防;小米概念;物联网;传感器;卫星导航;低空经济;无人驾驶;华为概念;移动支付;东数西算(算力);汽车电子;5G;消费电子概念;机器人概念;人形机器人;华为手机;小米汽车;商业航天;工业互联网;智能家居;华为汽车;粤港澳大湾区;新能源汽车;充电桩;光伏概念;储能;一带一路;宠物经济;深股通;股权转让(并购重组);融资融券,300735
301169.SZ,31,33,华为昇腾;阿里巴巴概念;信创;AI智能体;云办公;数据安全;时空大数据;AIGC概念;数据要素;腾讯概念;鸿蒙概念;智慧政务;元宇宙;云计算;华为概念;人工智能;财税数字化;数字乡村;数字孪生;智慧城市;数字经济;DeepSeek概念;蚂蚁集团概念;数据确权;互联网金融;跨境支付(CIPS);烟草;苹果概念;跨境电商;一带一路;融资融券,301169
300569.SZ,9,33,风电;光伏概念;绿色电力;海工装备;回购增持再贷款概念;国企改革;横琴新区;融资融券;深股通,300569
600301.SH,8,17,金属铅;金属锌;金属铜;小金属概念;西部大开发;DeepSeek概念;国企改革;沪股通,600301
301127.SZ,19,33,固废处理;污水处理;地下管网;新型城镇化;PPP概念;净水概念;生物质能发电;氢能源;专精特新;储能;回购增持再贷款概念;高端装备;绿色电力;充电桩;风电;东数西算(算力);华为概念;深股通;融资融券,301127
300268.SZ,4,33,ST板块;预制菜;三胎概念;人民币贬值受益,300268
603027.SH,3,17,西部大开发;融资融券;沪股通,603027
300492.SZ,8,33,人工智能;职业教育;在线教育;西部大开发;2025年报预增;AI应用;融资融券;深股通,300492
002913.SZ,17,33,PCB概念;富士康概念;AI PC;汽车电子;MiniLED;英伟达概念;5G;小米概念;新能源汽车;6G概念;数据中心;人民币贬值受益;华为数字能源;华为概念;深股通;抖音概念(字节概念);融资融券,002913
002859.SZ,11,33,PET铜箔;专精特新;消费电子概念;超导概念;宁德时代概念;固态电池;锂电池概念;可控核聚变;一带一路;深股通;融资融券,002859
603009.SH,8,17,人形机器人;汽车热管理;特斯拉概念;新能源汽车;比亚迪概念;2025年报预增;融资融券;沪股通,603009
300402.SZ,15,33,特钢概念;光热发电;航空发动机;海工装备;军工;硅能源;中俄贸易概念;金属铜;小金属概念;国企改革;污水处理;光伏概念;高端装备;回购增持再贷款概念;专精特新,300402
300399.SZ,13,33,互联网保险;互联网金融;ChatGPT概念;信创;百度概念;数据要素;阿里巴巴概念;创投;5G;国企改革;AI应用;2025年报预增;深股通,300399
002660.SZ,20,33,换电概念;充电桩;光伏概念;智慧灯杆;绿色电力;储能;粤港澳大湾区;创投;体育产业;机器人概念;柔性屏(折叠屏);比亚迪概念;国企改革;消费电子概念;数字乡村;5G;OLED;区块链;第三代半导体;知识产权保护,002660
002167.SZ,11,33,小金属概念;稀土永磁;锂电池概念;固态电池;氢能源;核电;燃料电池;回购增持再贷款概念;牙科医疗;深股通;融资融券,002167
300052.SZ,23,33,ST板块;粤港澳大湾区;数据中心;华为概念;数字孪生;虚拟现实;算力租赁;东数西算(算力);腾讯概念;网络安全;阿里巴巴概念;数字经济;云游戏;区块链;云计算;电子竞技;互联网金融;元宇宙;手机游戏;网络游戏;NFT概念;旅游概念;虚拟数字人,300052
300249.SZ,24,33,液冷服务器;东数西算(算力);数据中心;5G;华为概念;腾讯概念;阿里巴巴概念;云计算;百度概念;华为数字能源;数字乡村;数字孪生;区块链;人工智能;物联网;智慧城市;储能;专精特新;机器人概念;碳中和;回购增持再贷款概念;西部大开发;深股通;融资融券,300249
001212.SZ,8,33,先进封装;芯片概念;有机硅概念;装配式建筑;粤港澳大湾区;回购增持再贷款概念;深股通;股权转让(并购重组),001212
920665.BJ,8,151,核污染防治;海峡两岸;高铁;融资融券;商业航天;光伏概念;专精特新;PCB概念,920665
301278.SZ,8,33,钙钛矿电池;光伏建筑一体化;光伏概念;储能;充电桩;专精特新;机器人概念;融资融券,301278
000795.SZ,17,33,稀土永磁;小金属概念;风电;养老概念;机器人概念;新能源汽车;减速器;专精特新;新型工业化;比亚迪概念;人形机器人;消费电子概念;医疗器械概念;无线耳机;苹果概念;深股通;融资融券,000795
002281.SZ,19,33,共封装光学(CPO);F5G概念;光纤概念;液冷服务器;5G;6G概念;芯片概念;量子科技;东数西算(算力);数据中心;抖音概念(字节概念);华为概念;阿里巴巴概念;腾讯概念;百度概念;深股通;融资融券;央企国企改革;国企改革,002281
688390.SH,8,17,光伏概念;光伏建筑一体化;储能;虚拟电厂;回购增持再贷款概念;智能电网;沪股通;融资融券,688390
603737.SH,6,17,沪股通;2025年报预增;DeepSeek概念;海峡两岸;商业航天;融资融券,603737
600141.SH,18,17,磷化工;氟化工概念;化肥;草甘膦;有机硅概念;硅能源;消毒剂;固态电池;锂电池概念;回购增持再贷款概念;国企改革;比亚迪概念;乡村振兴;中芯国际概念;沪股通;融资融券;机器人概念;芯片概念,600141
002354.SZ,43,33,Sora概念(文生视频);快手概念;小红书概念;AI语料;ChatGPT概念;Web3.0;AIGC概念;虚拟数字人;短剧游戏;多模态AI;AI智能体;云计算;抖音概念(字节概念);数据确权;在线教育;数据要素;百度概念;信创;腾讯概念;文化传媒概念;元宇宙;手机游戏;网络游戏;算力租赁;数字经济;DeepSeek概念;电子竞技;人工智能;IP经济(谷子经济);东数西算(算力);智能医疗;数字孪生;虚拟现实;MR(混合现实);跨境电商;机器视觉;乡村振兴;机器人概念;芯片概念;AI应用;人形机器人;深股通;融资融券,002354
600309.SH,16,17,环氧丙烷;煤化工概念;POE胶膜;丙烯酸;可降解塑料;证金持股;绿色电力;国企改革;锂电池概念;同花顺漂亮100;沪股通;融资融券;同花顺出海50;碳纤维;低空经济;AIGC概念,600309
600585.SH,11,17,同花顺中特估100;水泥概念;证金持股;装配式建筑;国企改革;雅下水电概念;一带一路;同花顺漂亮100;沪股通;融资融券;储能,600585
300304.SZ,15,33,传感器;无人驾驶;机器人概念;新能源汽车;比亚迪概念;汽车电子;储能;专精特新;汽车芯片;芯片概念;横琴新区;创投;绿色电力;海峡两岸;深股通,300304
300229.SZ,40,33,Sora概念(文生视频);AI语料;ChatGPT概念;MLOps概念;Web3.0;AIGC概念;多模态AI;华为盘古;华为昇腾;AI智能体;虚拟数字人;华为鲲鹏;知识产权保护;智慧政务;数据要素;蚂蚁集团概念;信创;数据安全;阿里巴巴概念;腾讯概念;网络安全;电子身份证;元宇宙;数字货币;DeepSeek概念;数字经济;人工智能;互联网金融;东数西算(算力);AI应用;华为概念;军民融合;军工;数据中心;机器人概念;小米概念;乡村振兴;专精特新;深股通;融资融券,300229
600989.SH,11,17,煤化工概念;POE胶膜;煤炭概念;碳中和;西部大开发;氢能源;2025年报预增;跨境电商;DeepSeek概念;融资融券;沪股通,600989
002565.SZ,12,33,商业航天;卫星导航;生态农业;土壤修复;东数西算(算力);工业大麻;一带一路;新型烟草(电子烟);回购增持再贷款概念;跨境电商;深股通;融资融券,002565
002229.SZ,21,33,数字水印;算力租赁;福建自贸区;东数西算(算力);海峡两岸;数据中心;云计算;区块链;Web3.0;数字经济;数据要素;元宇宙;英伟达概念;人工智能;DeepSeek概念;虚拟数字人;AIGC概念;ChatGPT概念;体育产业;融资融券;深股通,002229
688669.SH,6,17,钙钛矿电池;石墨烯;可降解塑料;光刻胶;磷化工;融资融券,688669
600198.SH,23,17,卫星导航;商业航天;移动支付;量子科技;车联网(车路协同);低空经济;无人机;网络安全;数据安全;智慧政务;智慧城市;芯片概念;智能穿戴;5G;MCU芯片;核电;汽车芯片;创投;央企国企改革;一带一路;国企改革;股权转让(并购重组);沪股通,600198
688401.SH,10,17,先进封装;OLED;第三代半导体;芯片概念;PCB概念;消费电子概念;MiniLED;专精特新;沪股通;融资融券,688401
688619.SH,22,17,量子科技;安防;机器视觉;物联网;网络安全;军工;虚拟现实;智慧灯杆;专精特新;智慧城市;信创;人脸识别;机器人概念;人工智能;福建自贸区;海工装备;多模态AI;土壤修复;海峡两岸;智能医疗;AI应用;融资融券,688619
603268.SH,7,22,股权转让(并购重组);ST板块;跨境电商;人民币贬值受益;海工装备;高端装备;在线教育,603268
300214.SZ,8,33,丙烯酸;新疆振兴;专精特新;液冷服务器;数据中心;东数西算(算力);算力租赁;DeepSeek概念,300214
688291.SH,5,17,3D打印;机器视觉;专精特新;工业互联网;融资融券,688291
002595.SZ,5,33,深股通;融资融券;工业母机;海工装备;风电,002595
600058.SH,9,17,小金属概念;央企国企改革;一带一路;国企改革;统一大市场;乡村振兴;融资融券;股权转让(并购重组);沪股通,600058
603676.SH,5,17,仿制药一致性评价;维生素;三胎概念;西部大开发;沪股通,603676
301035.SZ,6,33,草甘膦;回购增持再贷款概念;2025年报预增;人民币贬值受益;深股通;融资融券,301035
603798.SH,5,17,燃料电池;氢能源;回购增持再贷款概念;军工;军民融合,603798
603678.SH,15,17,商业航天;军工;5G;小米概念;超级电容;专精特新;新能源汽车;海峡两岸;人工智能;2025年报预增;核电;创投;芯片概念;沪股通;融资融券,603678
603588.SH,17,17,金属回收;金属铅;2025年报预增;小金属概念;黄金概念;金属铜;金属镍;固废处理;医疗废物处理;一带一路;土壤修复;污水处理;垃圾分类;生物质能发电;PPP概念;沪股通;融资融券,603588
300870.SZ,17,33,液冷服务器;富士康概念;第三代半导体;WiFi 6;数据中心;消费电子概念;光伏概念;华为概念;比亚迪概念;充电桩;无人机;海峡两岸;阿里巴巴概念;一带一路;智能家居;深股通;融资融券,300870
300958.SZ,16,33,新型城镇化;污水处理;土壤修复;净水概念;固废处理;碳中和;乡村振兴;生态农业;国企改革;京津冀一体化;人工智能;核污染防治;无人机;AI智能体;磷化工;融资融券,300958
600605.SH,4,17,租售同权;物业管理;芯片概念;沪股通,600605
002446.SZ,20,33,太赫兹;军工信息化;6G概念;卫星导航;商业航天;军民融合;车联网(车路协同);军工;毫米波雷达;5G;华为概念;无人驾驶;物联网;芯片概念;汽车电子;粤港澳大湾区;回购增持再贷款概念;智能电网;深股通;融资融券,002446
688786.SH,8,17,3D打印;特钢概念;专精特新;柔性屏(折叠屏);军工;消费电子概念;动力电池回收;融资融券,688786
688525.SH,20,17,国家大基金持股;存储芯片;先进封装;汽车芯片;AI PC;AI手机;芯片概念;2025年报预增;AI眼镜;消费电子概念;智能穿戴;小米概念;专精特新;数据中心;机器人概念;华为概念;信创;阿里巴巴概念;沪股通;融资融券,688525
000155.SZ,13,33,盐湖提锂;小金属概念;磷化工;锂电池概念;储能;绿色电力;回购增持再贷款概念;西部大开发;风电;固废处理;国企改革;深股通;融资融券,000155
688356.SH,8,17,医疗器械概念;医美概念;创新药;2025年报预增;人民币贬值受益;3D打印;沪股通;融资融券,688356
002453.SZ,3,33,光刻胶;深股通;融资融券,002453
