股票代码,market_code,code,所属概念数量,所属概念
603528.SH,17,603528,33,智慧城市;车联网(车路协同);物联网;鸿蒙概念;人工智能;职业教育;数据要素;信创;数据安全;低空经济;机器视觉;华为鲲鹏;在线教育;机器人概念;DeepSeek概念;无人驾驶;卫星导航;ChatGPT概念;人形机器人;华为昇腾;专精特新;比亚迪概念;东数西算(算力);新能源汽车;充电桩;芯片概念;高压快充;光伏概念;储能;智能电网;参股银行;AI应用;沪股通
000068.SZ,33,000068,6,PPP概念;国企改革;创投;粤港澳大湾区;智慧城市;锂电池概念
603729.SH,17,603729,8,文化传媒概念;抖音概念(字节概念);网红经济;小红书概念;旅游概念;数据要素;上海自贸区;华为概念
300896.SZ,33,300896,10,毛发医疗;医美概念;合成生物;减肥药;医疗器械概念;重组蛋白;同花顺漂亮100;专精特新;深股通;融资融券
300332.SZ,33,300332,11,页岩气;俄乌冲突概念;天然气;净水概念;PPP概念;污水处理;京津冀一体化;创投;PVDF概念;融资融券;深股通
300482.SZ,33,300482,21,芬太尼;猴痘概念;流感;肝炎概念;幽门螺杆菌概念;基因测序;医药电商;辅助生殖;宠物经济;工业大麻;三胎概念;医疗器械概念;智能医疗;食品安全;AI应用;DeepSeek概念;粤港澳大湾区;腾讯概念;人工智能;深股通;融资融券
002327.SZ,33,002327,2,高股息精选;深股通
688648.SH,17,688648,16,机器视觉;无人驾驶;华为概念;专精特新;阿里巴巴概念;人工智能;抖音概念(字节概念);机器人概念;拼多多概念;无人机;智能物流;国企改革;统一大市场;沪股通;中字头股票;融资融券
000007.SZ,33,000007,2,粤港澳大湾区;物业管理
003027.SZ,33,003027,4,钠离子电池;碳中和;2025年报预增;储能
300946.SZ,33,300946,10,人形机器人;新型工业化;工业母机;机器人概念;专精特新;海峡两岸;高端装备;跨境电商;深股通;融资融券
603810.SH,17,603810,6,合成生物;创投;锂电池概念;钒电池;固态电池;钠离子电池
603310.SH,17,603310,5,氟化工概念;创投;专精特新;沪股通;融资融券
301598.SZ,33,301598,18,小米汽车;华为汽车;专精特新;无人驾驶;长安汽车概念;比亚迪概念;新能源汽车;飞行汽车(eVTOL);物联网;低空经济;无人机;高端装备;工业互联网;军工;高铁;海工装备;核电;融资融券
301567.SZ,33,301567,11,专精特新;小米概念;机器人概念;汽车电子;消费电子概念;虚拟现实;智能穿戴;安防;AI眼镜;无人机;融资融券
601958.SH,17,601958,7,小金属概念;西部大开发;军工;国企改革;OLED;沪股通;融资融券
001223.SZ,33,001223,9,新型工业化;PET铜箔;专精特新;固态电池;消费电子概念;机器人概念;无人机;锂电池概念;可降解塑料
600295.SH,17,600295,10,煤炭概念;小金属概念;水泥概念;高股息精选;西部大开发;光伏概念;硅能源;创投;沪股通;融资融券
002976.SZ,33,002976,14,长安汽车概念;比亚迪概念;新能源汽车;特斯拉概念;飞行汽车(eVTOL);无人驾驶;锂电池概念;汽车电子;储能;5G;智能座舱;富士康概念;一带一路;车联网(车路协同)
603155.SH,17,603155,7,光刻胶;有机硅概念;芯片概念;锂电池概念;国企改革;沪股通;股权转让(并购重组)
605151.SH,17,605151,5,智能物流;新能源汽车;比亚迪概念;创投;统一大市场
002165.SZ,33,002165,6,环氧丙烷;水泥概念;建筑节能;医疗器械概念;深股通;融资融券
002059.SZ,33,002059,14,旅游概念;网约车;虚拟数字人;参股银行;元宇宙;AIGC概念;人工智能;国企改革;西部大开发;虚拟现实;机器人概念;央企国企改革;人形机器人;深股通
002688.SZ,33,002688,11,动物疫苗;禽流感;代糖概念;合成生物;粮食概念;宠物经济;玉米;污水处理;西部大开发;人工智能;深股通
300743.SZ,33,300743,3,专精特新;人民币贬值受益;回购增持再贷款概念
600818.SH,17,600818,8,共享单车;网红经济;三胎概念;物业管理;两轮车;知识产权保护;风电;融资融券
300481.SZ,33,300481,6,氢能源;风电;OLED;专精特新;深股通;融资融券
600894.SH,17,600894,13,高股息精选;证金持股;国企改革;新型工业化;机器人概念;智慧城市;人工智能;新能源汽车;物联网;粤港澳大湾区;汽车电子;融资融券;沪股通
300195.SZ,33,300195,25,烟草;新型工业化;工业互联网;高端装备;工业母机;物联网;机器人概念;专精特新;中俄贸易概念;机器视觉;智能物流;光伏概念;数据中心;一带一路;人工智能;京津冀一体化;数字经济;网络安全;C2M概念;锂电池概念;医疗器械概念;信创;区块链;ERP概念;绿色电力
000869.SZ,33,000869,5,超级品牌;旅游概念;国企改革;深股通;融资融券
300236.SZ,33,300236,9,光刻胶;中芯国际概念;先进封装;存储芯片;芯片概念;2025年报预增;专精特新;深股通;融资融券
300767.SZ,33,300767,7,核电;雄安新区;西部大开发;装配式建筑;深股通;股权转让(并购重组);融资融券
603351.SH,17,603351,1,创新药
600177.SH,17,600177,10,高股息精选;证金持股;参股保险;冰雪产业;参股银行;养老概念;三胎概念;沪股通;融资融券;互联网金融
002622.SZ,33,002622,5,民营医院;参股银行;牙科医疗;智能医疗;智能电网
603036.SH,17,603036,2,天然气;俄乌冲突概念
002676.SZ,33,002676,10,机器人概念;比亚迪概念;新能源汽车;汽车电子;工业互联网;智能家居;光伏概念;国企改革;金属回收;深股通
301515.SZ,33,301515,7,医疗器械概念;智能医疗;脑机接口;专精特新;西部大开发;回购增持再贷款概念;融资融券
688072.SH,17,688072,6,国家大基金持股;存储芯片;先进封装;芯片概念;沪股通;融资融券
300929.SZ,33,300929,12,医疗废物处理;净水概念;污水处理;雄安新区;PPP概念;水利;乡村振兴;人工智能;专精特新;储能;氢能源;融资融券
002182.SZ,33,002182,24,小金属概念;3D打印;军工;氢能源;宁德时代概念;央企国企改革;苹果概念;无人机;商业航天;飞行汽车(eVTOL);低空经济;比亚迪概念;一体化压铸;消费电子概念;特斯拉概念;国企改革;华为概念;机器人概念;5G;富士康概念;华为汽车;长安汽车概念;深股通;融资融券
603768.SH,17,603768,7,长安汽车概念;一体化压铸;华为汽车;新能源汽车;比亚迪概念;锂电池概念;宁德时代概念
000619.SZ,33,000619,9,建筑节能;新型城镇化;光伏建筑一体化;国企改革;一带一路;智能家居;数字经济;工业互联网;光伏概念
002216.SZ,33,002216,6,超级品牌;预制菜;冷链物流;网红经济;融资融券;深股通
600756.SH,17,600756,19,DRG/DIP;财税数字化;智慧政务;云计算;信创;国资云;AIGC概念;在线教育;AI智能体;数字孪生;DeepSeek概念;人工智能;同花顺新质50;养老概念;工业互联网;国企改革;回购增持再贷款概念;沪股通;融资融券
688449.SH,17,688449,5,存储芯片;汽车芯片;芯片概念;沪股通;融资融券
603096.SH,17,603096,5,IP经济(谷子经济);文化传媒概念;知识产权保护;高股息精选;华为概念
603988.SH,17,603988,5,风电;储能;新能源汽车;股权转让(并购重组);沪股通
301358.SZ,33,301358,12,磷化工;动力电池回收;固态电池;锂电池概念;宁德时代概念;金属铜;储能;比亚迪概念;新能源汽车;2025年报预增;深股通;融资融券
301010.SZ,33,301010,8,专精特新;建筑节能;冰雪产业;数据中心;特斯拉概念;冷链物流;碳中和;融资融券
603019.SH,17,603019,31,中国AI 50;液冷服务器;数据中心;量子科技;东数西算(算力);芯片概念;国产操作系统;网络安全;新型工业化;信创;算力租赁;数据安全;百度概念;工业互联网;抖音概念(字节概念);腾讯概念;云计算;智谱AI;智慧城市;数字孪生;人工智能;区块链;Web3.0;DeepSeek概念;数字经济;创投;智能医疗;雄安新区;沪股通;同花顺中特估100;融资融券
300350.SZ,33,300350,17,广东自贸区;跨境电商;碳中和;中俄贸易概念;数字经济;统一大市场;创投;数据要素;航运概念;智慧城市;一带一路;智能物流;时空大数据;粤港澳大湾区;物联网;军工;卫星导航
002660.SZ,33,002660,20,换电概念;创投;体育产业;粤港澳大湾区;智慧灯杆;机器人概念;充电桩;比亚迪概念;储能;光伏概念;数字乡村;柔性屏(折叠屏);区块链;消费电子概念;5G;国企改革;绿色电力;OLED;知识产权保护;第三代半导体
600202.SH,17,600202,8,中俄贸易概念;创投;一带一路;黑龙江自贸区;国企改革;回购增持再贷款概念;核电;超超临界发电
603823.SH,17,603823,4,PEEK材料;光刻胶;钠离子电池;沪股通
603917.SH,17,603917,6,一体化压铸;小米汽车;新能源汽车;长三角一体化;比亚迪概念;宁德时代概念
600109.SH,17,600109,5,期货概念;西部大开发;腾讯概念;沪股通;融资融券
002632.SZ,33,002632,17,消费电子概念;智能穿戴;AI眼镜;华为概念;新能源汽车;液冷服务器;无人机;安防;虚拟现实;光伏概念;锂电池概念;元宇宙;石墨烯;固态电池;中俄贸易概念;共同富裕示范区;深股通
603233.SH,17,603233,5,医药电商;医疗器械概念;DeepSeek概念;沪股通;融资融券
301161.SZ,33,301161,7,芯片概念;机器人概念;2025年报预增;农机;海工装备;股权转让(并购重组);融资融券
002167.SZ,33,002167,11,小金属概念;稀土永磁;锂电池概念;核电;固态电池;牙科医疗;回购增持再贷款概念;氢能源;燃料电池;深股通;融资融券
603630.SH,17,603630,5,网红经济;医美概念;DeepSeek概念;创投;沪股通
605319.SH,17,605319,4,小米汽车;新能源汽车;特斯拉概念;沪股通
301121.SZ,33,301121,17,小米概念;消费电子概念;无线耳机;智能穿戴;新型烟草(电子烟);AI眼镜;锂电池概念;固态电池;专精特新;储能;钠离子电池;智能音箱;华为概念;充电桩;阿里巴巴概念;西部大开发;融资融券
603101.SH,17,603101,7,物业管理;预制菜;抖音概念(字节概念);低空经济;一带一路;西部大开发;新疆振兴
600241.SH,17,600241,2,锂电池概念;国企改革
002850.SZ,33,002850,13,PEEK材料;固态电池;减速器;宁德时代概念;人形机器人;特斯拉概念;锂电池概念;比亚迪概念;新能源汽车;机器人概念;储能;深股通;融资融券
600182.SH,17,600182,2,黑龙江自贸区;工业互联网
603027.SH,17,603027,3,西部大开发;融资融券;沪股通
300997.SZ,33,300997,10,广东自贸区;网红经济;乳业;拼多多概念;乡村振兴;创投;参股银行;粤港澳大湾区;深股通;融资融券
000629.SZ,33,000629,10,小金属概念;钛白粉概念;钒电池;回购增持再贷款概念;西部大开发;氢能源;国企改革;储能;深股通;融资融券
301061.SZ,33,301061,7,同花顺出海50;养老概念;一带一路;智能家居;人民币贬值受益;深股通;融资融券
300021.SZ,33,300021,30,生态农业;粮食概念;农业种植;土地流转;乡村振兴;地下管网;新疆振兴;土壤修复;PPP概念;污水处理;新型城镇化;西部大开发;光伏建筑一体化;水利;一带一路;京津冀一体化;雅下水电概念;数字乡村;数字经济;数字孪生;智慧城市;人工智能;DeepSeek概念;物联网;机器人概念;鸿蒙概念;AI应用;华为概念;数据安全;云计算
600267.SH,17,600267,16,仿制药一致性评价;医药电商;流感;创新药;阿尔茨海默概念;减肥药;动物疫苗;合成生物;青蒿素;医美概念;宠物经济;智能医疗;国企改革;DeepSeek概念;融资融券;沪股通
600114.SH,17,600114,22,苹果概念;3D打印;人形机器人;液冷服务器;消费电子概念;特斯拉概念;柔性屏(折叠屏);小米概念;新能源汽车;AI眼镜;减速器;机器人概念;数据中心;低空经济;光伏概念;燃料电池;华为概念;东数西算(算力);两轮车;智能医疗;沪股通;融资融券
601838.SH,17,601838,5,高股息精选;沪股通;国企改革;西部大开发;融资融券
300247.SZ,33,300247,10,养老概念;医疗器械概念;体育产业;跨境电商;宠物经济;智能医疗;人民币贬值受益;智能家居;机器人概念;2025年报预增
688646.SH,22,688646,19,固态电池;锂电池概念;宁德时代概念;动力电池回收;钠离子电池;专精特新;芯片概念;新能源汽车;比亚迪概念;储能;长安汽车概念;新型工业化;机器人概念;人形机器人;机器视觉;智能物流;ST板块;装配式建筑;钙钛矿电池
301006.SZ,33,301006,3,专精特新;物联网;融资融券
603721.SH,22,603721,21,ST板块;虚拟现实;知识产权保护;短剧游戏;数据确权;职业教育;腾讯概念;Sora概念(文生视频);抖音概念(字节概念);文化传媒概念;区块链;数据要素;AI语料;快手概念;NFT概念;旅游概念;体育产业;小红书概念;网红经济;AI应用;国企改革
600328.SH,17,600328,13,水泥概念;小金属概念;锂电池概念;回购增持再贷款概念;国企改革;央企国企改革;西部大开发;核电;DeepSeek概念;股权转让(并购重组);中字头股票;沪股通;融资融券
300432.SZ,33,300432,22,盐湖提锂;锂电池概念;宁德时代概念;储能;磷化工;比亚迪概念;人形机器人;长安汽车概念;减速器;新能源汽车;小米概念;华为汽车;小米汽车;汽车热管理;机器人概念;华为概念;低空经济;军工;深股通;西部大开发;股权转让(并购重组);融资融券
002869.SZ,33,002869,23,ETC;数据要素;智慧城市;车联网(车路协同);鸿蒙概念;数字经济;百度概念;数字孪生;智慧灯杆;人工智能;长安汽车概念;华为概念;无人驾驶;物联网;智能座舱;机器人概念;汽车电子;新能源汽车;粤港澳大湾区;专精特新;毫米波雷达;深股通;融资融券
603755.SH,17,603755,2,人工智能;预制菜
688589.SH,17,688589,19,MCU芯片;中芯国际概念;芯片概念;传感器;5G;专精特新;物联网;智能家居;粤港澳大湾区;智慧灯杆;卫星导航;智慧城市;人工智能;阿里巴巴概念;光伏概念;电力物联网;高铁;智能电网;融资融券
002105.SZ,33,002105,9,体育产业;三胎概念;养老概念;共享单车;医疗器械概念;海峡两岸;两轮车;人民币贬值受益;小米概念
600805.SH,17,600805,24,统一大市场;碳交易;垃圾分类;绿色电力;超超临界发电;国企改革;乡村振兴;光伏建筑一体化;碳中和;氢能源;农机;钠离子电池;锂电池概念;储能;风电;新能源汽车;虚拟电厂;机器人概念;光伏概念;无人驾驶;时空大数据;高端装备;工业母机;融资融券
002557.SZ,33,002557,5,乳业;农业种植;回购增持再贷款概念;深股通;融资融券
600330.SH,17,600330,30,PCB概念;第三代半导体;先进封装;5G;OLED;MicroLED概念;毫米波雷达;商业航天;芯片概念;汽车电子;AI眼镜;卫星导航;无线充电;数据中心;智能穿戴;量子科技;军工;光伏概念;新能源汽车;高端装备;储能;充电桩;锂电池概念;长三角一体化;创投;智能物流;固废处理;融资融券;乡村振兴;沪股通
603257.SH,17,603257,20,金属铜;黄金概念;金属钴;稀土永磁;金属回收;盐湖提锂;固废处理;宁德时代概念;一带一路;土壤修复;污水处理;参股保险;工业互联网;乡村振兴;新型城镇化;数字孪生;DeepSeek概念;AI智能体;文化传媒概念;融资融券
