所属概念数量,code,所属概念,market_code,股票代码
31.0,001339,算力租赁;东数西算(算力);英伟达概念;中国AI 50;AI PC;5G;云办公;数据安全;网络安全;信创;安防;车联网(车路协同);人脸识别;物联网;消费电子概念;智慧城市;智能座舱;机器视觉;鸿蒙概念;ETC;专精特新;DeepSeek概念;工业互联网;新型工业化;人工智能;在线教育;机器人概念;人形机器人;粤港澳大湾区;智能医疗;深股通,33,001339.SZ
21.0,000501,免税店;预制菜;物业管理;冰雪产业;参股银行;露营经济;网红经济;跨境电商;国企改革;白酒概念;IP经济(谷子经济);创投;一带一路;数字经济;低空经济;人工智能;文化传媒概念;电子竞技;黄金概念;深股通;融资融券,33,000501.SZ
8.0,000505,粮食概念;转基因;海南自贸区;国企改革;网红经济;京津冀一体化;一带一路;融资融券,33,000505.SZ
1.0,603020,烟草,17,603020.SH
11.0,603312,储能;光伏概念;宁德时代概念;锂电池概念;风电;特斯拉概念;新能源汽车;比亚迪概念;高铁;沪股通;融资融券,17,603312.SH
6.0,300868,华为概念;智能穿戴;消费电子概念;AI眼镜;跨境电商;融资融券,33,300868.SZ
10.0,603075,医疗器械概念;家用电器;汽车热管理;人民币贬值受益;新能源汽车;智能家居;机器人概念;芯片概念;沪股通;融资融券,17,603075.SH
9.0,603992,C2M概念;养老概念;人形机器人;智能家居;人民币贬值受益;福建自贸区;机器人概念;2026一季报预增;沪股通,17,603992.SH
15.0,300240,统一大市场;中俄贸易概念;网约车;冷链物流;航运概念;智能物流;创投;一带一路;人工智能;车联网(车路协同);新能源汽车;阿里巴巴概念;无人驾驶;小米概念;特斯拉概念,33,300240.SZ
18.0,002747,人形机器人;新型工业化;长安汽车概念;机器人概念;工业母机;比亚迪概念;机器视觉;工业互联网;高端装备;农机;专精特新;宁德时代概念;光伏概念;医疗器械概念;养老概念;智能医疗;深股通;融资融券,33,002747.SZ
8.0,301266,HJT电池;BC电池;光伏概念;数据中心;专精特新;超导概念;硅能源;融资融券,33,301266.SZ
5.0,002702,预制菜;网红经济;人造肉;福建自贸区;海峡两岸,33,002702.SZ
7.0,605060,液冷服务器;数据中心;专精特新;高端装备;农机;风电;沪股通,17,605060.SH
3.0,603822,碳中和;长三角一体化;ST板块,22,603822.SH
6.0,601881,证金持股;同花顺中特估100;国企改革;沪股通;融资融券;中字头股票,17,601881.SH
6.0,300334,净水概念;污水处理;垃圾分类;PPP概念;雄安新区;京津冀一体化,33,300334.SZ
18.0,301191,F5G概念;6G概念;WiFi 6;5G;数据中心;网络安全;芯片概念;汽车电子;信创;华为概念;智能座舱;小米概念;安防;车联网(车路协同);粤港澳大湾区;创投;深股通;融资融券,33,301191.SZ
9.0,000878,黄金概念;金属铜;小金属概念;央企国企改革;西部大开发;国企改革;期货概念;深股通;融资融券,33,000878.SZ
10.0,600658,数字经济;数据要素;人工智能;云计算;量子科技;京津冀一体化;创投;芯片概念;国企改革;沪股通,17,600658.SH
13.0,300681,无人驾驶;MCU芯片;减速器;同花顺新质50;新能源汽车;飞行汽车(eVTOL);长安汽车概念;低空经济;2025年报预增;粤港澳大湾区;智能物流;深股通;融资融券,33,300681.SZ
11.0,002972,高铁;粤港澳大湾区;专精特新;一带一路;智慧城市;传感器;无人驾驶;DeepSeek概念;储能;网络安全;信创,33,002972.SZ
1.0,600137,西部大开发,17,600137.SH
25.0,000977,中国AI 50;算力租赁;英伟达概念;东数西算(算力);液冷服务器;国产操作系统;信创;云计算;抖音概念(字节概念);数据中心;百度概念;腾讯概念;国资云;车联网(车路协同);元宇宙;智慧城市;AIGC概念;DeepSeek概念;人工智能;无人驾驶;水利;回购增持再贷款概念;国企改革;深股通;融资融券,33,000977.SZ
19.0,600577,人形机器人;比亚迪概念;超导概念;新能源汽车;特斯拉概念;可控核聚变;高压快充;军工;机器人概念;铜缆高速连接;智能电网;数据中心;工业互联网;移动支付;ERP概念;跨境支付(CIPS);沪股通;股权转让(并购重组);融资融券,17,600577.SH
8.0,001387,家用电器;参股银行;充电桩;小米概念;储能;汽车电子;PCB概念;融资融券,33,001387.SZ
17.0,002605,手机游戏;网络游戏;短剧游戏;AIGC概念;文化传媒概念;AI应用;小红书概念;IP经济(谷子经济);抖音概念(字节概念);腾讯概念;网红经济;独角兽概念;细胞免疫治疗;体育产业;创投;长三角一体化;深股通,33,002605.SZ
11.0,300259,智能电网;水利;光伏概念;专精特新;传感器;雄安新区;物联网;华为概念;数字孪生;虚拟现实;数据要素,33,300259.SZ
14.0,300752,MicroLED概念;MiniLED;MR(混合现实);AI眼镜;智能穿戴;汽车电子;小米概念;量子科技;虚拟现实;消费电子概念;小米汽车;华为概念;比亚迪概念;粤港澳大湾区,33,300752.SZ
21.0,600571,跨境支付(CIPS);移动支付;互联网金融;ChatGPT概念;AI智能体;信创;数据安全;阿里巴巴概念;百度概念;数字经济;DeepSeek概念;数字水印;人工智能;独角兽概念;华为概念;量子科技;创投;共同富裕示范区;参股券商;沪股通;融资融券,17,600571.SH
11.0,301187,养老概念;冰雪产业;跨境电商;家用电器;创投;人民币贬值受益;机器人概念;一带一路;智能穿戴;深股通;融资融券,33,301187.SZ
16.0,920592,蚂蚁集团概念;鸿蒙概念;阿里巴巴概念;融资融券;智谱AI;智慧政务;数据要素;数字经济;华为概念;区块链;信创;人工智能;京津冀一体化;互联网金融;AIGC概念;DeepSeek概念,151,920592.BJ
11.0,001317,拼多多概念;跨境电商;智能物流;统一大市场;长安汽车概念;低空经济;无人驾驶;西部大开发;一带一路;传感器;新疆振兴,33,001317.SZ
34.0,002635,同花顺果指数;柔性屏(折叠屏);苹果概念;MiniLED;OLED;MR(混合现实);消费电子概念;汽车电子;无线充电;智能穿戴;5G;智能音箱;无线耳机;传感器;小米概念;虚拟现实;新能源汽车;特斯拉概念;高压快充;华为概念;智能家居;机器人概念;无人机;充电桩;海峡两岸;长三角一体化;储能;人民币贬值受益;燃料电池;元宇宙;氢能源;一带一路;深股通;融资融券,33,002635.SZ
9.0,300549,长安汽车概念;家用电器;减速器;机器人概念;比亚迪概念;医疗器械概念;新能源汽车;海峡两岸;特斯拉概念,33,300549.SZ
18.0,300731,富士康概念;液冷服务器;第三代半导体;5G;数据中心;汽车热管理;2025年报预增;小米汽车;比亚迪概念;新能源汽车;宁德时代概念;华为概念;储能;海峡两岸;粤港澳大湾区;家用电器;创投;深股通,33,300731.SZ
15.0,600380,医药电商;创新药;流感;减肥药;辅助生殖;猴痘概念;合成生物;宠物经济;智能医疗;DeepSeek概念;人工智能;粤港澳大湾区;腾讯概念;沪股通;融资融券,17,600380.SH
9.0,002096,民爆概念;央企国企改革;雅下水电概念;新疆振兴;国企改革;一带一路;军工;军民融合;深股通,33,002096.SZ
11.0,600477,建筑节能;光伏建筑一体化;HJT电池;雄安新区;钙钛矿电池;装配式建筑;工业互联网;一带一路;储能;沪股通;融资融券,17,600477.SH
26.0,300024,新型工业化;工业互联网;机器人概念;人形机器人;人工智能;机器视觉;智能物流;医疗器械概念;高端装备;无人驾驶;换电概念;传感器;职业教育;特斯拉概念;比亚迪概念;专精特新;养老概念;军工;3D打印;宁德时代概念;芯片概念;国企改革;参股保险;国家大基金持股;深股通;融资融券,33,300024.SZ
22.0,920924,AI应用;高铁;阿里巴巴概念;车联网(车路协同);融资融券;网络安全;算力租赁;物业管理;智慧灯杆;智慧城市;数据中心;数字经济;抖音概念(字节概念);安防;华为概念;区块链;养老概念;信创;人工智能;东数西算(算力);专精特新;5G,151,920924.BJ
32.0,300793,星闪概念;车联网(车路协同);语音技术;脑机接口;空间计算;鸿蒙概念;人工智能;智能音箱;虚拟现实;智能家居;机器视觉;华为概念;智能穿戴;元宇宙;机器人概念;新型工业化;小米概念;阿里巴巴概念;AI眼镜;无线耳机;人民币贬值受益;无人机;消费电子概念;汽车电子;芯片概念;医疗器械概念;换电概念;血氧仪;苹果概念;一带一路;储能;深股通,33,300793.SZ
20.0,002149,航空发动机;商业航天;卫星导航;可控核聚变;军工;超导概念;核电;海工装备;5G;柔性屏(折叠屏);专精特新;小金属概念;西部大开发;燃料电池;医疗器械概念;氢能源;国企改革;俄乌冲突概念;深股通;融资融券,33,002149.SZ
13.0,002481,预制菜;人造肉;网红经济;宠物经济;国企改革;合成生物;跨境电商;化肥;回购增持再贷款概念;一带一路;绿色电力;深股通;融资融券,33,002481.SZ
5.0,301395,回购增持再贷款概念;专精特新;比亚迪概念;新能源汽车;融资融券,33,301395.SZ
8.0,600683,特色小镇;土地流转;旅游概念;物业管理;养老概念;国企改革;创投;京津冀一体化,17,600683.SH
7.0,688078,数据要素;云计算;DeepSeek概念;工业互联网;华为概念;机器人概念;融资融券,17,688078.SH
7.0,002275,仿制药一致性评价;流感;创新药;高股息精选;西部大开发;深股通;融资融券,33,002275.SZ
15.0,601801,文化传媒概念;网络游戏;IP经济(谷子经济);证金持股;独角兽概念;DeepSeek概念;ETC;创投;国企改革;智谱AI;智能物流;AI应用;机器人概念;融资融券;沪股通,17,601801.SH
17.0,688598,光伏概念;碳纤维;固态电池;第三代半导体;锂电池概念;飞行汽车(eVTOL);比亚迪概念;人形机器人;小米概念;低空经济;钠离子电池;专精特新;新能源汽车;小米汽车;氢能源;沪股通;融资融券,17,688598.SH
3.0,001201,猪肉;绿色电力;粤港澳大湾区,33,001201.SZ
4.0,920553,高端装备;融资融券;烟草;工业母机,151,920553.BJ
6.0,001338,啤酒概念;粮食概念;乡村振兴;国企改革;粤港澳大湾区;深股通,33,001338.SZ
13.0,300797,大飞机;核电;海工装备;新能源汽车;京津冀一体化;食品安全;职业教育;一带一路;光刻胶;央企国企改革;稀土永磁;国企改革;深股通,33,300797.SZ
6.0,603777,腾讯概念;人工智能;IP经济(谷子经济);智能物流;白酒概念;融资融券,17,603777.SH
11.0,688722,人形机器人;机器人概念;商业航天;专精特新;大飞机;军工;海工装备;医疗器械概念;国企改革;央企国企改革;融资融券,17,688722.SH
9.0,002552,黄金概念;2026一季报预增;股权转让(并购重组);PCB概念;国企改革;汽车电子;5G;互联网金融;深股通,33,002552.SZ
7.0,603040,比亚迪概念;专精特新;长安汽车概念;新能源汽车;汽车热管理;污水处理;沪股通,17,603040.SH
5.0,603276,合成生物;生态农业;2025年报预增;锂电池概念;融资融券,17,603276.SH
38.0,002179,成飞概念;大飞机;军民融合;商业航天;国产航母;铜缆高速连接;卫星导航;6G概念;军工;可控核聚变;无人机;光纤概念;低空经济;核电;5G;液冷服务器;量子科技;充电桩;换电概念;新能源汽车;光伏概念;高压快充;储能;特斯拉概念;比亚迪概念;芯片概念;无人驾驶;数据中心;机器人概念;专精特新;智能电网;华为概念;车联网(车路协同);共封装光学(CPO);国企改革;深股通;融资融券;中字头股票,33,002179.SZ
9.0,000619,建筑节能;新型城镇化;光伏建筑一体化;国企改革;一带一路;智能家居;数字经济;工业互联网;光伏概念,33,000619.SZ
6.0,300907,家用电器;新型工业化;机器人概念;新能源汽车;人民币贬值受益;融资融券,33,300907.SZ
6.0,300150,水利;安防;京津冀一体化;高铁;AIGC概念;专精特新,33,300150.SZ
8.0,603606,海工装备;柔性直流输电;风电;高端装备;工业互联网;参股券商;沪股通;融资融券,17,603606.SH
9.0,603909,房屋检测;新型城镇化;水利;海峡两岸;智慧城市;新疆振兴;福建自贸区;国企改革;人工智能,17,603909.SH
23.0,601222,虚拟电厂;绿色电力;光伏建筑一体化;TOPCON电池;风电;电力物联网;智能电网;光伏概念;储能;充电桩;华为数字能源;氢能源;锂电池概念;物联网;华为概念;飞行汽车(eVTOL);量子科技;蚂蚁集团概念;人工智能;低空经济;区块链;沪股通;融资融券,17,601222.SH
11.0,600715,短剧游戏;网络游戏;手机游戏;文化传媒概念;NFT概念;虚拟现实;AI应用;国企改革;沪股通;摘帽;股权转让(并购重组),17,600715.SH
19.0,688244,财税数字化;华为鲲鹏;数据安全;信创;网络安全;智谱AI;云计算;军工信息化;数据要素;抖音概念(字节概念);人工智能;DeepSeek概念;职业教育;华为概念;商业航天;军工;专精特新;AI应用;融资融券,17,688244.SH
10.0,600962,芯片概念;中芯国际概念;人民币贬值受益;工业互联网;房屋检测;国企改革;智慧城市;央企国企改革;沪股通;股权转让(并购重组),17,600962.SH
15.0,301275,云计算;电子纸;数字经济;人工智能;物联网;专精特新;芯片概念;机器人概念;人民币贬值受益;消费电子概念;海峡两岸;光伏概念;储能;深股通;融资融券,33,301275.SZ
12.0,920914,商业航天;锂电池概念;金属镍;融资融券;氢能源;比亚迪概念;小金属概念;宁德时代概念;回购增持再贷款概念;卫星导航;军工;专精特新,151,920914.BJ
22.0,300217,光伏概念;比亚迪概念;华为汽车;汽车热管理;光热发电;新能源汽车;大飞机;传感器;机器人概念;军工;储能;固态电池;专精特新;核电;5G;家用电器;小米概念;锂电池概念;海工装备;芯片概念;深股通;融资融券,33,300217.SZ
22.0,603809,减速器;大飞机;军民融合;商业航天;华为汽车;无人机;航空发动机;成飞概念;小米汽车;人形机器人;军工;机器人概念;长安汽车概念;高铁;特斯拉概念;比亚迪概念;新能源汽车;水利;专精特新;西部大开发;融资融券;沪股通,17,603809.SH
48.0,002298,虚拟电厂;电力物联网;智能电网;抽水蓄能;光伏建筑一体化;东数西算(算力);网络安全;数据安全;云计算;信创;智慧政务;数据中心;充电桩;腾讯概念;阿里巴巴概念;碳交易;人脸识别;数据要素;绿色电力;智慧城市;时空大数据;储能;AIGC概念;华为概念;物联网;数字经济;工业互联网;数字乡村;人工智能;碳中和;安防;水利;5G;新型城镇化;机器视觉;PPP概念;高铁;传感器;专精特新;军工信息化;无人机;军工;无线充电;消费电子概念;锂电池概念;光纤概念;深股通;融资融券,33,002298.SZ
3.0,605369,医疗器械概念;人民币贬值受益;沪股通,17,605369.SH
14.0,001319,人形机器人;汽车热管理;华为汽车;比亚迪概念;新能源汽车;特斯拉概念;机器人概念;一体化压铸;粤港澳大湾区;飞行汽车(eVTOL);低空经济;储能;中俄贸易概念;一带一路,33,001319.SZ
10.0,300505,磷化工;化肥;固废处理;西部大开发;一带一路;2025年报预增;宠物经济;人民币贬值受益;深股通;融资融券,33,300505.SZ
