market_code,股票代码,code,所属概念,所属概念数量
33,002176.SZ,002176,小金属概念;固态电池;锂电池概念;新能源汽车;无人机;军工;飞行汽车(eVTOL);机器人概念;低空经济;大飞机;人形机器人;风电;深股通;融资融券;抽水蓄能;股权转让(并购重组),16
33,301577.SZ,301577,WiFi 6;富士康概念;5G;数据中心(AIDC);小米概念;专精特新;无人驾驶;比亚迪概念;海峡两岸;新能源汽车;高压快充;充电桩;数字货币;融资融券,14
33,301158.SZ,301158,可燃冰;俄乌冲突概念;页岩气;天然气;新疆振兴;中俄贸易概念;一带一路;海工装备;高端装备;专精特新;融资融券,11
33,300253.SZ,300253,DRG/DIP;AIGC概念;AI应用;ChatGPT概念;AI智能体;数据要素;鸿蒙概念;互联网保险;区块链;虚拟数字人;华为鲲鹏;阿里巴巴概念;腾讯概念;蚂蚁集团概念;信创;家庭医生;DeepSeek概念;人工智能;智慧城市;智能医疗;养老概念;华为概念;中国AI 50;融资融券;深股通,25
33,002294.SZ,002294,减肥药;创新药;仿制药一致性评价;医疗器械概念;参股保险;深股通;融资融券,7
33,002972.SZ,002972,高铁;专精特新;一带一路;粤港澳大湾区;智慧城市;DeepSeek概念;传感器;无人驾驶;信创;储能;网络安全,11
33,300324.SZ,300324,网络安全;信创;智慧政务;时空大数据;腾讯概念;华为鲲鹏;数据要素;物联网;智慧城市;财税数字化;AI应用;军工信息化;数字孪生;独角兽概念;人工智能;区块链;车联网(车路协同);东数西算(算力);DeepSeek概念;数字经济;算力租赁;数据中心(AIDC);华为概念;云游戏;军工;卫星导航;无人机;京津冀一体化;军民融合;大飞机;商业航天;智能医疗;光伏建筑一体化;光伏概念;芯片概念;深股通;融资融券,37
33,301357.SZ,301357,军民融合;军工信息化;西部大开发;军工;专精特新;低空经济;无人机;飞行汽车(eVTOL);卫星导航;深股通;融资融券,11
33,000620.SZ,000620,短剧游戏;数据要素;AI智能体;存储芯片;京津冀一体化;芯片概念;体育产业;IP经济(谷子经济);旅游概念;乡村振兴;参股银行;深股通;MCU芯片;融资融券;数据中心(AIDC),15
17,688288.SH,688288,EDR概念;车联网(车路协同);智慧城市;数据要素;星闪概念;人工智能;物联网;两轮车;腾讯概念;汽车热管理;无人驾驶;专精特新;智能座舱;汽车电子;融资融券,15
33,300515.SZ,300515,物联网;工业互联网;电力物联网;机器人概念;专精特新;碳中和;固废处理;煤炭概念,8
22,600243.SH,600243,股权转让(并购重组);减速器;ST板块;新型工业化;工业母机;天然气;西部大开发;医疗器械概念,8
33,002862.SZ,002862,跨境电商;NFT概念;IP经济(谷子经济);三胎概念;AIGC概念;智能音箱;宠物经济;人工智能;网络游戏;ChatGPT概念;人民币贬值受益;手机游戏;DeepSeek概念;百度概念;光伏建筑一体化;充电桩;光伏概念;绿色电力;HJT电池;TOPCON电池,20
33,000062.SZ,000062,华为海思概念股;存储芯片;共封装光学(CPO);芯片概念;第三代半导体;6G概念;2026一季报预增;汽车电子;传感器;华为昇腾;东数西算(算力);华为概念;比亚迪概念;新能源汽车;粤港澳大湾区;人形机器人;机器人概念;腾讯概念;智慧城市;人民币贬值受益;AI智能体;互联网金融;创投;雄安新区;深股通;融资融券;证金持股;MLCC概念;2026中报预增,29
17,603955.SH,603955,雄安新区;特色小镇;旅游概念;新型城镇化;PPP概念;碳中和;机器人概念;宠物经济;股权转让(并购重组),9
33,301168.SZ,301168,锂电池概念;固态电池;专精特新;光伏概念;比亚迪概念;绿色电力;深股通;融资融券,8
17,603315.SH,603315,抽水蓄能;算力租赁;核电;东数西算(算力);军工;专精特新;特钢概念;超超临界发电;宁德时代概念;中俄贸易概念;锂电池概念;石墨电极;俄乌冲突概念;沪股通,14
17,688737.SH,688737,碳纤维;专精特新;新能源汽车;长安汽车概念;储能;燃料电池;固态电池;氢能源;钠离子电池;西部大开发;绿色电力;融资融券,12
151,920206.BJ,920206,柔性屏(折叠屏);专精特新;染料;新股与次新股;融资融券,5
17,688275.SH,688275,钠离子电池;磷化工;固态电池;锂电池概念;宁德时代概念;储能;碳中和;充电桩;污水处理;比亚迪概念;新能源汽车;专精特新;沪股通;融资融券,14
17,600633.SH,600633,算力租赁;多模态AI;云计算;华为昇腾;数据确权;智慧政务;AI视频;百度概念;区块链;AI智能体;阿里巴巴概念;腾讯概念;AIGC概念;AI应用;鸿蒙概念;数据要素;NFT概念;手机游戏;东数西算(算力);元宇宙;电子竞技;DeepSeek概念;网络游戏;数字经济;智慧城市;人工智能;智能医疗;独角兽概念;文化传媒概念;数据中心(AIDC);华为概念;创投;养老概念;体育产业;旅游概念;共同富裕示范区;绿色电力;国企改革;证金持股;沪股通;融资融券,41
151,920344.BJ,920344,医药电商;重组蛋白;三胎概念;细胞免疫治疗;肝炎概念;京津冀一体化;创新药;融资融券;专精特新,9
33,301002.SZ,301002,智慧灯杆;数据中心(AIDC);人形机器人;机器人概念;光伏概念;商业航天;智慧城市;储能;体育产业;深股通;融资融券,11
33,301060.SZ,301060,基因测序;猴痘概念;辅助生殖;幽门螺杆菌概念;智能医疗;肝炎概念;AI智能体;人工智能;CRO概念;专精特新;融资融券,11
33,002235.SZ,002235,Web3.0;知识产权保护;NFT概念;文化传媒概念;数据确权;数据要素;区块链;体育产业;独角兽概念;物业管理;网络安全;蚂蚁集团概念;福建自贸区;海峡两岸;比亚迪概念;深股通;股权转让(并购重组);融资融券,18
17,688390.SH,688390,虚拟电厂;智能电网;储能;光伏概念;光伏建筑一体化;沪股通;融资融券,7
33,300676.SZ,300676,基因测序;猴痘概念;肝炎概念;智能医疗;辅助生殖;阿尔茨海默概念;三胎概念;流感;合成生物;医疗器械概念;数据要素;区块链;创投;医药电商;粤港澳大湾区;一带一路;深股通;融资融券,18
33,300459.SZ,300459,手机游戏;文化传媒概念;NFT概念;网络游戏;IP经济(谷子经济);知识产权保护;在线教育;AIGC概念;快手概念;网红经济;AI应用;ChatGPT概念;元宇宙;多模态AI;云游戏;鸿蒙概念;DeepSeek概念;抖音概念(字节概念);腾讯概念;人工智能;阿里巴巴概念;智能医疗;三胎概念;语音技术;脑机接口;一带一路;虚拟现实;人民币贬值受益;机器人概念;华为概念;东数西算(算力);MR(混合现实);数据中心(AIDC);液冷服务器;深股通;融资融券,36
17,600288.SH,600288,太赫兹;量子科技;机器视觉;专精特新;无人机;6G概念;机器人概念;华为概念;人工智能;元宇宙;芯片概念;腾讯概念;数据要素;AIGC概念;京津冀一体化;智能医疗;宁德时代概念;AI视频;虚拟数字人;华为手机;眼科医疗;期货概念;融资融券;沪股通,24
33,000922.SZ,000922,核电;风电;军工;氢能源;水利;央企国企改革;黑龙江自贸区;新能源汽车;机器人概念;国企改革;海工装备;深股通;融资融券,13
33,002587.SZ,002587,柔性屏(折叠屏);虚拟现实;智慧灯杆;消费电子概念;MR(混合现实);足球概念;MicroLED概念;专精特新;MiniLED;粤港澳大湾区;语音技术;广东自贸区;华为概念;物联网;元宇宙;机器人概念;5G;人脸识别;苹果概念;智慧城市;体育产业;人工智能;在线教育;抖音概念(字节概念);腾讯概念;信创;AIGC概念;数字经济;智慧政务;区块链;虚拟数字人;华为鲲鹏;AI应用;ChatGPT概念;互联网金融;英伟达概念;旅游概念,37
33,301682.SZ,301682,超级电容;先进封装;苹果概念;汽车电子;消费电子概念;注册制次新股;芯片概念;柔性直流输电;传感器;卫星导航;商业航天;数据中心(AIDC);可控核聚变;东数西算(算力);比亚迪概念;新能源汽车;军工;华为概念;储能;大飞机;高端装备;核电;锂电池概念;国企改革;西部大开发;MLCC概念;深股通;新股与次新股;融资融券,29
33,003009.SZ,003009,军民融合;军工;商业航天;无人机;专精特新;西部大开发;央企国企改革;国企改革;可控核聚变;光伏概念;2026中报预增;中字头股票;深股通,13
33,300436.SZ,300436,创新药;仿制药一致性评价;肝炎概念;辅助生殖;医药电商;基因测序;福建自贸区;海峡两岸;融资融券;深股通,10
17,688578.SH,688578,创新药;沪股通;融资融券,3
33,301001.SZ,301001,小红书概念;虚拟数字人;拼多多概念;网红经济;AI应用;跨境电商;AI智能体;抖音概念(字节概念);阿里巴巴概念;数字经济;人工智能;DeepSeek概念;融资融券,13
151,920139.BJ,920139,上海自贸区;融资融券;芯片概念;中芯国际概念;汽车芯片;MCU芯片;存储芯片;先进封装;专精特新,9
17,688469.SH,688469,第三代半导体;汽车芯片;MCU芯片;中芯国际概念;芯片概念;MicroLED概念;AI眼镜;消费电子概念;5G;传感器;数据中心(AIDC);光伏概念;特高压;智能电网;充电桩;比亚迪概念;储能;无人驾驶;新能源汽车;机器人概念;沪股通;融资融券,22
33,002460.SZ,002460,盐湖提锂;金属钴;小金属概念;动力电池回收;固态电池;化肥;锂电池概念;同花顺漂亮100;燃料电池;储能;光伏概念;比亚迪概念;深股通;融资融券;无线耳机;特斯拉概念;无人机;消费电子概念;新能源汽车;低空经济;充电桩;长安汽车概念;人形机器人,23
33,002149.SZ,002149,航空发动机;卫星导航;商业航天;可控核聚变;超导概念;军工;柔性屏(折叠屏);核电;海工装备;5G;专精特新;燃料电池;小金属概念;氢能源;医疗器械概念;俄乌冲突概念;西部大开发;国企改革;锂电池概念;深股通;融资融券,21
151,920809.BJ,920809,动力电池回收;锂电池概念;专精特新;磷化工;宁德时代概念;储能;融资融券;西部大开发;比亚迪概念,9
17,688466.SH,688466,净水概念;DeepSeek概念;AI智能体;污水处理;京津冀一体化;碳中和;专精特新;融资融券,8
17,688377.SH,688377,页岩气;天然气;海工装备;高端装备;人民币贬值受益;专精特新;沪股通;融资融券,8
33,002203.SZ,002203,PET铜箔;小金属概念;金属镍;金属铜;PCB概念;固态电池;锂电池概念;液冷服务器;钒电池;特斯拉概念;华为概念;绿色电力;参股银行;深股通;融资融券,15
33,301113.SZ,301113,露营经济;跨境电商;创投;人民币贬值受益;融资融券,5
33,300985.SZ,300985,石墨烯;天然气;氢能源;锂电池概念;燃料电池;新能源汽车;融资融券,7
17,603016.SH,603016,国企改革;特高压;沪股通,3
33,301226.SZ,301226,稀土永磁;减速器;商业航天;海峡两岸;机器人概念;汽车热管理;比亚迪概念;人形机器人;新能源汽车;华为概念;光伏概念;充电桩;芯片概念;数据中心(AIDC);风电;储能;冷链物流;融资融券,18
33,300053.SZ,300053,卫星导航;商业航天;时空大数据;东数西算(算力);芯片概念;汽车芯片;专精特新;低空经济;MCU芯片;数据中心(AIDC);存储芯片;安防;智慧城市;飞行汽车(eVTOL);数据要素;人脸识别;先进封装;人工智能;粤港澳大湾区;横琴新区;地下管网;国企改革;深股通;融资融券,24
33,002983.SZ,002983,MicroLED概念;MiniLED;消费电子概念;AI眼镜;专精特新;汽车芯片;小米概念;汽车电子;智能家居;华为概念;深股通,11
33,000783.SZ,000783,期货概念;深股通;融资融券;2026中报预增,4
33,300303.SZ,300303,共封装光学(CPO);MicroLED概念;MiniLED;先进封装;5G;传感器;芯片概念;消费电子概念;专精特新;比亚迪概念;新能源汽车;数据中心(AIDC);智能穿戴;机器人概念;智慧灯杆;海峡两岸;粤港澳大湾区;独角兽概念;深股通;融资融券,20
33,002388.SZ,002388,消费电子概念;富士康概念;有机硅概念;人形机器人;比亚迪概念;华为概念;粤港澳大湾区;无人机;新能源汽车;锂电池概念;光伏概念;固态电池;充电桩;钠离子电池;储能;氟化工概念;摘帽,17
33,301199.SZ,301199,新型工业化;长安汽车概念;机器人概念;智能物流;高端装备;工业互联网;人工智能;物联网;新能源汽车;建筑节能;军工;比亚迪概念;融资融券,13
17,688556.SH,688556,第三代半导体;芯片概念;人形机器人;光伏概念;机器视觉;机器人概念;多模态AI;减速器;沪股通;融资融券,10
33,300432.SZ,300432,盐湖提锂;磷化工;锂电池概念;宁德时代概念;储能;长安汽车概念;减速器;华为汽车;西部大开发;人形机器人;深股通;汽车热管理;比亚迪概念;新能源汽车;小米汽车;机器人概念;小米概念;低空经济;华为概念;军工;股权转让(并购重组);融资融券,22
33,301238.SZ,301238,固态电池;钠离子电池;宁德时代概念;超级电容;锂电池概念;有机硅概念;高压快充;储能;新能源汽车;无人机;国企改革;汽车热管理;股权转让(并购重组);深股通;融资融券,15
17,688565.SH,688565,污水处理;共同富裕示范区;专精特新;核电;燃料电池;氢能源;超超临界发电;融资融券,8
17,688012.SH,688012,国家大基金持股;中芯国际概念;存储芯片;先进封装;芯片概念;MiniLED;同花顺新质50;工业互联网;区块链;2026中报预增;沪股通;融资融券,12
33,300516.SZ,300516,中船系;卫星导航;光纤概念;军工信息化;商业航天;军民融合;军工;传感器;无人机;海工装备;量子科技;芯片概念;低空经济;无人驾驶;专精特新;数字经济;央企国企改革;国企改革;深股通,19
17,603683.SH,603683,石墨烯;人形机器人;机器人概念;创投;新能源汽车;柔性屏(折叠屏);传感器;锂电池概念;宁德时代概念;固态电池;消费电子概念;AI手机;抖音概念(字节概念);AI PC;沪股通,15
33,002729.SZ,002729,比亚迪概念;新能源汽车;海峡两岸;家用电器;福建自贸区;数据中心(AIDC);充电桩;汽车电子;储能;消费电子概念;光伏概念;风电;融资融券,13
17,600113.SH,600113,预制菜;统一大市场;参股银行;乡村振兴;冷链物流;中俄贸易概念;国企改革;共同富裕示范区;人工智能;智能医疗;长三角一体化;融资融券;沪股通,13
33,002846.SZ,002846,固态电池;锂电池概念;中俄贸易概念;新能源汽车;专精特新;宠物经济;PET铜箔;深股通,8
33,300168.SZ,300168,DRG/DIP;家庭医生;财税数字化;在线教育;虚拟数字人;智慧政务;AI应用;互联网保险;数据要素;数字乡村;MLOps概念;华为鲲鹏;养老概念;鸿蒙概念;数字经济;华为盘古;信创;电子身份证;区块链;AI智能体;DeepSeek概念;移动支付;人工智能;智慧城市;网络安全;时空大数据;安防;乡村振兴;智能医疗;算力租赁;机器人概念;华为概念;数据中心(AIDC);深股通;融资融券,35
