所属概念,code,所属概念数量,股票代码,market_code
稀土永磁;专精特新;比亚迪概念;小金属概念;消费电子概念;新能源汽车;机器人概念;金属钴;华为概念;人形机器人;风电;固废处理;融资融券,688077,13,688077.SH,17
化肥;煤化工概念;国企改革;沪股通;融资融券,600426,5,600426.SH,17
生态农业;乡村振兴;净水概念;合成生物;土壤修复;污水处理;固废处理;国企改革;地下管网;生物质能发电;绿色电力;芯片概念;沪股通,600796,13,600796.SH,17
煤炭概念;煤化工概念;中字头股票;化肥;高股息精选;同花顺中特估100;证金持股;乡村振兴;国企改革;央企国企改革;沪股通;融资融券,601898,12,601898.SH,17
环氧丙烷;POE胶膜;煤化工概念;钠离子电池;可降解塑料;光刻胶;固态电池;锂电池概念;HJT电池;光伏概念;芯片概念;PEEK材料;先进封装;2026中报预增;融资融券;深股通,003022,16,003022.SZ,33
高股息精选;同花顺中特估100;物业管理;房屋检测;装配式建筑;PPP概念;乡村振兴;新型城镇化;雅下水电概念;国企改革;水利;土壤修复;新疆振兴;建筑节能;雄安新区;污水处理;一带一路;抽水蓄能;绿色电力;数字经济;光伏建筑一体化;低空经济;智能电网;沪股通;融资融券,600502,25,600502.SH,17
医药电商;合成生物;CRO概念;人民币贬值受益;深股通,300702,5,300702.SZ,33
辅助生殖;医疗器械概念;细胞免疫治疗;人民币贬值受益;专精特新;融资融券,688026,6,688026.SH,17
化肥;生态农业;粮食概念;农村电商;农业种植;供销社;俄乌冲突概念;乡村振兴;医药电商;土壤修复;冷链物流;共同富裕示范区;中俄贸易概念;农机;数字乡村;数字经济;无人机;深股通,002758,18,002758.SZ,33
绿色电力;风电;航运概念;海工装备;融资融券;深股通,002487,6,002487.SZ,33
芯片概念;汽车电子;新能源汽车;粤港澳大湾区;固态电池;沪股通;融资融券,688683,7,688683.SH,17
中俄贸易概念;一带一路;长三角一体化;创投;人民币贬值受益;工业互联网;俄乌冲突概念;PEEK材料;海工装备;新能源汽车;光伏概念;深股通;融资融券,002206,13,002206.SZ,33
ST板块;新型城镇化;PPP概念;水利;煤炭概念;抽水蓄能;东数西算(算力),000010,7,000010.SZ,33
职业教育;水利;垃圾分类;污水处理;乡村振兴;新疆振兴;一带一路;统一大市场;智慧城市;冷链物流;海峡两岸;人工智能;国企改革;航运概念;ETC;网约车;农村电商;军工;氢能源;车联网(车路协同);燃料电池;天然气;机器人概念;充电桩;储能;卫星导航;新能源汽车;宁德时代概念,002682,28,002682.SZ,33
F5G概念;共封装光学(CPO);6G概念;WiFi 6;数据中心(AIDC);5G;东数西算(算力);量子科技;智能电网;网络安全;芯片概念;数据安全;新型工业化;物联网;无人驾驶;工业互联网;智慧城市;车联网(车路协同);新型城镇化;沪股通;融资融券,603803,21,603803.SH,17
流感;医药电商;创新药;西部大开发;融资融券,301331,5,301331.SZ,33
专精特新;人民币贬值受益;医疗器械概念;融资融券;沪股通,688677,5,688677.SH,17
在线教育;AI应用;手机游戏;虚拟数字人;职业教育;体育产业;语音技术;元宇宙;跨境电商;鸿蒙概念;文化传媒概念;京津冀一体化;人脸识别;人工智能;DeepSeek概念;云办公;数字孪生;三胎概念;智谱AI;腾讯概念;机器人概念;人形机器人;物联网;虚拟现实;机器视觉;海峡两岸;无人机,002599,27,002599.SZ,33
雄安新区;京津冀一体化;物业管理;国企改革,600149,4,600149.SH,17
有机硅概念;专精特新;海峡两岸;固废处理;硅能源;融资融券,301300,6,301300.SZ,33
AIGC概念;水利;京津冀一体化;高铁;安防;专精特新,300150,6,300150.SZ,33
共封装光学(CPO);先进封装;MicroLED概念;第三代半导体;OLED;芯片概念;柔性屏(折叠屏);MiniLED;MR(混合现实);工业母机;消费电子概念;商业航天;专精特新;华为概念;医疗器械概念;玻璃基板,300812,16,300812.SZ,33
稀土永磁;军工;特斯拉概念;新能源汽车;华为概念;西部大开发;深股通,300127,7,300127.SZ,33
职业教育;鸿蒙概念;西部大开发;国企改革,600455,4,600455.SH,17
虚拟电厂;特高压;绿色电力;储能;一带一路;专精特新;2026中报预增;深股通;融资融券,002606,9,002606.SZ,33
生物质能发电;抽水蓄能;绿色电力;虚拟电厂;光伏建筑一体化;风电;智能电网;碳中和;充电桩;黑龙江自贸区;储能;垃圾分类;雄安新区;高压快充;光伏概念;数据中心(AIDC);东数西算(算力);华为概念;高铁;专精特新;乡村振兴;数字孪生,300040,22,300040.SZ,33
跨境电商;西部大开发;融资融券;深股通,300755,4,300755.SZ,33
消毒剂;合成生物;乡村振兴;创投;碳中和;工业互联网;锂电池概念;人工智能;固态电池;深股通;融资融券,002734,11,002734.SZ,33
风电;充电桩,000692,2,000692.SZ,33
环氧丙烷;水泥概念;建筑节能;医疗器械概念;深股通;融资融券,002165,6,002165.SZ,33
幽门螺杆菌概念;宠物经济;养老概念;沪股通,600530,4,600530.SH,17
西部大开发;新疆振兴;核电,000633,3,000633.SZ,33
土壤修复;工业大麻;污水处理;食品安全;锂电池概念;氢能源;医疗器械概念;专精特新;无人机;华为概念;摘帽,300165,11,300165.SZ,33
同花顺中特估100;参股券商;PPP概念;国企改革;京津冀一体化;央企国企改革;土壤修复;数据要素;智慧城市;深股通;融资融券,001965,11,001965.SZ,33
冰雪产业;IP经济(谷子经济);网红经济;医药电商;物业管理;证金持股;国企改革;医疗器械概念;绿色电力;智慧城市;沪股通,600628,11,600628.SH,17
共同富裕示范区;医疗器械概念;长三角一体化;互联网金融;碳纤维;机器人概念;新能源汽车;比亚迪概念,002144,8,002144.SZ,33
生物质能发电;绿色电力;固废处理;国企改革;垃圾分类;阿里巴巴概念;沪股通,601330,7,601330.SH,17
统一大市场;智能物流;乡村振兴;人工智能;数字经济;长三角一体化;阿里巴巴概念;2026一季报预增;深股通;融资融券,002468,10,002468.SZ,33
氢能源;专精特新;燃料电池;融资融券,688021,4,688021.SH,17
乡村振兴;物业管理;国企改革,000548,3,000548.SZ,33
天然气;旅游概念;物业管理;国企改革;文化传媒概念;网约车;创投;互联网金融;虚拟电厂;换电概念;动力电池回收;充电桩;2026中报预增,000421,13,000421.SZ,33
天然气;俄乌冲突概念,603036,2,603036.SH,17
氟化工概念;PVDF概念;钠离子电池;锂电池概念;一体化压铸;储能;芯片概念;核电;军工;商业航天;沪股通;融资融券,603978,12,603978.SH,17
智谱AI;Web3.0;财税数字化;ChatGPT概念;元宇宙;知识产权保护;AIGC概念;虚拟数字人;智慧政务;云计算;在线教育;AI应用;AI智能体;抖音概念(字节概念);数据要素;阿里巴巴概念;职业教育;区块链;数字经济;DeepSeek概念;人工智能;算力租赁;华为概念;独角兽概念;东数西算(算力);创投;股权转让(并购重组);深股通,300688,28,300688.SZ,33
电子竞技;虚拟数字人;中俄贸易概念;家用电器;IP经济(谷子经济);新疆振兴;语音技术;智能家居;跨境电商;人工智能;养老概念;DeepSeek概念;粤港澳大湾区;一带一路;脑机接口;专精特新;腾讯概念;海峡两岸;医疗器械概念;新能源汽车;传感器;智能穿戴;融资融券,688793,23,688793.SH,17
转基因;玉米;大豆;粮食概念;土地流转;农业种植;化肥;乡村振兴;国企改革;央企国企改革;一带一路;沪股通;融资融券,600313,13,600313.SH,17
液冷服务器;数据中心(AIDC);充电桩;东数西算(算力);光伏概念;储能;比亚迪概念;宁德时代概念;阿里巴巴概念;抖音概念(字节概念);粤港澳大湾区;风电;锂电池概念;海峡两岸;人工智能;一带一路;智能医疗;深股通;融资融券,002518,19,002518.SZ,33
养老概念;网红经济;跨境电商;IP经济(谷子经济);医疗器械概念;人工智能;DeepSeek概念;鸿蒙概念;家用电器;智能家居;人民币贬值受益;福建自贸区;海峡两岸;血氧仪;机器人概念;华为概念;人形机器人,002614,17,002614.SZ,33
ST板块;财税数字化;跨境支付(CIPS);互联网金融;华为鲲鹏;区块链;ETC;移动支付;数据安全;数字货币;人工智能;网络安全;物联网;华为概念;量子科技;专精特新;5G,300205,17,300205.SZ,33
文化传媒概念;地下管网;特色小镇;旅游概念;新型城镇化;PPP概念;新疆振兴;国企改革;一带一路;云计算;ST板块;低空经济;数据中心(AIDC);芯片概念,002542,14,002542.SZ,33
生物质能发电;固废处理;统一大市场;绿色电力;粤港澳大湾区;PPP概念;深股通;融资融券;股权转让(并购重组),002210,9,002210.SZ,33
光纤概念;5G;数据中心(AIDC);毫米波雷达;信创;物联网;传感器;云计算;华为概念;车联网(车路协同);华为鲲鹏;移动支付;百度概念;军工;阿里巴巴概念;智能座舱;汽车电子;鸿蒙概念;数字经济;ChatGPT概念;新能源汽车;DeepSeek概念;储能;长安汽车概念;汽车热管理;跨境电商;深股通,300292,27,300292.SZ,33
幽门螺杆菌概念;乳业;跨境电商;三胎概念;白酒概念,605388,5,605388.SH,17
注册制次新股;PCB概念;苹果概念;消费电子概念;比亚迪概念;专精特新;锂电池概念;光伏概念;新能源汽车;POE胶膜;海峡两岸;深股通;新股与次新股;融资融券,301687,14,301687.SZ,33
建筑节能;专精特新;冷链物流;数据中心(AIDC);碳中和;特斯拉概念;冰雪产业;融资融券,301010,8,301010.SZ,33
绿色电力;储能;水利;氢能源;新型城镇化;水泥概念;时空大数据;数据要素;粤港澳大湾区;智慧城市;职业教育;小金属概念;融资融券;沪股通,600868,14,600868.SH,17
长安汽车概念;华为汽车;一体化压铸;机器人概念;比亚迪概念;新能源汽车;专精特新;深股通;融资融券,300926,9,300926.SZ,33
共封装光学(CPO);存储芯片;芯片概念;英伟达概念;比亚迪概念;数据中心(AIDC);专精特新;新能源汽车;光伏概念;华为概念;东数西算(算力);充电桩;储能;融资融券;深股通,300811,15,300811.SZ,33
碳交易;生态农业;土壤修复;PPP概念;股权转让(并购重组);乡村振兴;污水处理;固废处理;国企改革;水利;虚拟电厂;共同富裕示范区;阿里巴巴概念;东数西算(算力);储能;固态电池;融资融券,300266,17,300266.SZ,33
2026中报预增,002998,1,002998.SZ,33
赛马概念;足球概念;冰雪产业;体育产业;NFT概念;文化传媒概念;职业教育;旅游概念;在线教育;京津冀一体化;数字经济;国企改革;数据中心(AIDC);沪股通;融资融券;中字头股票,600158,16,600158.SH,17
光纤概念;5G;特高压;智能电网;专精特新;西部大开发,000586,6,000586.SZ,33
高铁;海峡两岸;核电;新能源汽车;长三角一体化;沪股通;融资融券;2026中报预增,601002,8,601002.SH,17
统一大市场;乡村振兴;国企改革;垃圾分类;碳交易;碳中和;光伏建筑一体化;农机;绿色电力;氢能源;钠离子电池;时空大数据;超超临界发电;锂电池概念;风电;储能;虚拟电厂;机器人概念;高端装备;新能源汽车;无人驾驶;光伏概念;工业母机;融资融券,600805,24,600805.SH,17
抖音概念(字节概念);百度概念;互联网保险;华为概念;文化传媒概念;小米概念;粤港澳大湾区;网络游戏;参股保险,300242,9,300242.SZ,33
仿制药一致性评价;重组蛋白;创新药;减肥药;智能医疗;AI应用;人民币贬值受益;沪股通;融资融券,603707,9,603707.SH,17
中芯国际概念;光刻机;芯片概念;PM2.5;数据中心(AIDC);专精特新;腾讯概念;阿里巴巴概念;沪股通;融资融券,688376,10,688376.SH,17
福建自贸区;职业教育;海峡两岸;军工;高端装备;中俄贸易概念;地下管网;智能物流;国企改革;沪股通,600815,10,600815.SH,17
染料;融资融券,603172,2,603172.SH,17
统一大市场;冷链物流;自由贸易港;国企改革;智能物流;医疗器械概念;一带一路;上海自贸区;长三角一体化;换电概念;机器人概念;新能源汽车;苹果概念,603648,13,603648.SH,17
卫星导航;5G;商业航天;数据中心(AIDC);消费电子概念;东数西算(算力);充电桩;无人机;华为概念;新能源汽车;低空经济;储能;粤港澳大湾区;信创;芯片概念;国产操作系统;云计算;智能物流;华为鲲鹏;鸿蒙概念;人工智能;DeepSeek概念;一带一路;深圳国企改革;创投;金属回收;锂电池概念;存储芯片;统一大市场;智能医疗;跨境支付(CIPS);冷链物流;国企改革;物业管理;乳业;医药电商;白酒概念;深股通;融资融券,002183,39,002183.SZ,33
航运概念;统一大市场;国企改革;深股通,002040,4,002040.SZ,33
医疗器械概念;肝炎概念;新型城镇化;摘帽,000518,4,000518.SZ,33
航运概念;自由贸易港;福建自贸区;统一大市场;跨境电商;国企改革;一带一路;海峡两岸;智能物流;绿色电力;融资融券;股权转让(并购重组);深股通,000905,13,000905.SZ,33
煤化工概念;消毒剂;国企改革;西部大开发;ST板块;芯片概念;2026中报预增,600423,7,600423.SH,22
新型城镇化;雄安新区;乡村振兴;PPP概念;京津冀一体化;水利,603176,6,603176.SH,17
三胎概念;跨境电商;IP经济(谷子经济);托育服务;拼多多概念;腾讯概念,603214,6,603214.SH,17
机器人概念;机器视觉;人工智能;融资融券,301138,4,301138.SZ,33
中字头股票;煤化工概念;环氧丙烷;磷化工;同花顺中特估100;新疆振兴;国企改革;氟化工概念;央企国企改革;氢能源;污水处理;一带一路;储能;沪股通;融资融券;可控核聚变;芯片概念,601117,17,601117.SH,17
乡村振兴;超级品牌;融资融券,920726,3,920726.BJ,151
共同富裕示范区;人民币贬值受益,605003,2,605003.SH,17
ST板块;PPP概念;空气能热泵;污水处理;黑龙江自贸区;独角兽概念;储能;股权转让(并购重组),600187,8,600187.SH,22
流感;肝炎概念;阿尔茨海默概念;仿制药一致性评价;创新药;毛发医疗;合成生物;宠物经济;国企改革;消毒剂;DeepSeek概念;工业互联网;融资融券;沪股通,600789,14,600789.SH,17
绿色电力;虚拟电厂;储能;化债概念(AMC概念);氢能源;国企改革;粤港澳大湾区;燃料电池;锂电池概念;2026一季报预增;无人驾驶;融资融券;深股通,000531,13,000531.SZ,33
PPP概念;污水处理;固废处理;地下管网;国企改革;碳交易;共同富裕示范区;碳中和;PM2.5;机器人概念;人工智能,600526,11,600526.SH,17
新型城镇化;污水处理;PPP概念;粤港澳大湾区,603797,4,603797.SH,17
流感;医药电商;肝炎概念;创新药;细胞免疫治疗;西部大开发,002873,6,002873.SZ,33
云计算;电力物联网;数据安全;网络安全;虚拟电厂;东数西算(算力);智能电网;信创;智慧政务;阿里巴巴概念;腾讯概念;数据中心(AIDC);数据要素;时空大数据;充电桩;AIGC概念;人脸识别;智慧城市;物联网;华为概念;数字乡村;光伏建筑一体化;储能;军工信息化;人工智能;数字经济;安防;抽水蓄能;工业互联网;无人机;5G;碳中和;军工;水利;机器视觉;绿色电力;传感器;专精特新;碳交易;新型城镇化;无线充电;消费电子概念;高铁;锂电池概念;PPP概念;光纤概念;深股通;融资融券,002298,48,002298.SZ,33
