所属概念数量,股票代码,所属概念,code,market_code
39,002197.SZ,算力租赁;数字水印;网络安全;数据安全;智慧政务;信创;云计算;数字货币;移动支付;东数西算(算力);鸿蒙概念;区块链;数据要素;百度概念;智慧城市;互联网金融;腾讯概念;阿里巴巴概念;智慧灯杆;ChatGPT概念;数字经济;抖音概念(字节概念);DeepSeek概念;华为概念;人工智能;职业教育;数据中心;NFT概念;AI应用;智能医疗;机器人概念;粤港澳大湾区;充电桩;芯片概念;垃圾分类;乡村振兴;钠离子电池;深股通;摘帽,002197,33
9,002728.SZ,流感;肝炎概念;幽门螺杆菌概念;仿制药一致性评价;医药电商;医美概念;NMN概念;2025年报预增;深股通,002728,33
10,300705.SZ,仿制药一致性评价;创新药;医药电商;肝炎概念;流感;幽门螺杆菌概念;维生素;CRO概念;回购增持再贷款概念;深股通,300705,33
5,002566.SZ,毛发医疗;流感;肝炎概念;农业种植;乡村振兴,002566,33
18,603960.SH,华为汽车;新型工业化;汽车电子;机器视觉;无人驾驶;芯片概念;汽车热管理;机器人概念;新能源汽车;华为概念;共封装光学(CPO);高端装备;智能物流;燃料电池;AI应用;氢能源;沪股通;融资融券,603960,17
5,600777.SH,页岩气;俄乌冲突概念;天然气;ST板块;人民币贬值受益,600777,22
15,300316.SZ,BC电池;TOPCON电池;光伏概念;第三代半导体;培育钻石;先进封装;芯片概念;新型工业化;AI眼镜;消费电子概念;存储芯片;智能物流;数字经济;深股通;融资融券,300316,33
13,920438.BJ,商业航天;无人驾驶;6G概念;芯片概念;消费电子概念;军工;核污染防治;海工装备;专精特新;核电;比亚迪概念;先进封装;融资融券,920438,151
15,000963.SZ,创新药;医药电商;减肥药;肝炎概念;细胞免疫治疗;医美概念;合成生物;宠物经济;医疗器械概念;冷链物流;智能医疗;证金持股;人工智能;深股通;融资融券,000963,33
2,601009.SH,沪股通;融资融券,601009,17
26,000829.SZ,虚拟现实;深圳国企改革;独角兽概念;人工智能;创投;抖音概念(字节概念);华为手机;Web3.0;华为概念;苹果概念;腾讯概念;华为汽车;百度概念;粤港澳大湾区;AI智能体;鸿蒙概念;智能穿戴;数据确权;新型烟草(电子烟);消费电子概念;拼多多概念;AI手机;一带一路;国企改革;深股通;融资融券,000829,33
2,600613.SH,医药电商;流感,600613,17
17,002358.SZ,柔性直流输电;特高压;智能电网;风电;高压快充;充电桩;核电;光伏概念;垃圾分类;新能源汽车;智慧灯杆;数据中心;机器人概念;一带一路;智能物流;商业航天;国企改革,002358,33
15,002683.SZ,军民融合;军工;低空经济;无人机;民爆概念;卫星导航;商业航天;雅下水电概念;一带一路;国企改革;粤港澳大湾区;新疆振兴;股权转让(并购重组);融资融券;深股通,002683,33
5,300898.SZ,乳业;三胎概念;网红经济;自由贸易港;融资融券,300898,33
8,920344.BJ,重组蛋白;细胞免疫治疗;肝炎概念;三胎概念;京津冀一体化;专精特新;创新药;融资融券,920344,151
12,000498.SZ,同花顺中特估100;装配式建筑;国企改革;PPP概念;一带一路;水利;绿色电力;高铁;智慧城市;腾讯概念;深股通;融资融券,000498,33
10,300194.SZ,流感;仿制药一致性评价;幽门螺杆菌概念;肝炎概念;创新药;猴痘概念;参股银行;西部大开发;深股通;融资融券,300194,33
19,600552.SH,商业航天;柔性屏(折叠屏);芯片概念;OLED;光伏概念;消费电子概念;华为概念;无线充电;先进封装;汽车电子;固态电池;新能源汽车;锂电池概念;有机硅概念;PCB概念;央企国企改革;国企改革;沪股通;融资融券,600552,17
2,300673.SZ,宠物经济;人民币贬值受益,300673,33
6,688231.SH,航空发动机;3D打印;军工;军民融合;高铁;融资融券,688231,17
7,000931.SZ,仿制药一致性评价;创新药;养老概念;雄安新区;创投;京津冀一体化;融资融券,000931,33
5,300069.SZ,特高压;智能电网;核电;文化传媒概念;燃料电池,300069,33
4,300966.SZ,辅助生殖;合成生物;回购增持再贷款概念;融资融券,300966,33
8,300318.SZ,猴痘概念;流感;肝炎概念;生物疫苗;医疗器械概念;三胎概念;京津冀一体化;深股通,300318,33
33,002967.SZ,无人驾驶;飞行汽车(eVTOL);华为海思概念股;卫星导航;机器人概念;商业航天;低空经济;小米概念;无人机;芯片概念;大飞机;比亚迪概念;特斯拉概念;华为概念;新能源汽车;人工智能;粤港澳大湾区;量子科技;海工装备;中芯国际概念;网络安全;DeepSeek概念;数据安全;燃料电池;数据要素;职业教育;食品安全;回购增持再贷款概念;数据确权;土壤修复;碳中和;国企改革;深股通,002967,33
14,300762.SZ,军工信息化;卫星导航;商业航天;军民融合;军工;无人机;人工智能;智慧城市;5G;机器人概念;专精特新;芯片概念;深股通;融资融券,300762,33
7,301362.SZ,PCB概念;C2M概念;一带一路;生态农业;专精特新;人民币贬值受益;融资融券,301362,33
44,600869.SH,光纤概念;超导概念;铜缆高速连接;可控核聚变;PET铜箔;商业航天;芯片概念;液冷服务器;特高压;柔性直流输电;核电;光伏概念;海工装备;高端装备;军工;无人机;数据中心;军民融合;智能电网;特斯拉概念;雅下水电概念;固态电池;宁德时代概念;新能源汽车;东数西算(算力);锂电池概念;低空经济;人形机器人;华为概念;充电桩;机器人概念;储能;风电;回购增持再贷款概念;智慧城市;独角兽概念;钠离子电池;人工智能;西部大开发;DeepSeek概念;阿里巴巴概念;参股银行;沪股通;融资融券,600869,17
19,300335.SZ,生物质能发电;绿色电力;天然气;固废处理;净水概念;空气能热泵;氢能源;生态农业;雄安新区;PM2.5;家用电器;粤港澳大湾区;锂电池概念;创投;智能家居;光伏概念;物联网;工业互联网;人工智能,300335,33
8,300558.SZ,细胞免疫治疗;重组蛋白;创新药;眼科医疗;基因测序;智能医疗;深股通;融资融券,300558,33
5,688266.SH,细胞免疫治疗;重组蛋白;创新药;沪股通;融资融券,688266,17
15,002393.SZ,仿制药一致性评价;流感;阿尔茨海默概念;肝炎概念;维生素;创新药;合成生物;国企改革;核污染防治;京津冀一体化;专精特新;2025年报预增;短剧游戏;融资融券;深股通,002393,33
33,000547.SZ,军工信息化;商业航天;卫星导航;军民融合;军工;无人机;低空经济;5G;MR(混合现实);海工装备;芯片概念;安防;网络安全;华为概念;海峡两岸;福建自贸区;虚拟现实;多模态AI;数据安全;信创;华为欧拉;华为鲲鹏;人工智能;智慧政务;元宇宙;数字经济;DeepSeek概念;央企国企改革;风电;乡村振兴;国企改革;深股通;融资融券,000547,33
12,688015.SH,2025年报预增;车联网(车路协同);无人机;低空经济;人工智能;职业教育;京津冀一体化;元宇宙;DeepSeek概念;区块链;AI应用;融资融券,688015,17
4,300970.SZ,合成生物;农业种植;乡村振兴;融资融券,300970,33
10,600211.SH,创新药;流感;生物疫苗;基因测序;三胎概念;医疗器械概念;高股息精选;西部大开发;融资融券;沪股通,600211,17
9,002412.SZ,幽门螺杆菌概念;仿制药一致性评价;流感;医药电商;肝炎概念;创新药;农业种植;参股银行;融资融券,002412,33
30,002639.SZ,商业航天;可控核聚变;海工装备;天然气;核电;福建自贸区;阿里巴巴概念;数字经济;水利;高端装备;海峡两岸;华为概念;氢能源;东数西算(算力);冷链物流;腾讯概念;一带一路;雅下水电概念;物联网;工业互联网;体育产业;数据中心;冰雪产业;燃料电池;碳中和;抽水蓄能;液冷服务器;空气能热泵;深股通;融资融券,002639,33
12,002879.SZ,柔性直流输电;智能电网;核电;风电;高铁;储能;数据中心;液冷服务器;抽水蓄能;2025年报预增;机器人概念;商业航天,002879,33
6,605296.SH,猪肉;预制菜;乡村振兴;西部大开发;回购增持再贷款概念;沪股通,605296,17
16,300814.SZ,共封装光学(CPO);PCB概念;铜缆高速连接;先进封装;5G;MiniLED;毫米波雷达;汽车电子;华为数字能源;数据中心;新能源汽车;华为概念;华为汽车;一带一路;深股通;融资融券,300814,33
12,300286.SZ,虚拟电厂;智能电网;电力物联网;充电桩;储能;数据中心;华为概念;传感器;专精特新;安防;人工智能;深股通,300286,33
4,688073.SH,人民币贬值受益;回购增持再贷款概念;沪股通;融资融券,688073,17
14,000513.SZ,创新药;仿制药一致性评价;减肥药;重组蛋白;流感;生物疫苗;辅助生殖;猴痘概念;基因测序;宠物经济;横琴新区;DeepSeek概念;深股通;融资融券,000513,33
6,600398.SH,高股息精选;三胎概念;体育产业;阿里巴巴概念;沪股通;融资融券,600398,17
9,001382.SZ,风电;智能电网;特高压;核电;储能;光伏概念;机器人概念;深股通;融资融券,001382,33
23,002555.SZ,云游戏;脑机接口;电子竞技;Sora概念(文生视频);网络游戏;手机游戏;AIGC概念;多模态AI;ChatGPT概念;虚拟数字人;AI智能体;NFT概念;元宇宙;在线教育;文化传媒概念;人工智能;虚拟现实;华为概念;养老概念;AI应用;创投;深股通;融资融券,002555,33
9,688247.SH,流感;创新药;仿制药一致性评价;维生素;CRO概念;上海国企改革;国企改革;沪股通;融资融券,688247,17
13,002484.SZ,5G;可控核聚变;军工;超级电容;人形机器人;新能源汽车;东数西算(算力);华为概念;机器人概念;储能;国企改革;深股通;融资融券,002484,33
10,603595.SH,无线充电;新能源汽车;无线耳机;消费电子概念;宁德时代概念;苹果概念;光伏概念;富士康概念;第三代半导体;ST板块,603595,22
11,301126.SZ,民营医院;医美概念;医药电商;辅助生殖;维生素;医疗器械概念;流感;创新药;无人零售;物业管理;融资融券,301126,33
14,603766.SH,新能源汽车;农机;高压快充;两轮车;人民币贬值受益;充电桩;储能;军工;乡村振兴;西部大开发;沪股通;融资融券;DeepSeek概念;股权转让(并购重组),603766,17
24,603322.SH,算力租赁;智慧城市;数据要素;东数西算(算力);智慧灯杆;物联网;人工智能;AIGC概念;多模态AI;华为概念;DeepSeek概念;移动支付;5G;低空经济;数据中心;Sora概念(文生视频);快手概念;粤港澳大湾区;智能物流;芯片概念;充电桩;一带一路;AI应用;沪股通,603322,17
9,688372.SH,先进封装;存储芯片;汽车芯片;MCU芯片;芯片概念;消费电子概念;2025年报预增;沪股通;融资融券,688372,17
8,002849.SZ,专精特新;物联网;星闪概念;智慧城市;DeepSeek概念;锂电池概念;动力电池回收;天然气,002849,33
13,301024.SZ,装配式建筑;新型城镇化;建筑节能;职业教育;上海自贸区;光伏建筑一体化;储能;风电;区块链;光伏概念;蚂蚁集团概念;数据中心;融资融券,301024,33
8,003020.SZ,创新药;仿制药一致性评价;眼科医疗;肝炎概念;医药电商;医美概念;脑机接口;深股通,003020,33
10,002871.SZ,液冷服务器;数据中心;军工;人民币贬值受益;军民融合;一带一路;水利;人工智能;地下管网;俄乌冲突概念,002871,33
9,300125.SZ,烟草;新型烟草(电子烟);ST板块;工业大麻;光伏概念;绿色电力;TOPCON电池;HJT电池;芯片概念,300125,33
4,920826.BJ,跨境电商;融资融券;预制菜;人民币贬值受益,920826,151
15,000723.SZ,煤炭概念;煤化工概念;天然气;氢能源;碳中和;污水处理;燃料电池;储能;超级电容;深股通;新能源汽车;机器人概念;无人驾驶;股权转让(并购重组);融资融券,000723,33
2,920433.BJ,西部大开发;融资融券,920433,151
7,600329.SH,医药电商;高股息精选;养老概念;京津冀一体化;智能医疗;沪股通;融资融券,600329,17
22,300757.SZ,共封装光学(CPO);光纤概念;富士康概念;BC电池;苹果概念;华为海思概念股;芯片概念;英伟达概念;TOPCON电池;HJT电池;数据中心;新能源汽车;新型工业化;高端装备;光伏概念;量子科技;商业航天;华为概念;工业互联网;股权转让(并购重组);融资融券;深股通,300757,33
18,300935.SZ,AI应用;信创;数据要素;空间计算;人工智能;AI智能体;房屋检测;职业教育;DeepSeek概念;数字孪生;数据中心;新型城镇化;装配式建筑;建筑节能;光伏概念;一带一路;风电;融资融券,300935,33
14,300909.SZ,3D打印;MiniLED;华为概念;消费电子概念;智能座舱;小米概念;专精特新;新能源汽车;富士康概念;智能家居;创投;储能;深股通;融资融券,300909,33
6,601007.SH,预制菜;物业管理;网红经济;参股保险;国企改革;2025年报预增,601007,17
17,000628.SZ,智慧政务;汽车芯片;数字孪生;数据要素;智慧城市;物联网;芯片概念;2025年报预增;新能源汽车;创投;新型城镇化;虚拟电厂;PPP概念;西部大开发;国企改革;融资融券;深股通,000628,33
6,688623.SH,传感器;比亚迪概念;专精特新;机器视觉;锂电池概念;融资融券,688623,17
12,300137.SZ,核污染防治;PM2.5;水利;机器人概念;污水处理;碳中和;碳交易;雄安新区;京津冀一体化;区块链;乡村振兴;摘帽,300137,33
16,300790.SZ,AI眼镜;汽车电子;消费电子概念;小米概念;机器视觉;虚拟现实;无人驾驶;安防;华为概念;无人机;新能源汽车;车联网(车路协同);机器人概念;智能家居;职业教育;深股通,300790,33
15,002004.SZ,毛发医疗;氟化工概念;煤化工概念;医药电商;民营医院;西部大开发;仿制药一致性评价;转基因;医美概念;创新药;三胎概念;细胞免疫治疗;旅游概念;深股通;融资融券,002004,33
16,000813.SZ,CRO概念;减肥药;创新药;合成生物;仿制药一致性评价;民营医院;重组蛋白;养老概念;医美概念;NMN概念;生物疫苗;工业大麻;西部大开发;国企改革;深股通;融资融券,000813,33
9,603129.SH,同花顺出海50;人民币贬值受益;工业互联网;两轮车;体育产业;车联网(车路协同);共同富裕示范区;融资融券;沪股通,603129,17
26,000400.SZ,柔性直流输电;特高压;智能电网;抽水蓄能;虚拟电厂;电力物联网;高压快充;充电桩;光伏概念;可控核聚变;换电概念;储能;高端装备;氢能源;数据中心;央企国企改革;新能源汽车;一带一路;人形机器人;无线充电;新疆振兴;国企改革;DeepSeek概念;鸿蒙概念;深股通;融资融券,000400,33
7,688683.SH,汽车电子;芯片概念;新能源汽车;粤港澳大湾区;回购增持再贷款概念;固态电池;融资融券,688683,17
28,600480.SH,汽车热管理;飞行汽车(eVTOL);人形机器人;华为汽车;长安汽车概念;小米汽车;特斯拉概念;新能源汽车;比亚迪概念;宁德时代概念;传感器;小米概念;低空经济;无人驾驶;商业航天;锂电池概念;核电;储能;液冷服务器;水利;雄安新区;地下管网;回购增持再贷款概念;京津冀一体化;央企国企改革;国企改革;沪股通;融资融券,600480,17
