所属概念,market_code,股票代码,所属概念数量,code
商业航天;卫星导航;航空发动机;军民融合;军工;3D打印;PCB概念;芯片概念;机器人概念;先进封装;华为概念;华为昇腾;数据中心;光伏概念;BC电池;央企国企改革;国企改革;金属镍;融资融券,17,688456.SH,19,688456
代糖概念;锂电池概念;生物质能发电;固态电池;合成生物;煤化工概念;光伏概念;深股通;融资融券,33,002597.SZ,9,002597
仿制药一致性评价;创新药;养老概念;雄安新区;创投;京津冀一体化;融资融券,33,000931.SZ,7,000931
超级品牌;旅游概念;国企改革;深股通;融资融券,33,000869.SZ,5,000869
物业管理;跨境电商;国企改革;创投;上海自贸区;自由贸易港;回购增持再贷款概念;沪股通;融资融券,17,600648.SH,9,600648
创新药;流感;仿制药一致性评价;数字经济;国企改革;融资融券,17,688189.SH,6,688189
苹果概念;OLED;消费电子概念;新能源汽车;专精特新;回购增持再贷款概念;华为概念;沪股通;融资融券,17,688093.SH,9,688093
文化传媒概念;在线教育;IP经济(谷子经济);人工智能;AI应用;参股银行;国企改革;沪股通;融资融券,17,601900.SH,9,601900
白酒概念;深股通;融资融券;国企改革,33,000596.SZ,4,000596
股权转让(并购重组);核电,33,300478.SZ,2,300478
光刻胶;柔性屏(折叠屏);芯片概念;新能源汽车;装配式建筑;一带一路;雄安新区;国企改革;深股通;融资融券,33,000859.SZ,10,000859
染料;有机硅概念;阿尔茨海默概念;家用电器;医疗器械概念;创新药;仿制药一致性评价;股权转让(并购重组),17,603980.SH,8,603980
新型城镇化;地下管网;污水处理;雄安新区;水利;海峡两岸;专精特新;一带一路;乡村振兴;碳中和;核电;液冷服务器;抽水蓄能;超超临界发电;融资融券,33,301151.SZ,15,301151
减速器;人形机器人;飞行汽车(eVTOL);机器人概念;低空经济;专精特新;农机;新能源汽车;智能座舱;深股通;融资融券,33,301368.SZ,11,301368
网红经济;跨境电商;海峡两岸;跨境支付(CIPS),33,002098.SZ,4,002098
比亚迪概念;新能源汽车;机器人概念;家用电器;汽车电子;充电桩;智能家居;储能;消费电子概念;无线耳机;新型烟草(电子烟);粤港澳大湾区;露营经济;物联网;医疗器械概念;净水概念;深股通;融资融券,33,300916.SZ,18,300916
机器视觉;机器人概念;专精特新;芯片概念;华为概念;无人机;量子科技;人工智能;华为手机;6G概念;元宇宙;京津冀一体化;太赫兹;腾讯概念;数据要素;宁德时代概念;智能医疗;虚拟数字人;AIGC概念;眼科医疗;Sora概念(文生视频);期货概念;融资融券;沪股通,17,600288.SH,24,600288
创投;语音技术;人工智能;独角兽概念;燃料电池;高端装备;国企改革;氢能源;AIGC概念;ChatGPT概念;特钢概念,33,002722.SZ,11,002722
参股银行;跨境电商;网红经济;一带一路;人民币贬值受益,17,600439.SH,5,600439
特钢概念;同花顺中特估100;国企改革;回购增持再贷款概念;绿色电力;核电;海工装备;高铁;军工;新能源汽车;华为概念;深股通;融资融券,33,000932.SZ,13,000932
期货概念;参股券商;区块链;国企改革;深股通;股权转让(并购重组);融资融券,33,002670.SZ,7,002670
跨境电商;家用电器;净水概念;智能家居;粤港澳大湾区;专精特新;网红经济;机器人概念;小米概念;AIGC概念;深股通;融资融券,33,301332.SZ,12,301332
新疆振兴;抽水蓄能;地下管网;水利;新型城镇化;乡村振兴;一带一路;氢能源;军工,17,603856.SH,9,603856
共封装光学(CPO);数据中心;芯片概念;人民币贬值受益;5G;深股通;融资融券,33,301205.SZ,7,301205
AIGC概念;数据要素;抖音概念(字节概念);阿里巴巴概念;百度概念;小红书概念;腾讯概念;短剧游戏;数字经济;算力租赁;智慧城市;车联网(车路协同);东数西算(算力);华为概念;跨境电商;智慧灯杆;低空经济;AI应用;5G;无人机;飞行汽车(eVTOL);苹果概念;充电桩;融资融券,17,603602.SH,24,603602
知识产权保护;文化传媒概念;IP经济(谷子经济);抖音概念(字节概念);华为概念;融资融券,33,301025.SZ,6,301025
先进封装;OLED;第三代半导体;PCB概念;MiniLED;芯片概念;消费电子概念;专精特新;沪股通;融资融券,17,688401.SH,10,688401
新型工业化;工业互联网;国企改革;央企国企改革,17,600560.SH,4,600560
光刻胶;芯片概念;化肥;消毒剂;光伏概念;专精特新;净水概念;西部大开发;污水处理;深股通;融资融券,33,301256.SZ,11,301256
跨境电商;可降解塑料;冷链物流;工业互联网,33,003003.SZ,4,003003
专精特新;物联网;天然气;深股通;融资融券,33,301303.SZ,5,301303
2025年报预增;跨境电商;智能家居;粤港澳大湾区;物联网;消费电子概念;智能音箱;华为概念;汽车电子;星闪概念;横琴新区;无线耳机;绿色电力,33,002888.SZ,13,002888
预制菜;物业管理;职业教育;国企改革;股权转让(并购重组);融资融券,33,000428.SZ,6,000428
成飞概念;大飞机;军民融合;军工信息化;商业航天;军工;无人机;低空经济;飞行汽车(eVTOL);碳纤维;高端装备;信创;专精特新;虚拟现实;京津冀一体化,33,300719.SZ,15,300719
草甘膦;回购增持再贷款概念;2025年报预增;人民币贬值受益;深股通;融资融券,33,301035.SZ,6,301035
同花顺中特估100;证金持股;沪股通;融资融券;国企改革;高铁,17,601006.SH,6,601006
金属锌;金属铅;黄金概念;金属铜;金属镍;小金属概念;金属回收;盐湖提锂;钒电池;锂电池概念;西部大开发;国企改革;沪股通;融资融券,17,601168.SH,14,601168
DRG/DIP;家庭医生;AI智能体;数据要素;数据确权;人工智能;智能医疗;数字经济;养老概念;华为概念;国企改革;AI应用;央企国企改革;回购增持再贷款概念;深股通;融资融券,33,000503.SZ,16,000503
柔性直流输电;智能电网;虚拟电厂;抽水蓄能;特高压;电力物联网;充电桩;风电;绿色电力;储能;光伏概念;核电;数据中心;福建自贸区;工业互联网;海峡两岸;一带一路;宁德时代概念;创投;网络安全;DeepSeek概念;区块链;融资融券;深股通,33,300712.SZ,24,300712
农机;专精特新;新能源汽车;比亚迪概念;减速器;低空经济;碳纤维;无人机;PEEK材料;核污染防治;成飞概念;军工;航空发动机;大飞机;军民融合;海工装备;储能;核电;商业航天;智能电网;风电;光伏概念;有机硅概念;氢能源;西部大开发;锂电池概念;股权转让(并购重组);融资融券,33,301233.SZ,28,301233
MCU芯片;汽车芯片;芯片概念;消费电子概念;专精特新;电力物联网;充电桩;智能电网;储能;融资融券,17,688391.SH,10,688391
东数西算(算力);无人驾驶;华为昇腾;比亚迪概念;高端装备;智慧政务;人工智能;DeepSeek概念;光伏概念;储能;智能医疗;锂电池概念;回购增持再贷款概念;绿色电力;融资融券,33,301070.SZ,15,301070
期货概念;证金持股;深股通;融资融券;2025年报预增,33,000686.SZ,5,000686
白酒概念;虚拟数字人;乡村振兴;粮食概念;西部大开发;融资融券;深股通,33,002646.SZ,7,002646
猪肉;养鸡;预制菜;合成生物;人造肉;回购增持再贷款概念;融资融券;深股通,33,002567.SZ,8,002567
ST板块;时空大数据;云计算;数据中心;5G,22,603559.SH,5,603559
创新药;流感;仿制药一致性评价;CRO概念;维生素;上海国企改革;国企改革;沪股通;融资融券,17,688247.SH,9,688247
家用电器;人形机器人;新能源汽车;共同富裕示范区;机器人概念;TOPCON电池;光伏概念,17,603331.SH,7,603331
预制菜;物业管理;网红经济;参股保险;国企改革;2025年报预增,17,601007.SH,6,601007
华为鲲鹏;算力租赁;信创;智慧政务;数据安全;多模态AI;腾讯概念;东数西算(算力);数据要素;人工智能;ChatGPT概念;AI智能体;DeepSeek概念;数字经济;数据中心;AI语料;华为概念;虚拟现实;互联网金融;AI应用;苹果概念;股权转让(并购重组),33,300609.SZ,22,300609
PET铜箔;石墨烯;共同富裕示范区;比亚迪概念;新能源汽车;特高压;国企改革;光伏概念;军工;柔性直流输电;深股通;融资融券,33,002263.SZ,12,002263
MCU芯片;电力物联网;充电桩;虚拟电厂;智能电网;芯片概念;华为概念;鸿蒙概念;光伏概念;储能,17,603421.SH,10,603421
露营经济;三胎概念;跨境电商;预制菜;IP经济(谷子经济),33,001211.SZ,5,001211
PCB概念;先进封装;PET铜箔;华为手机;5G;消费电子概念;专精特新;小米概念;华为概念;稀土永磁;融资融券,17,688020.SH,11,688020
三胎概念;物业管理;ST板块;托育服务;西部大开发;股权转让(并购重组),33,000656.SZ,6,000656
PM2.5;食品安全;物联网;智慧城市;垃圾分类;污水处理;碳中和;PPP概念;医疗器械概念;高端装备;回购增持再贷款概念;芯片概念;光刻胶;深股通;融资融券,33,300203.SZ,15,300203
流感;仿制药一致性评价;幽门螺杆菌概念;肝炎概念;创新药;猴痘概念;参股银行;西部大开发;深股通;融资融券,33,300194.SZ,10,300194
AI PC;PCB概念;富士康概念;MiniLED;汽车电子;5G;数据中心;英伟达概念;6G概念;小米概念;华为数字能源;新能源汽车;华为概念;人民币贬值受益;抖音概念(字节概念);深股通;融资融券,33,002913.SZ,17,002913
装配式建筑;新型城镇化;粤港澳大湾区;一带一路;低空经济;数字经济;人工智能;文化传媒概念;百度概念,33,002949.SZ,9,002949
小红书概念;财税数字化;快手概念;数据安全;ChatGPT概念;智慧政务;AIGC概念;信创;华为鲲鹏;AI智能体;网络安全;数据要素;百度概念;鸿蒙概念;抖音概念(字节概念);阿里巴巴概念;腾讯概念;职业教育;数字乡村;区块链;数字经济;人工智能;DeepSeek概念;智能医疗;文化传媒概念;网红经济;华为概念;低空经济;京津冀一体化;跨境电商;数据中心;化债概念(AMC概念);雄安新区;乡村振兴;AI应用;深股通,33,002279.SZ,36,002279
猪肉;养鸡;生态农业;宠物经济;沪股通;融资融券,17,603609.SH,6,603609
蚂蚁集团概念;车联网(车路协同);互联网金融;百度概念;多模态AI;数据要素;元宇宙;AI智能体;时空大数据;ETC;云计算;AIGC概念;人脸识别;阿里巴巴概念;智慧城市;数字经济;人工智能;DeepSeek概念;商业航天;安防;华为概念;数字孪生;低空经济;物联网;无人驾驶;东数西算(算力);机器视觉;无人机;毫米波雷达;京津冀一体化;大飞机;小米概念;数据中心;智能物流;体育产业;跨境电商;小米汽车;汽车电子;水利;足球概念;充电桩;AI应用;储能;雄安新区;一带一路;深股通;融资融券,33,002373.SZ,47,002373
足球概念;冰雪产业;体育产业;海峡两岸;跨境电商;养老概念;华为概念;鸿蒙概念;人工智能;AIGC概念;DeepSeek概念,17,605299.SH,11,605299
煤炭概念;超超临界发电;绿色电力;风电;同花顺中特估100;央企国企改革;新型城镇化;国企改革;水利;一带一路;智能物流;无人机;人民币贬值受益;新能源汽车;深股通;融资融券,33,000065.SZ,16,000065
共封装光学(CPO);F5G概念;液冷服务器;WiFi 6;5G;华为概念;物联网;工业互联网;人民币贬值受益;2025年报预增;智能家居;一带一路;沪股通;融资融券,17,603083.SH,14,603083
卫星导航;商业航天;车联网(车路协同);无人机;低空经济;腾讯概念;物联网;无人驾驶;芯片概念;专精特新;机器人概念;农机;乡村振兴;融资融券,17,688592.SH,14,688592
可降解塑料;锂电池概念;固态电池;2025三季报预增;绿色电力;比亚迪概念;创投;飞行汽车(eVTOL);低空经济;大飞机;沪股通;融资融券,17,600210.SH,12,600210
天然气;俄乌冲突概念;煤化工概念;商业航天;可控核聚变;新疆振兴;氢能源;碳中和;一带一路;共同富裕示范区;高端装备;2025三季报预增;储能;芯片概念;深股通,33,300435.SZ,15,300435
一体化压铸;两轮车;机器人概念;华为汽车;新能源汽车;比亚迪概念;特斯拉概念;飞行汽车(eVTOL);融资融券;沪股通,17,603348.SH,10,603348
新能源汽车;比亚迪概念;人民币贬值受益;高铁;2025年报预增,17,603586.SH,5,603586
煤化工概念;煤炭概念;水泥概念;可降解塑料;天然气;绿色电力;参股银行;氢能源;参股券商;西部大开发;互联网金融;航运概念;数字经济;统一大市场;生物疫苗;阿里巴巴概念;智能物流;沪股通;融资融券,17,601216.SH,19,601216
可控核聚变;商业航天;军工;航空发动机;核电;海工装备;共封装光学(CPO);东数西算(算力);高端装备;人工智能;机器视觉;工业互联网;PCB概念;新型工业化;工业母机;新型烟草(电子烟);食品安全;比亚迪概念;新能源汽车;农机;氢能源;特斯拉概念;家用电器;固废处理;煤炭概念;沪股通;融资融券,17,603011.SH,27,603011
汽车电子;减速器;专精特新;无人驾驶;比亚迪概念;新能源汽车;两轮车;融资融券,17,688280.SH,8,688280
医疗器械概念;专精特新;高端装备;融资融券,17,688310.SH,4,688310
黄金概念;小金属概念;金属回收;融资融券,33,301026.SZ,4,301026
成飞概念;航空发动机;大飞机;军民融合;军工;无人机;低空经济;传感器;虚拟现实;人民币贬值受益;股权转让(并购重组),33,300424.SZ,11,300424
中字头股票;同花顺中特估100;证金持股;特色小镇;PPP概念;装配式建筑;国企改革;央企国企改革;水利;沪股通;融资融券;一带一路;金属铜;高铁;高端装备;机器人概念;商业航天,17,601186.SH,17,601186
工业母机;新型工业化;成飞概念;航空发动机;减速器;大飞机;人形机器人;机器人概念;高端装备;军民融合;新能源汽车;数字经济;风电;人民币贬值受益;共同富裕示范区;一带一路;深股通;融资融券,33,002520.SZ,18,002520
深股通;融资融券;钠离子电池;同花顺漂亮100;盐湖提锂;超级品牌;动力电池回收;锂电池概念;同花顺出海50;储能;光伏概念;高压快充;充电桩;DeepSeek概念;数据中心;车联网(车路协同);芯片概念;机器人概念;新能源汽车;比亚迪概念;无人驾驶;粤港澳大湾区,33,002594.SZ,22,002594
乳业;网红经济;宠物经济;生态农业;乡村振兴;西部大开发;国企改革,33,002910.SZ,7,002910
粤港澳大湾区;低空经济;人民币贬值受益;新能源汽车;特斯拉概念;2025年报预增;宁德时代概念;股权转让(并购重组),33,300176.SZ,8,300176
